,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
320,Marco Grüll,12(15),1082,6,1,1,-,0.9,79.9,0.2,1,6.38
321,Michael Gregoritsch,5(14),616,2,1,2,-,0.8,64.5,1.6,-,6.38
322,Kevin Müller,31,2790,-,-,-,-,-,71.8,0.3,-,6.38
323,Luca Netz,8(15),952,-,2,2,-,0.1,81.2,0.5,-,6.38
324,Danel Sinani,11(12),1009,2,1,2,-,1.3,77.1,0.3,1,6.37
325,Janik Haberer,18(7),1454,-,-,-,-,0.6,77.9,0.6,-,6.37
326,Mathys Tel,2(6),253,-,1,-,-,1.3,86.6,0.1,-,6.36
327,Marko Ivezic,18(3),1583,-,-,5,-,0.3,86.1,1.5,-,6.36
328,Johannes Eggestein,22(4),1842,3,4,3,-,1.4,78.1,1.1,1,6.36
329,Maximilian Bauer,8(3),657,-,-,1,-,0.1,81.9,1.9,-,6.36
330,Timo Becker,25(2),2135,-,2,2,-,0.6,78.5,1,-,6.36
331,Giovanni Reyna,3(12),331,2,-,3,-,0.2,82.2,0.5,-,6.35
332,Andu Kelati,2(6),287,1,1,-,1,0.8,79.5,-,-,6.35
333,Jakov Medic,16(5),1519,1,-,2,-,0.6,87.1,1.4,-,6.34
334,Nelson Weiper,7(13),690,3,1,2,-,1.1,69.2,1.6,-,6.34
335,David Zec,15,1230,1,-,4,-,0.5,88.9,1.5,-,6.34
336,Mert Kömür,2(15),456,2,1,1,-,0.6,75.5,0.6,-,6.34
337,Stanley Nsoki,15(6),1220,-,-,3,1,0.1,86.1,1,-,6.33
338,Dani de Wit,11(13),1086,2,-,1,-,0.8,72.6,1.7,-,6.33
339,Oscar Højlund,7(12),695,1,-,-,-,0.3,88.8,0.3,-,6.33
340,Arthur Vermeeren,16(9),1395,-,2,5,-,0.1,86.6,0.3,-,6.33
341,Marco Komenda,17(2),1313,-,-,3,-,0.2,79.9,0.8,-,6.33
342,Samuel Essende,19(9),1573,7,2,4,1,1.5,65.5,2,1,6.33
343,Kevin Paredes,2,125,-,1,1,-,2,80.4,0.5,-,6.33
344,Aljoscha Kemlein,11(4),925,1,-,3,-,0.7,76.3,1.3,-,6.32
345,Gift Orban,7(6),690,4,-,2,-,0.8,71.9,0.8,-,6.32
346,Cédric Zesiger,5(2),521,-,-,4,-,0.3,80.4,0.4,-,6.32
347,Stefan Lainer,4(14),576,1,-,2,-,0.1,83.8,0.2,-,6.32
348,Niklas Süle,9(3),800,-,-,1,-,0.7,92.7,1,-,6.32
349,Carl Johansson,4(3),390,-,-,-,-,0.1,86.7,2.7,-,6.31
350,László Bénes,2(18),494,1,1,4,-,0.8,72.5,0.4,-,6.31
351,Tim Oermann,23(3),1920,-,2,-,-,0.3,83.6,0.8,-,6.31
352,Junior Adamu,16(6),1303,2,1,5,1,1.4,63.4,2.1,-,6.30
353,Yannik Keitel,2(8),247,-,-,1,-,0.4,83.1,0.4,-,6.30
354,Merlin Röhl,11(6),937,-,1,2,-,0.7,78.7,0.9,-,6.30
355,Jonas Omlin,8(1),710,-,-,-,1,-,73.2,0.2,-,6.30
356,Eljif Elmas,0(2),42,-,-,1,-,1,81.3,-,-,6.30
357,Mikkel Kaufmann,3(6),369,-,-,2,-,0.3,51.1,1.9,-,6.29
358,André Silva,4(3),377,1,-,1,-,2,73.1,1.7,-,6.29
359,Lukas Nmecha,1(15),293,2,-,1,-,0.9,65.3,0.9,-,6.28
360,Salih Özcan,3(8),347,-,-,-,-,0.2,77.9,0.5,-,6.28
361,Arne Maier,7(18),836,-,-,-,1,0.7,81.8,0.2,-,6.28
362,Magnus Knudsen,21(7),1685,-,1,7,-,0.4,85.1,0.4,-,6.28
363,Milos Veljkovic,11(3),1030,-,1,1,-,0.1,87.9,1.8,-,6.28
364,David Mokwa,0(2),20,-,-,-,-,1,25,1,-,6.28
365,Robert Gumny,1(4),179,-,-,2,-,0.4,79.1,0.4,-,6.27
366,Yannick Gerhardt,13(14),1331,1,-,5,1,0.5,78,0.8,1,6.27
367,Michy Batshuayi,3(4),253,2,-,2,-,0.4,81.8,0.3,-,6.27
368,Mërgim Berisha,3(8),330,1,1,1,-,1,75,0.3,-,6.27
369,Yussuf Poulsen,2(17),302,1,-,1,-,0.6,60.7,1.3,-,6.27
370,Max Moerstedt,5(7),453,-,-,2,-,1,68.3,1.4,-,6.26
371,Timon Weiner,25,2205,-,-,4,-,-,65.2,0.5,-,6.26
372,Kosta Nedeljkovic,4(4),303,-,-,-,-,0.5,92.5,-,-,6.26
373,Roland Sallai,0(2),44,-,-,-,-,1.5,76.9,-,-,6.26
374,Anthony Losilla,13(5),1079,-,-,1,-,0.2,76.1,1.4,-,6.26
375,Luca Kerber,7(14),725,1,-,4,-,0.2,73.5,0.4,-,6.25
376,Diadié Samassékou,6(2),296,-,-,-,-,0.4,92.3,0.5,-,6.25
377,Timothy Chandler,0(3),22,-,-,-,-,-,73.9,1.7,-,6.25
378,Umut Tohumcu,3(8),356,-,1,3,-,0.3,88,-,-,6.25
379,Armindo Sieb,5(22),754,2,2,2,-,1.1,71.4,0.6,-,6.25
380,Florian Neuhaus,2(13),347,-,1,1,-,0.5,85,-,-,6.24
381,Lewis Holtby,12(11),1135,-,1,1,1,0.3,82.5,0.3,-,6.24
382,André Silva,0(8),124,1,2,-,-,1,72.5,0.1,-,6.24
383,Patrick Drewes,21,1845,-,-,2,-,-,63.7,0.1,-,6.24
384,Thomas Keller,2(4),147,-,-,2,-,0.2,80.2,0.8,-,6.24
385,David Jurásek,6(8),615,-,1,-,-,0.4,73.7,0.2,-,6.24
386,Keke Topp,1(16),233,1,2,1,-,0.4,55.4,0.6,-,6.23
387,Tim Skarke,10(20),1036,-,2,1,-,0.7,73,0.4,-,6.23
388,Ivan Prtajin,2(3),160,-,-,-,-,1.6,37.8,2,-,6.23
389,Jacob Bruun Larsen,3(10),385,1,-,1,-,0.3,74.4,0.2,-,6.23
390,Aster Vranckx,4(8),417,-,-,1,-,-,81.3,0.6,-,6.23
391,Tidiam Gomis,0(6),78,-,1,1,-,0.7,84.8,-,-,6.23
392,Jan-Niklas Beste,0(11),195,-,1,-,-,0.5,85.3,0.1,-,6.23
393,Fredrik Jensen,9(10),749,-,-,-,-,0.5,73.3,0.3,-,6.22
394,Justin Diehl,0(6),98,1,-,-,-,1.2,85.7,-,-,6.22
395,Timo Horn,10,900,-,-,2,-,-,55.7,0.5,-,6.22
396,Aurèle Amenda,1(6),84,-,-,1,-,-,87.7,0.9,-,6.22
397,Florian Müller,7(1),662,-,-,-,-,-,64.4,-,-,6.22
398,Alexander Schwolow,5,450,-,-,-,-,-,73.5,0.2,-,6.21
399,Maximilian Breunig,2(11),341,2,-,-,-,0.8,57.1,0.7,-,6.21
400,Yusuf Kabadayi,0(5),66,1,-,-,-,0.8,65.2,-,-,6.21
401,Adam Dzwigala,2(12),305,-,-,2,1,0.4,82.7,0.9,-,6.21
402,Moritz-Broni Kwarteng,0(7),167,-,-,1,-,0.9,80,-,-,6.21
403,Dominik Javorcek,4(9),383,-,2,2,-,0.1,75.4,0.2,-,6.21
404,Florent Muslija,0(9),160,-,-,-,-,0.3,82.9,-,-,6.20
405,Yannik Lührs,1(2),126,-,-,-,-,-,92.1,1.3,-,6.20
406,Igor Matanovic,2(14),302,1,-,-,-,0.8,76,0.7,-,6.19
407,Fabio Chiarodia,1(13),205,-,-,-,-,0.1,84.2,0.3,-,6.18
408,Xaver Schlager,2(2),181,-,-,1,-,0.3,87.5,-,-,6.18
409,Moritz Broschinski,15(15),1318,1,3,1,-,1.2,68.4,1,-,6.18
410,Aymen Barkok,0(4),71,-,-,-,-,-,68.8,0.5,-,6.18
411,Grischa Prömel,2,175,-,-,-,-,-,85.9,0.5,-,6.18
412,Jordy Makengo,4(12),482,-,-,1,-,-,88.2,0.2,-,6.17
413,Nikolas Veratschnig,2(10),327,-,-,1,-,0.5,76,0.2,-,6.17
414,Marin Ljubicic,1(9),199,1,1,1,-,0.2,55.6,0.3,-,6.17
415,Julien Duranville,2(8),259,-,-,3,-,0.3,80,-,-,6.17
416,Olivier Deman,0(9),59,-,-,1,-,-,69,0.4,-,6.16
417,Sirlord Conteh,4(24),827,1,1,2,-,0.5,75.9,0.5,-,6.16
418,Lukas Daschner,3(11),407,1,1,-,-,0.6,70.2,0.3,-,6.16
419,Hyun-Seok Hong,4(16),480,-,1,-,-,0.3,79.9,0.1,-,6.16
420,Tomás Cvancara,7(18),763,2,-,3,1,0.9,74.4,0.5,-,6.16
421,Shio Fukuda,0(5),47,1,-,-,-,0.2,71.4,0.4,-,6.15
422,Arne Engels,1,80,-,-,1,-,3,82.6,1,-,6.15
423,Cristian Gamboa,1(10),200,1,-,1,-,0.4,63.4,-,-,6.15
424,Skelly Alvero,1(11),231,-,-,1,-,0.1,75.6,0.4,-,6.15
425,Steve Mounié,1(13),289,-,-,2,-,1.2,63.6,1.4,-,6.14
426,Silvan Widmer,3(21),392,-,1,3,-,0.1,78.2,0.5,-,6.14
427,Andreas Albers,0(14),52,1,-,-,-,0.2,51.7,0.7,-,6.13
428,Kevin Behrens,0(17),139,1,-,2,-,0.5,58.6,0.7,-,6.13
429,Bruno Ogbus,0(2),17,-,-,-,-,-,100,-,-,6.13
430,Fiete Arp,3(18),636,2,-,5,1,1,64.5,0.1,-,6.13
431,Mërgim Berisha,0(2),38,-,-,1,-,1.5,75,-,-,6.13
432,Erencan Yardimci,3(5),312,-,-,2,-,0.8,61.8,2.1,-,6.13
433,Connor Metcalfe,3(6),352,-,-,-,1,0.7,65.4,1.3,-,6.13
434,Rubén Vargas,3(5),305,-,-,3,-,1.1,86.9,0.4,-,6.12
435,Paul Hennrich,0(1),11,-,-,-,-,-,100,-,-,6.12
436,Arnaud Nordin,0(6),75,-,-,-,-,0.2,84.8,0.2,-,6.12
437,Pascal Stenzel,2(6),150,-,-,-,-,0.6,87,0.1,-,6.11
438,Tim Drexler,5(3),358,-,-,2,-,0.3,85.2,0.3,-,6.10
439,Dennis Geiger,6(12),651,-,-,4,-,0.3,88.4,0.1,-,6.10
440,Niklas Dorsch,0(1),31,-,-,-,-,-,88,-,-,6.09
441,Noah Weißhaupt,0(3),78,-,-,-,-,0.3,85.7,-,-,6.09
442,Mads Pedersen,2(5),232,-,-,-,-,0.3,81,0.1,-,6.09
443,Lennard Maloney,0(3),21,-,-,1,-,-,61.5,0.7,-,6.08
444,Dan-Axel Zagadou,0(2),27,-,-,1,-,-,100,-,-,6.07
445,Viggo Gebel,0(1),13,-,-,-,-,-,75,1,-,6.07
446,Koji Miyoshi,6(8),449,1,-,-,1,0.9,62.4,0.1,-,6.07
447,Elye Wahi,1(6),192,-,-,1,-,1.3,69.7,0.3,-,6.07
448,Jérôme Roussillon,1(6),131,-,-,-,-,0.3,75,0.3,-,6.06
449,Robert Wagner,5(5),386,-,-,1,-,0.2,77.3,0.4,-,6.06
450,Scott Banks,0(11),92,-,-,1,-,0.3,69.2,0.1,-,6.06
451,Noah Pesch,0(1),5,-,-,-,-,-,33.3,-,-,6.06
452,Mats Pannewig,1(11),135,-,-,1,-,0.7,75,0.3,-,6.06
453,Julian Niehues,0(5),94,-,-,-,-,-,68.6,0.2,-,6.05
454,Abdoulie Ceesay,0(7),55,-,-,1,-,-,57.1,-,-,6.04
455,Marvin Schulz,3(8),287,-,-,3,-,0.3,80.7,0.1,-,6.04
456,Gabriel Vidovic,0(2),17,-,-,-,-,0.5,100,-,-,6.04
457,Aliou Baldé,0(5),88,-,-,1,-,0.8,71.4,-,-,6.02
458,Samuel Bamba,0(5),23,-,-,-,-,0.4,94.1,0.2,-,6.02
459,Erik Ahlstrand,0(5),40,-,-,-,-,-,76.9,-,-,6.02
460,David Preu,0(2),13,-,-,1,-,-,50,-,-,6.02
461,Gabriel Vidovic,0(1),3,-,-,-,-,1,100,-,-,6.02
462,Florian Micheler,0(1),31,-,-,1,-,-,91.7,-,-,6.01
463,Cole Campbell,0(4),20,-,-,-,-,-,85.7,-,-,6.01
464,Karim Onisiwo,1(5),107,-,-,-,-,0.5,63.6,0.5,-,6.00
465,Arijon Ibrahimovic,0(1),1,-,-,-,-,-,100,-,-,6.00
466,Faik Sakar,0(1),1,-,-,-,-,-,-,-,-,6.00
467,Fin Stevens,0(1),1,-,-,-,-,-,-,-,-,6.00
468,Lasse Rieß,1,1,-,-,1,-,-,-,-,-,6.00
469,Maurides,0(1),1,-,-,-,-,-,50,-,-,6.00
470,Stefan Schimmer,0(13),238,-,-,1,-,0.8,62,0.2,-,5.99
471,Jarzinho Malanga,0(1),1,-,-,-,-,-,100,-,-,5.97
472,Almugera Kabar,1(4),134,-,-,-,1,-,91.6,0.4,-,5.97
473,Jeanuël Belocian,1(4),66,-,-,1,-,-,88.9,0.2,-,5.97
474,Robin Hranác,2(2),220,-,-,-,-,-,86.4,1.3,-,5.96
475,Adam Aznou,0(2),15,-,-,-,-,-,84.6,-,-,5.95
476,Kevin Volland,0(3),52,-,-,1,-,-,72.7,0.3,-,5.93
477,Ayman Azhil,0(1),23,-,-,1,-,-,75,-,-,5.92
478,Kjell-Arik Wätjen,0(2),14,-,-,-,-,-,37.5,-,-,5.92
479,Assan Ouédraogo,0(3),48,-,-,-,-,0.3,83.3,-,-,5.91
480,Denis Thomalla,0(1),4,-,-,-,-,-,100,-,-,5.91
481,Tobias Sippel,0(1),58,-,-,-,-,-,56.3,-,-,5.90
482,Grant-Leon Ranos,0(2),18,-,-,1,-,-,63.6,-,-,5.89
483,Daniel Peretz,3,270,-,-,1,-,-,75.5,-,-,5.88
484,Norman Theuerkauf,0(1),21,-,-,-,-,1,83.3,-,-,5.87
485,Maximilian Philipp,0(2),15,-,-,-,-,0.5,42.9,-,-,5.85
486,Ivan Nekic,1,72,-,-,-,-,-,75,-,-,5.33
