,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
489,David Torres,Real Valladolid CF,Laliga,22 years old (05-03-2003),"1,82m",Spain,Defender (Centre),Centre-Back,left,15(3),1386.0,-,-,5,-,83,1.1,-,6.17,"Jun 30, 2026",€1.40m,0.2,-,-,-,-,0.2,-,0.1,0.1,0.1,0.1,0.1,0.1,0.2,2.2,1.1,1.1,0.8,0.2,1,0.6,0.2,0.7,-,3.8,0.9,0.3,0.1,-,-,-,-,38.8,2,3.4,30.2,3.2,0.1,0.1,-,-,-,-,-,-,-,-
490,Abde Rebbach,Granada,Laliga,26 years old (11-08-1998),176cm,Algeria,Attacking Midfielder (Left),,,4(4),385.0,-,-,1,-,69.7,0.3,-,6.17,,,0.8,-,-,-,-,0.8,0.3,-,0.5,1.8,1.4,0.4,1.1,0.6,1.6,0.3,1.4,0.4,0.8,1.1,-,0.8,0.6,0.3,0.8,-,-,0.5,-,-,-,-,12.4,0.6,0.5,8,3.3,0.8,0.1,0.6,-,-,-,-,-,-,-
491,Endrick,Real Madrid,Laliga,18 years old (21-07-2006),"1,73m",,Forward,Centre-Forward,left,1(18),218.0,1,-,1,-,80,0.3,-,6.17,"Jun 30, 2030",€40.00m,0.9,0.1,-,0.1,-,0.9,0.3,0.1,0.6,0.4,0.3,0.2,0.4,0.1,0.5,0.3,0.2,0.1,0.1,0.2,0.2,0.4,0.5,0.1,0.1,-,-,-,-,-,-,-,2.6,0.1,-,2.1,0.5,0.1,-,0.1,-,-,-,-,-,-,-
492,Iván Balliu,Rayo Vallecano,Laliga,33 years old (01-01-1992),"1,72m",Albania,"Defender (Left, Right), Midfielder (Right)",Right-Back,right,7(13),795.0,-,-,2,-,76.2,0.5,-,6.16,"Jun 30, 2027",€1.50m,-,-,-,-,-,-,-,-,-,0.2,0.1,0.1,0.4,0.1,1.6,0.5,1.1,0.5,0.4,0.9,0.4,0.3,0.7,-,1,0.1,0.2,0.4,-,-,-,-,15.3,0.6,1.5,11.1,2.2,0.3,0.1,0.2,-,-,-,-,-,-,-
493,Rubén Peña,CA Osasuna,Laliga,33 years old (18-07-1991),"1,70m",Spain,"Defender (Left, Right), Midfielder (Left, Right), Forward",Right-Back,right,6(16),658.0,-,-,1,-,66.5,0.2,-,6.16,"Jun 30, 2025",€1.80m,0.5,-,-,-,-,0.5,-,-,0.4,1.2,0.8,0.5,0.9,0.5,0.8,0.2,0.6,0.4,0.7,1,0.2,0.3,0.5,-,0.5,-,-,0.4,-,-,-,-,9,0.3,0.5,5.6,2.5,0.5,0.1,0.4,-,-,-,-,-,-,-
494,Eric Bailly,Villarreal CF,Laliga,31 years old (12-04-1994),"1,87m",Ivory Coast,"Defender (Centre, Right)",Centre-Back,right,8(4),620.0,-,-,2,1,87.7,0.9,-,6.16,"Jun 30, 2025",€2.50m,0.3,-,-,-,-,0.3,-,0.2,0.2,0.3,-,0.3,0.5,0.1,1.5,0.9,0.6,1,0.1,1.1,0.5,0.1,0.6,-,2.3,0.5,0.2,0.5,-,-,-,-,26.4,1.2,1.8,22,1.4,-,-,-,-,-,-,-,-,-,-
495,Joseph Aidoo,Real Valladolid CF,Laliga,29 years old (29-09-1995),"1,81m",Ghana,Defender (Centre),Centre-Back,right,0(1),1.0,-,-,-,-,85.7,-,-,6.16,"Jun 30, 2025",€1.40m,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,6,1,-,-,-,-,-,-,-,-,-,-
496,Thomas Lemar,Atlético de Madrid,Laliga,29 years old (12-11-1995),"1,71m",France,"Attacking Midfielder (Centre, Left, Right)",Attacking Midfield,left,0(4),58.0,-,-,-,-,83.7,-,-,6.16,"Jun 30, 2027",€5.00m,0.3,-,-,-,-,0.3,-,-,0.3,0.8,0.8,-,0.3,-,0.3,-,0.3,0.5,0.5,1,-,0.5,0.3,-,-,-,-,-,-,-,-,-,10.8,0.5,0.5,8.5,1.3,0.5,0.3,0.3,-,-,-,-,-,-,-
497,Benito Ramírez,UD Las Palmas,Laliga,29 years old (11-07-1995),"1,79m",,Midfielder,Left Winger,left,1(16),376.0,-,-,2,1,84.6,0.2,-,6.16,"Jun 30, 2025",€800k,0.4,-,-,-,-,0.4,0.2,-,0.2,0.5,0.4,0.1,0.5,0.3,0.7,0.2,0.5,0.6,0.4,1,0.1,0.4,0.2,-,0.8,0.2,0.1,0.2,-,-,-,-,12.2,0.4,0.6,10,1.2,0.6,-,0.6,-,-,-,-,-,-,-
498,Umar Sadiq,Valencia CF,Laliga,28 years old (02-02-1997),"1,91m",Nigeria,Forward,Centre-Forward,right,2(5),224.0,-,-,1,-,55.6,1.3,-,6.16,"Jun 30, 2025",€5.00m,0.7,-,-,-,-,0.7,0.3,-,0.4,1.3,0.6,0.7,2,0.9,2.9,1.3,1.6,0.3,0.1,0.4,0.1,0.1,1.1,0.7,0.3,0.1,-,0.3,-,-,-,-,6.4,-,-,3.6,2.9,0.1,-,0.1,-,-,-,-,-,-,-
499,John Patrick,Stade Reims,Laliga,21 years old (24-09-2003),192cm,Spain,Defensive Midfielder (C),,,0(4),46.0,-,-,1,-,80,0.5,-,6.15,,,0.5,-,-,-,-,0.5,0.3,-,0.3,1.3,0.8,0.5,1,0.3,1,0.5,0.5,-,-,-,-,0.5,0.3,-,0.3,0.3,-,-,-,-,-,-,5,-,-,4,1,-,-,-,-,-,-,-,-,-,-
500,Amath Ndiaye,Real Valladolid CF,Laliga,28 years old (16-07-1996),"1,73m",Senegal,"Attacking Midfielder (Left, Right), Forward",Right Winger,right,5(5),326.0,-,1,-,-,81.6,0.1,-,6.15,"Jun 30, 2027",€1.00m,0.5,-,-,-,-,0.5,-,-,0.5,1.2,0.8,0.4,1,0.3,0.5,0.1,0.4,0.1,0.5,0.6,0.2,0.5,0.3,0.2,0.2,0.1,0.2,0.6,-,-,-,-,8.7,0.5,0.2,6.6,1.4,0.4,0.1,0.3,0.1,-,-,-,-,-,0.1
501,Endika Bujan,Athletic Bilbao,Laliga,22 years old (16-01-2003),170cm,,Forward,,,0(1),6.0,-,-,-,-,100,-,-,6.15,,,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-
502,Ferrán Ruiz,Girona FC,Laliga,22 years old (26-04-2003),172cm,Spain,Defender,,,0(1),17.0,-,-,-,-,50,-,-,6.15,,,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,6,-,-,3,3,-,-,-,-,-,-,-,-,-,-
503,Iker Córdoba,Valencia CF,Laliga,19 years old (11-11-2005),190cm,,Defender,,,0(2),13.0,-,-,-,-,80,0.5,-,6.15,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,5,-,-,4,1,0.5,-,0.5,-,-,-,-,-,-,-
504,Nico Serrano,Sporting Gijon,Laliga,22 years old (05-03-2003),181cm,Spain,Forward,,,1(3),110.0,-,-,-,-,77.4,-,-,6.15,,,1.3,-,-,-,-,1.3,0.8,-,0.5,2.3,1.5,0.8,0.3,0.8,0.5,-,0.5,0.3,0.5,0.8,0.3,0.5,0.5,-,0.3,-,-,1,-,-,-,-,7.8,-,0.3,6,1.5,0.3,-,0.3,-,-,-,-,-,-,-
505,Luka Romero,Cruz Azul,Laliga,20 years old (18-11-2004),165cm,Argentina,Attacking Midfielder (Right),,,2(4),197.0,-,-,-,-,79.5,0.3,-,6.15,,,0.3,-,-,-,-,0.3,0.2,-,0.2,0.5,0.3,0.2,0.8,1.2,1,0.3,0.7,0.7,0.2,0.8,0.2,0.5,0.5,0.2,-,-,-,0.3,-,-,-,-,6.5,-,-,5.2,1.3,0.7,0.2,0.5,-,-,-,-,-,-,-
506,Sergi Canós,Valencia CF,Laliga,28 years old (02-02-1997),"1,77m",Spain,"Midfielder (Left, Right)",Left Winger,right,2(14),353.0,-,1,3,-,62.4,0.3,-,6.14,"Jun 30, 2027",€1.50m,0.6,-,-,-,-,0.6,0.3,-,0.3,0.8,0.8,0.1,0.8,0.3,0.8,0.3,0.5,0.7,0.4,1.1,0.3,0.4,0.8,0.1,0.3,0.1,-,0.3,-,-,-,-,8.3,0.3,0.6,4.9,2.5,0.3,-,0.3,0.1,0.1,-,-,-,-,-
507,Abdón Prats,RCD Mallorca,Laliga,32 years old (07-12-1992),"1,81m",Spain,Forward,Centre-Forward,left,3(21),438.0,2,-,4,-,67,0.8,-,6.14,"Jun 30, 2028",€1.50m,0.6,0.1,-,0.1,-,0.6,-,-,0.5,0.1,0.1,-,0.7,0.5,2.1,0.8,1.4,0.1,-,0.1,-,0.8,0.3,0.1,0.3,-,-,-,-,-,-,-,3.7,0.1,-,2.3,1.2,0.1,-,0.1,-,-,-,-,-,-,-
508,Hugo Guillamón,Valencia CF,Laliga,25 years old (31-01-2000),"1,78m",Spain,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,right,4(8),361.0,-,-,2,-,82.3,0.4,-,6.14,"Jun 30, 2026",€5.00m,0.2,-,-,-,-,0.2,0.2,-,-,0.2,0.1,0.1,0.3,0.3,0.8,0.4,0.3,0.9,0.1,1,0.4,0.3,0.5,0.1,0.8,0.1,-,0.3,-,-,-,-,15.5,0.8,0.8,12,1.9,0.2,0.1,0.1,-,-,-,-,-,-,-
509,Álvaro Aguado,RCD Espanyol Barcelona,Laliga,28 years old (01-05-1996),"1,75m",Spain,Midfielder (Centre),Central Midfield,right,4(11),427.0,-,1,3,-,80.1,0.2,-,6.14,"Jun 30, 2025",€2.00m,0.6,-,-,-,-,0.6,0.5,-,0.1,0.5,0.2,0.3,0.6,0.3,0.3,0.2,0.1,0.3,0.4,0.7,0.3,0.5,0.3,-,0.3,0.1,-,0.3,-,-,-,-,15.1,1.1,0.8,10.9,2.2,0.3,-,0.3,0.1,-,-,-,-,-,0.1
510,Eray Cömert,Real Valladolid CF,Laliga,27 years old (04-02-1998),"1,83m",Switzerland,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,17(4),1431.0,-,-,6,-,87.6,1,-,6.13,"Jun 30, 2025",€2.50m,0.4,-,-,-,-,0.4,0.2,-,0.1,0.1,-,0.1,0.5,0.1,1.8,1,0.8,1,0.4,1.4,0.9,0.5,0.8,-,2.4,0.7,0.1,0.4,-,-,-,-,36.2,2.2,2.2,29.5,2.2,-,-,-,-,-,-,-,-,-,-
511,Sergi Domínguez,FC Barcelona,Laliga,20 years old (01-04-2005),188cm,,Defender,,,2(1),173.0,-,-,1,-,95,0.3,-,6.13,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,0.3,1,0.3,-,0.3,1,-,0.7,-,2.3,-,-,-,-,-,-,-,59.7,0.7,0.7,56,2.3,-,-,-,-,-,-,-,-,-,-
512,Jhon Solís,Girona FC,Laliga,20 years old (03-10-2004),"1,86m",Colombia,Midfielder,Central Midfield,right,2(13),461.0,1,-,2,-,91.7,0.2,-,6.13,"Jun 30, 2028",€3.50m,0.3,0.1,0.1,-,-,0.3,0.1,0.1,0.1,0.8,0.5,0.3,0.6,0.7,0.4,0.2,0.2,0.7,0.5,1.2,0.3,0.3,0.5,-,0.4,0.1,-,0.7,-,-,-,-,17.6,0.3,0.3,15.9,1.2,0.1,-,0.1,-,-,-,-,-,-,-
513,Asier Villalibre,Deportivo Alavés,Laliga,27 years old (30-09-1997),"1,82m",Spain,Forward,Centre-Forward,left,2(13),305.0,1,1,2,-,66.7,1.3,-,6.13,"Jun 30, 2028",€1.80m,0.5,0.1,-,0.1,-,0.5,-,0.1,0.5,0.8,0.7,0.1,0.6,0.3,1.9,1.3,0.7,0.1,0.1,0.1,0.1,0.5,0.7,0.1,0.5,-,-,0.1,-,-,-,-,4.2,0.2,-,2.6,1.4,0.1,-,0.1,0.1,-,-,0.1,-,-,-
514,José Arnáiz,CA Osasuna,Laliga,30 years old (15-04-1995),175cm,Spain,"Attacking Midfielder (Left), Forward",,,1(12),112.0,-,-,-,-,76.6,0.1,-,6.12,,,0.4,-,-,-,-,0.4,0.2,-,0.2,0.4,0.3,0.1,0.3,0.3,0.3,0.1,0.2,0.5,0.2,0.7,0.2,0.4,-,0.2,0.1,-,-,0.2,-,-,-,-,3.6,0.2,0.2,2.6,0.6,0.2,-,0.2,-,-,-,-,-,-,-
515,Roberto López,CD Leganés,Laliga,25 years old (24-04-2000),"1,79m",Spain,Attacking Midfielder (Centre),Attacking Midfield,left,3(9),387.0,-,1,-,-,82.5,0.2,-,6.12,"Jun 30, 2027",€1.50m,0.5,-,-,-,-,0.5,0.3,-,0.2,0.3,0.2,0.2,0.4,0.4,0.7,0.2,0.5,0.6,0.8,1.4,0.1,0.3,0.1,-,0.5,-,0.1,0.3,-,-,-,-,14.8,0.8,0.5,11.4,2.1,0.8,0.3,0.5,0.1,0.1,-,-,0.1,-,-
516,Alejandro Padilla,Club Universidad Nacional,Laliga,21 years old (01-09-2003),190cm,Spain,Goalkeeper,,,3(2),320.0,-,-,-,-,49.5,0.2,-,6.12,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-,-,-,-,-,0.2,-,-,0.6,-,-,-,2.4,0.4,1.6,0.4,21,5.8,10.6,4.6,-,-,-,-,-,-,-,-,-,-,-
517,Etta Eyong,Villarreal CF,Laliga,21 years old (14-10-2003),181cm,Cameroon,Forward,,,0(1),2.0,-,-,-,-,-,1,-,6.11,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
518,Martín Tejón,Valencia CF,Laliga,21 years old (12-04-2004),"1,65m",,Forward,Attacking Midfield,right,0(4),44.0,-,-,-,-,80,-,-,6.11,"Jun 30, 2026",€500k,0.3,-,-,-,-,0.3,-,-,0.3,1,0.5,0.5,0.3,0.8,0.8,-,0.8,0.5,0.3,0.8,-,0.3,0.3,-,-,-,-,-,-,-,-,-,6.3,-,-,5,1.3,0.3,-,0.3,-,-,-,-,-,-,-
519,Pere Milla,RCD Espanyol Barcelona,Laliga,32 years old (23-09-1992),"1,80m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,left,1(15),306.0,1,-,3,-,59.6,0.4,-,6.11,"Jun 30, 2027",€1.50m,0.4,0.1,-,0.1,-,0.4,0.1,0.1,0.3,0.4,0.3,0.1,0.6,0.2,0.8,0.4,0.4,0.3,0.8,1.1,0.1,0.6,0.3,0.1,0.2,0.1,0.1,0.4,-,-,-,-,6.5,0.3,0.7,3.6,1.9,0.1,-,0.1,-,-,-,-,-,-,-
520,Andreas Christensen,FC Barcelona,Laliga,29 years old (10-04-1996),"1,87m",Denmark,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,0(1),26.0,-,-,1,-,87.5,1,-,6.1,"Jun 30, 2026",€15.00m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,16,-,-,14,2,-,-,-,-,-,-,-,-,-,-
521,Javi Llabrés,Eldense,Laliga,22 years old (11-09-2002),174cm,Spain,Forward,,,1,58.0,-,-,-,-,95,1,-,6.1,,,1,-,-,-,-,1,1,-,-,-,-,-,1,2,1,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,20,1,-,18,1,1,-,1,-,-,-,-,-,-,-
522,Chema Andres,Real Madrid,Laliga,20 years old (25-04-2005),190cm,Spain,Midfielder,,,0(1),7.0,-,-,-,-,100,1,-,6.1,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
523,Ramon Terrats,Getafe CF,Laliga,24 years old (18-10-2000),"1,81m",Spain,"Midfielder (Centre, Right)",Central Midfield,left,1(10),124.0,-,-,1,-,85.1,0.3,-,6.1,"Jun 30, 2025",€4.00m,0.2,-,-,-,-,0.2,0.1,-,0.1,0.5,0.5,0.1,0.5,0.2,0.5,0.3,0.2,0.3,0.2,0.5,0.2,0.2,0.2,-,0.3,0.1,-,0.2,-,-,-,-,6.7,0.6,0.5,5.1,0.5,0.1,-,0.1,-,-,-,-,-,-,-
524,Chiquinho,RCD Mallorca,Laliga,25 years old (05-02-2000),"1,79m",Portugal,"Attacking Midfielder (Left, Right)",Left Winger,right,1(7),141.0,-,-,2,-,78.3,0.1,-,6.1,"Jun 30, 2025",€2.50m,0.5,-,-,-,-,0.5,0.1,-,0.4,1.6,1,0.6,2.1,1,0.8,0.1,0.6,0.1,0.9,1,0.3,1,0.8,-,-,-,-,0.4,-,-,-,-,2.9,-,0.1,2.3,0.5,0.3,0.1,0.1,-,-,-,-,-,-,-
525,Pablo García,Real Betis Balompié,Laliga,18 years old (13-06-2006),175cm,,Forward,,,0(2),25.0,-,-,-,-,71.4,-,-,6.1,,,-,-,-,-,-,-,-,-,-,1,0.5,0.5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,3.5,0.5,0.5,2,0.5,-,-,-,-,-,-,-,-,-,-
526,Jaime Mata,UD Las Palmas,Laliga,36 years old (24-10-1988),"1,86m",Spain,"Attacking Midfielder (Left), Forward",Centre-Forward,right,4(22),502.0,-,-,8,-,72.5,0.7,-,6.09,"Jun 30, 2025",€600k,0.5,-,-,-,-,0.5,-,-,0.4,0.2,0.1,0.2,0.5,0.1,1.6,0.7,0.9,0.2,0.2,0.5,0.1,0.5,0.6,0.4,0.3,-,-,0.1,-,-,-,-,5,0.2,0.1,3.5,1.3,0.1,-,0.1,-,-,-,-,-,-,-
527,Iker Muñoz,CA Osasuna,Laliga,22 years old (05-09-2002),"1,80m",Spain,Defensive Midfielder (C),Defensive Midfield,right,4(14),466.0,-,-,2,-,79.8,0.6,-,6.09,"Jun 30, 2027",€3.00m,0.4,-,-,-,-,0.4,0.3,-,0.1,0.2,0.1,0.1,0.3,0.2,1.2,0.6,0.6,0.3,0.3,0.6,0.2,0.5,0.5,-,0.5,0.1,0.1,0.3,-,-,-,-,12.9,0.7,0.7,9.6,1.9,0.2,0.1,0.1,-,-,-,-,-,-,-
528,David Argüelles,Getafe CF,Laliga,23 years old (10-01-2002),175cm,Spain,Defender,,,0(1),6.0,-,-,-,-,60,-,-,6.09,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,5,-,1,3,1,-,-,-,-,-,-,-,-,-,-
529,Leandro Antonetti,Sevilla FC,Laliga,22 years old (13-01-2003),189cm,Puerto Rico,Forward,,,0(1),11.0,-,-,-,-,100,-,-,6.09,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,1,-,-,-,-,-,-,-
530,Henrique,Real Valladolid CF,Laliga,31 years old (25-04-1994),"1,73m",Brazil,"Defender (Left), Midfielder (Left)",Left-Back,left,2(1),198.0,-,-,-,-,87.7,-,-,6.08,"Jun 30, 2025",€600k,-,-,-,-,-,-,-,-,-,2.3,1.3,1,0.3,1,0.3,-,0.3,1,1,2,0.7,2.3,1,-,1,-,0.7,1.7,-,-,-,-,40.7,1,2,34.7,3,0.3,-,0.3,-,-,-,-,-,-,-
531,Germán Valera,Elche,Laliga,23 years old (16-03-2002),170cm,Spain,Forward,,,1(7),144.0,-,-,-,-,82.5,0.1,-,6.08,,,0.4,-,-,-,-,0.4,0.3,-,0.1,1,0.6,0.4,0.6,0.1,0.4,0.1,0.3,0.1,0.1,0.3,0.5,0.5,0.3,-,0.3,-,-,0.3,-,-,-,-,5,-,0.3,4.1,0.6,0.1,-,0.1,-,-,-,-,-,-,-
532,Julián Chicco,CD Leganés,Laliga,27 years old (13-01-1998),"1,87m",Argentina,Defensive Midfielder (C),Defensive Midfield,right,1(11),197.0,-,-,-,-,80.2,-,-,6.08,"Jun 30, 2025",€600k,0.3,-,-,-,-,0.3,0.2,-,0.1,0.3,0.2,0.2,0.9,0.3,0.8,-,0.8,0.7,0.2,0.8,0.2,0.3,0.1,-,0.2,-,0.1,0.2,-,-,-,-,7.6,0.3,0.3,5.8,1.3,0.1,-,0.1,-,-,-,-,-,-,-
533,Sergi Guardiola,Rayo Vallecano,Laliga,33 years old (29-05-1991),"1,85m",Spain,Forward,Centre-Forward,left,1(13),324.0,-,-,1,-,69.4,0.4,-,6.08,"Jun 30, 2025",€600k,0.8,-,-,-,-,0.8,0.1,0.2,0.5,0.1,0.1,-,0.6,0.3,1.1,0.4,0.8,0.3,0.1,0.4,0.1,0.5,0.6,0.1,0.1,-,-,0.1,-,-,-,-,5.1,0.1,-,3.4,1.6,0.4,-,0.4,-,-,-,-,-,-,-
534,Antonio Candela,Real Valladolid CF,Laliga,25 years old (27-04-2000),"1,85m",Italy,"Defender (Centre, Right), Midfielder (Right)",Right-Back,right,8,632.0,-,-,-,-,81,0.1,-,6.08,"Jun 30, 2025",€2.00m,0.1,-,-,-,-,0.1,-,-,0.1,1.5,0.8,0.8,0.8,0.6,0.8,0.1,0.6,0.9,0.5,1.4,0.6,0.6,0.4,0.1,1.6,0.4,0.1,0.5,-,-,-,-,36.9,2,3,27.9,4,0.5,0.1,0.4,-,-,-,-,-,-,-
535,Daniel Luna,Cartagena,Laliga,21 years old (07-05-2003),179cm,Colombia,Midfielder,,,0(2),18.0,-,-,-,-,77.8,-,-,6.08,,,-,-,-,-,-,-,-,-,-,1.5,1,0.5,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,0.5,-,-,-,-,4.5,-,-,3.5,1,-,-,-,-,-,-,-,-,-,-
536,Fabio González,Tenerife,Laliga,28 years old (12-02-1997),176cm,Spain,Midfielder,,,0(2),52.0,-,-,-,-,82.7,0.5,-,6.08,,,1,-,-,-,-,1,0.5,-,0.5,-,-,-,0.5,-,0.5,0.5,-,-,0.5,0.5,-,-,0.5,-,-,-,-,-,-,-,-,-,26,1.5,0.5,20,4,-,-,-,-,-,-,-,-,-,-
537,Pejiño,UD Las Palmas,Laliga,28 years old (29-07-1996),177cm,,Midfielder,,,0(1),16.0,-,-,-,-,100,-,-,6.08,,,1,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,6,-,-,6,-,-,-,-,-,-,-,-,-,-,-
538,Adrián Arnu,Real Valladolid CF,Laliga,18 years old (04-03-2007),185cm,Spain,Forward,,,0(3),10.0,-,-,-,-,100,0.3,-,6.08,,,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,-,0.3,0.3,-,-,-,-,-,0.3,-,-,0.3,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
539,Víctor Meseguer,Racing Santander,Laliga,25 years old (09-06-1999),184cm,Spain,Midfielder,,,2(12),409.0,-,-,1,-,78.9,0.7,-,6.07,,,0.4,-,-,-,-,0.4,0.1,0.1,0.3,0.3,0.2,0.1,0.5,0.2,1.3,0.7,0.6,0.7,0.6,1.3,0.1,0.4,0.6,-,0.3,-,-,0.2,-,-,-,-,13.2,0.5,0.4,9.9,2.4,0.1,-,0.1,-,-,-,-,-,-,-
540,Yellu Santiago,Getafe CF,Laliga,20 years old (25-05-2004),"1,92m",Spain,Defensive Midfielder (C),Central Midfield,right,5(12),320.0,-,-,5,-,69.8,0.1,-,6.07,"Jun 30, 2025",€1.00m,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.4,-,0.5,-,0.3,0.1,0.2,0.7,0.2,0.9,0.1,0.3,0.8,-,0.2,0.1,-,0.2,-,-,-,-,6.2,0.1,0.4,4.2,1.5,-,-,-,-,-,-,-,-,-,-
541,Daniel Díaz,Real Sociedad,Laliga,18 years old (22-06-2006),167cm,,Forward,,,0(1),9.0,-,-,-,-,33.3,1,-,6.07,,,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,-,1,-,1,-,-,1,-,-,-,-,1,-,-,-,-,3,-,-,1,2,-,-,-,-,-,-,-,-,-,-
542,Daniel Yáñez,Real Madrid,Laliga,18 years old (28-03-2007),177cm,,Forward,,,0(1),1.0,-,-,-,-,-,-,-,6.07,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
543,Kelechi Iheanacho,Middlesbrough,Laliga,28 years old (03-10-1996),185cm,Nigeria,"Attacking Midfielder (Centre), Forward",,,5(4),402.0,-,-,-,-,74.7,0.2,-,6.07,,,1,-,-,-,-,1,0.1,-,0.9,0.4,0.2,0.2,1.1,0.4,1.1,0.2,0.9,0.1,0.2,0.3,-,0.1,0.6,0.8,0.1,-,-,-,-,-,-,-,8.8,0.1,0.1,6.4,2.1,0.6,-,0.6,-,-,-,-,-,-,-
544,Nacho Vidal,Real Oviedo,Laliga,30 years old (24-01-1995),180cm,Spain,Defender (Right),,,1(4),120.0,-,-,-,-,77.1,0.6,-,6.05,,,-,-,-,-,-,-,-,-,-,0.4,-,0.4,0.4,0.4,0.8,0.6,0.2,0.4,0.6,1,-,0.2,0.4,-,1.2,-,-,0.2,-,-,-,-,7,0.6,0.4,4.8,1.2,-,-,-,-,-,-,-,-,-,-
545,Mateo Flores,Real Betis Balompié,Laliga,21 years old (07-04-2004),"1,78m",Spain,Midfielder,Central Midfield,left,1(5),150.0,-,-,1,-,80.9,-,-,6.05,"Jun 30, 2029",€1.00m,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,0.3,-,0.3,0.5,-,0.5,0.3,0.2,0.7,-,0.5,-,-,0.2,-,-,-,-,11.3,0.3,0.5,8.8,1.7,-,-,-,-,-,-,-,-,-,-
546,Lorenzo Aguado,Real Madrid,Laliga,22 years old (19-09-2002),177cm,Spain,Defender,,,0(2),4.0,-,-,-,-,-,-,-,6.05,,,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
547,Rodrigo Abajas,Valencia CF,Laliga,21 years old (12-05-2003),186cm,Spain,Defender,,,1,66.0,-,-,1,-,55,-,-,6.05,,,1,-,-,-,-,1,1,-,-,1,-,1,-,2,1,-,1,3,-,3,1,-,2,1,-,-,-,1,-,-,-,-,20,-,4,11,5,-,-,-,-,-,-,-,-,-,-
548,Marcão,Sevilla FC,Laliga,28 years old (05-06-1996),"1,85m",Brazil,Defender (Centre),Centre-Back,left,5(6),462.0,-,-,3,1,88.5,1.2,-,6.05,"Jun 30, 2027",€3.00m,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.4,0.3,1.7,1.2,0.5,0.8,0.1,0.9,0.5,0.8,0.7,-,2.5,0.5,-,0.3,-,-,-,-,23.6,0.5,1.1,20.4,1.6,-,-,-,-,-,-,-,-,-,-
