,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav
76,0.9,0.4,1.3,0.5,0.7,1.1,-,1.7,0.2,0.1,0.1,-,-,-,-
77,0.1,0.1,0.2,-,1.1,1.3,0.6,0.4,0.1,-,0.2,-,-,-,-
78,1.5,0.4,1.9,1.5,0.3,1,-,4.9,0.5,0.2,0.5,-,-,-,-
79,0.6,0.3,0.9,-,1.9,0.9,0.3,0.5,0.3,-,0.3,-,-,-,-
80,0.7,0.3,1,0.5,1.1,1.2,0.2,0.5,0.2,-,0.4,-,-,-,-
81,-,-,-,-,0.1,-,-,1.1,-,-,-,2.6,0.1,1.5,0.9
82,-,-,-,-,-,-,-,0.4,-,-,-,2.6,-,1.2,1.4
83,3.2,1.4,4.6,0.9,2.1,1.9,0.2,1.5,0.2,0.1,1.6,-,-,-,-
84,0.8,0.3,1,0.6,1.1,0.5,-,1.1,0.1,0.3,0.3,-,-,-,-
85,1.3,0.5,1.8,0.8,0.8,0.9,0.1,2.3,0.3,0.3,0.7,-,-,-,-
86,2.1,0.5,2.6,0.6,0.8,1,0.1,1.8,0.3,0.3,0.7,-,-,-,-
87,-,0.1,0.1,-,0.4,-,-,0.7,-,-,-,2.7,0.1,1.7,0.9
88,2.1,0.4,2.4,2.1,-,1.4,-,5.2,0.8,-,0.5,-,-,-,-
89,1.2,0.4,1.6,0.3,0.6,0.9,-,1,0.3,0.1,0.7,-,-,-,-
90,2,2,4,-,-,-,-,-,1,-,-,-,-,-,-
91,1.5,0.5,2,1.3,0.8,0.9,-,4.2,0.8,0.2,0.8,-,-,-,-
92,1,0.6,1.6,0.3,1.5,1.1,0.2,1.1,0.2,-,0.5,-,-,-,-
93,1.8,0.5,2.4,0.9,1,0.9,-,3.6,0.5,0.1,0.2,-,-,-,-
94,2.6,1.1,3.7,1.5,0.8,1.3,0.1,1.3,0.1,0.1,0.5,-,-,-,-
95,1.3,0.8,2.1,0.6,0.8,1,0.2,1.1,0.2,0.2,0.8,-,-,-,-
96,2.1,0.6,2.7,1,0.6,1,0.1,1.9,0.3,0.3,0.8,-,-,-,-
97,0.5,0.2,0.8,0.2,1.4,1.5,0.5,0.7,0.2,-,0.1,-,-,-,-
98,1.1,0.4,1.6,0.6,0.5,0.5,0.1,1.9,0.3,0.4,0.1,-,-,-,-
99,1.6,0.6,2.2,0.8,1.1,0.8,-,3.1,0.5,0.2,0.5,-,-,-,-
100,3.1,1.2,4.3,1.4,1,1.5,-,1.4,0.5,0.3,1.3,-,-,-,-
101,0.7,0.1,0.8,0.9,0.1,0.2,-,2.9,0.4,-,0.3,-,-,-,-
102,1,0.4,1.4,0.6,0.7,0.7,-,2.6,0.6,-,0.3,-,-,-,-
103,2,0.4,2.4,1.1,1.7,1.3,0.1,5.1,1.1,0.2,0.8,-,-,-,-
104,1.3,0.7,2,1,0.7,0.7,-,1.4,0.2,0.1,0.5,-,-,-,-
105,1.1,0.1,1.2,0.8,0.6,0.7,-,4.2,0.9,0.1,0.4,-,-,-,-
106,1,0.4,1.4,1.1,0.6,0.7,-,4.1,0.8,0.1,0.3,-,-,-,-
107,1.8,0.7,2.5,0.8,0.5,0.8,-,1.8,0.3,-,0.5,-,-,-,-
108,1,0.7,1.6,0.4,0.5,0.6,0.2,0.7,0.2,0.3,0.7,-,-,-,-
109,1.3,0.6,2,1,0.6,0.8,0.1,3.3,0.6,0.2,0.4,-,-,-,-
110,1.4,0.5,1.9,1.9,0.3,1.4,-,4.4,1.1,0.1,0.2,-,-,-,-
111,1.8,0.6,2.4,1.1,0.9,1.7,0.1,2.3,0.3,-,0.4,-,-,-,-
112,-,-,-,-,-,-,-,0.6,-,-,-,2.5,0.1,1.5,1
113,1.5,0.5,2,0.8,1.5,1.6,-,4.8,0.8,0.2,0.4,-,-,-,-
114,-,-,-,-,0.3,-,-,0.3,-,-,-,2.3,0.3,1.7,0.3
115,1.8,0.5,2.3,0.5,1.3,0.7,0.1,2.5,0.2,0.2,0.8,-,-,-,-
116,0.9,0.2,1,0.9,0.7,0.9,-,3.9,0.8,0.1,0.4,-,-,-,-
117,1.3,0.5,1.8,1.2,0.3,1.5,0.1,5.5,0.6,-,0.6,-,-,-,-
118,0.9,0.1,1,0.6,0.2,0.8,-,3.6,0.8,0.1,0.2,-,-,-,-
119,-,-,-,-,-,-,-,5,2,-,1,-,-,-,-
120,1.4,0.3,1.7,1,0.6,1.6,-,4.5,0.3,0.3,0.2,-,-,-,-
121,1,0.2,1.3,0.3,0.5,0.3,0.1,1.5,0.4,0.1,0.4,-,-,-,-
122,1.1,0.7,1.9,0.3,0.3,1.1,0.1,0.8,0.5,0.1,0.8,-,-,-,-
123,1.4,0.3,1.7,0.5,0.3,0.4,0.1,2.3,0.1,0.3,0.4,-,-,-,-
124,0.7,0.2,0.9,0.3,0.4,0.6,0.2,0.1,-,-,0.2,-,-,-,-
125,2.7,1.8,4.4,0.7,1.1,1.8,0.1,0.7,0.1,0.3,0.8,-,-,-,-
126,1.4,0.4,1.7,1.2,0.5,1.7,-,4.8,1,0.1,0.5,-,-,-,-
127,0.7,0.5,1.3,0.3,1.6,1.5,0.1,0.4,0.1,-,0.6,-,-,-,-
128,1.5,0.4,1.9,0.7,1,0.8,-,1.8,0.4,0.1,0.6,-,-,-,-
129,1.7,0.5,2.2,0.4,1.7,1.3,0.3,0.3,0.1,0.1,0.6,-,-,-,-
130,2.4,0.7,3.1,1.6,0.9,1.1,-,3.2,0.3,0.5,0.6,-,-,-,-
131,1.3,0.9,2.2,0.3,0.8,0.4,-,0.8,-,-,0.5,-,-,-,-
132,0.8,0.3,1,0.6,0.6,-,-,0.1,-,-,0.1,-,-,-,-
133,1.5,0.8,2.3,0.3,1.8,0.5,-,1.1,0.5,0.2,0.7,-,-,-,-
134,2.3,0.6,2.8,1.7,0.9,0.9,-,3.8,0.7,0.1,0.7,-,-,-,-
135,1.4,0.4,1.8,0.6,0.2,0.4,0.1,1.3,0.1,0.1,0.9,-,-,-,-
136,0.9,-,0.9,0.5,0.1,0.3,-,1.5,0.3,0.3,-,-,-,-,-
137,1.1,0.6,1.7,0.8,0.5,0.8,-,1.1,0.1,0.4,0.4,-,-,-,-
138,1.7,0.5,2.3,1,0.6,1.1,-,2.6,0.6,-,0.4,-,-,-,-
139,0.1,0.2,0.3,-,0.7,1,0.5,0.3,0.1,-,0.2,-,-,-,-
140,2.4,0.5,2.9,0.8,0.8,1.1,-,1.7,0.3,0.2,0.4,-,-,-,-
141,0.1,0.1,0.2,-,1,1.6,-,0.7,0.1,-,0.2,-,-,-,-
142,-,0.1,0.1,-,0.1,0.1,-,1,-,-,-,2.6,0.2,1.3,1.1
143,2.4,1,3.4,0.4,1.9,1.5,0.5,0.3,-,0.1,0.6,-,-,-,-
144,0.8,0.6,1.4,0.5,1,0.7,0.1,2,0.3,0.1,0.6,-,-,-,-
145,1,0.2,1.2,0.3,1.1,1.6,0.7,0.3,0.1,-,0.3,-,-,-,-
146,0.8,0.7,1.5,0.2,1.3,0.9,0.1,0.1,-,-,0.3,-,-,-,-
147,1.3,0.7,2,0.3,0.8,0.9,0.2,0.4,0.1,0.1,0.3,-,-,-,-
148,1.6,0.4,2,0.6,0.3,1,-,1.1,0.3,0.1,0.3,-,-,-,-
149,1.5,0.2,1.7,0.8,0.4,0.9,0.1,3.6,0.4,0.1,0.5,-,-,-,-
150,1,0.7,1.7,0.9,0.9,0.8,-,1.2,0.3,0.2,0.7,-,-,-,-
151,1.1,0.4,1.5,1,0.9,1.3,0.2,2.5,0.4,0.1,0.2,-,-,-,-
152,1.2,0.5,1.7,0.4,0.7,0.6,-,0.9,0.1,-,0.4,-,-,-,-
153,0.1,0.1,0.3,0.1,0.4,1,0.7,0.4,0.1,-,0.2,-,-,-,-
154,0.4,0.6,1.1,0.2,1.3,0.7,0.1,0.4,0.1,0.1,0.5,-,-,-,-
155,-,-,-,-,0.2,-,-,0.7,-,-,-,2.6,0.2,1.5,1
156,-,-,-,-,-,-,-,2,-,-,-,5,-,2,3
157,1.3,0.3,1.6,0.7,0.4,0.8,0.1,2.2,0.5,0.1,0.2,-,-,-,-
158,0.3,0.2,0.5,0.3,0.2,-,0.2,0.2,0.2,-,-,-,-,-,-
159,2.3,1,3.2,0.7,0.6,0.4,0.1,3.4,0.1,0.6,1,-,-,-,-
160,0.5,0.3,0.8,0.1,1.5,1.4,0.3,0.6,0.1,-,0.3,-,-,-,-
161,-,-,-,-,0.1,-,-,0.8,-,-,-,1.8,-,1.1,0.7
162,2.2,1.2,3.4,1.1,0.5,1.3,-,1.5,0.1,0.2,0.9,-,-,-,-
163,1.7,1.3,3,1.2,2.1,1.7,-,1.1,0.3,0.1,0.6,-,-,-,-
164,0.9,0.2,1.1,0.6,0.5,0.5,-,3.6,1.1,0.5,1,-,-,-,-
165,-,-,-,-,0.2,-,-,1.3,-,-,-,3.3,0.1,1.9,1.3
166,0.6,0.3,0.9,0.2,0.7,0.7,0.1,0.4,-,-,0.3,-,-,-,-
167,-,-,0.1,-,0.2,0.1,-,1.3,-,-,-,2.7,-,2.1,0.6
168,1.2,0.3,1.5,0.4,0.5,0.7,0.1,0.7,0.2,0.2,0.8,-,-,-,-
169,1.4,0.5,1.9,0.5,0.7,0.8,0.1,0.6,0.1,0.4,0.6,-,-,-,-
170,-,-,-,-,0.2,-,-,0.9,-,-,-,2.1,0.1,1,0.9
171,1.1,0.3,1.4,0.6,0.9,0.7,-,2.7,0.3,0.4,0.5,-,-,-,-
172,1.5,0.9,2.4,0.9,0.6,0.7,-,2.7,0.3,0.3,0.5,-,-,-,-
173,1.1,0.3,1.4,0.4,0.6,1,-,1.1,0.3,-,0.7,-,-,-,-
174,1,0.5,1.5,0.9,0.9,0.6,-,1.4,0.3,-,0.4,-,-,-,-
175,1.1,0.2,1.3,0.7,0.3,1.1,-,3.5,0.6,-,0.1,-,-,-,-
176,1.3,1,2.3,0.7,1.1,0.8,0.2,2,0.3,0.4,0.6,-,-,-,-
177,0.3,0.2,0.5,0.2,1.5,1.9,0.5,0.8,-,-,0.5,-,-,-,-
178,1.8,0.8,2.5,0.6,0.5,0.9,-,0.6,0.3,0.1,0.7,-,-,-,-
179,0.9,0.6,1.5,0.3,1.2,0.4,-,0.3,0.1,0.1,0.6,-,-,-,-
180,0.2,0.1,0.3,1,0.6,0.6,0.1,2.1,0.3,0.2,0.2,-,-,-,-
181,1.7,0.6,2.3,0.7,0.5,1,-,0.8,0.4,0.1,0.6,-,-,-,-
182,1.1,0.6,1.7,1.4,0.2,0.8,-,3.8,0.9,0.3,0.8,-,-,-,-
183,1.4,0.5,1.9,0.6,0.9,1.2,-,0.9,0.2,0.1,0.7,-,-,-,-
184,1.4,0.2,1.6,0.6,0.6,0.8,0.1,2.3,0.6,0.1,0.4,-,-,-,-
185,1.9,0.3,2.3,0.5,1.3,1.1,0.1,2.8,0.2,0.2,0.7,-,-,-,-
186,-,-,-,-,0.1,0.1,-,1,-,-,-,3.1,0.3,2,0.8
187,0.7,0.1,0.8,0.7,0.3,0.5,-,2.4,0.3,-,0.3,-,-,-,-
188,0.9,-,0.9,0.6,0.2,1.2,-,4.8,0.6,0.1,0.7,-,-,-,-
189,0.2,0.2,0.4,0.2,0.8,0.6,0.5,1.2,0.2,-,0.2,-,-,-,-
190,0.9,0.7,1.5,0.2,1.4,0.4,0.2,0.3,-,-,0.6,-,-,-,-
191,1.3,0.5,1.8,0.5,1.3,0.8,-,2.3,-,-,0.3,-,-,-,-
192,1.7,0.5,2.2,0.6,0.3,0.9,-,2.6,0.2,0.2,0.8,-,-,-,-
193,-,-,-,-,0.4,-,-,0.8,-,-,-,3.2,0.2,2.1,0.9
194,0.4,0.5,0.9,0.3,0.8,0.6,0.1,0.3,-,0.1,0.2,-,-,-,-
195,1.2,0.7,1.8,0.8,0.8,1,-,0.3,0.5,-,1,-,-,-,-
196,1.5,0.8,2.3,0.1,0.5,0.8,-,2,-,0.4,0.4,-,-,-,-
197,1.8,0.4,2.2,0.9,0.3,0.5,-,2.7,0.6,0.3,0.2,-,-,-,-
198,0.9,0.1,1.1,0.8,0.9,1.4,-,3.6,0.3,0.2,0.4,-,-,-,-
199,0.3,0.1,0.4,0.1,1.1,0.8,0.6,0.5,0.2,-,0.2,-,-,-,-
200,1.3,0.3,1.7,0.1,0.6,1,-,0.4,-,-,0.2,-,-,-,-
201,1.5,0.4,1.9,0.9,0.4,0.7,-,2.8,0.5,0.2,0.6,-,-,-,-
202,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-
203,0.9,0.4,1.2,0.1,1.4,0.5,-,0.1,-,-,0.6,-,-,-,-
204,0.8,1,1.8,0.5,0.8,0.8,-,0.2,0.5,-,0.3,-,-,-,-
205,1.1,0.2,1.3,1.1,0.5,0.3,0.1,4.5,0.3,-,0.2,-,-,-,-
206,0.8,0.2,0.9,0.1,1.2,0.5,0.4,0.4,0.1,0.1,0.5,-,-,-,-
207,1.8,0.7,2.5,1.1,1.3,1.2,-,4.1,0.6,0.1,0.6,-,-,-,-
208,1.4,0.6,2,1.6,1.6,2.2,-,3.3,1,0.1,0.3,-,-,-,-
209,1.9,0.4,2.3,1.3,0.6,1.3,-,2.6,0.3,0.1,0.8,-,-,-,-
210,1,0.2,1.2,0.6,0.2,0.9,-,5.8,0.9,0.1,0.4,-,-,-,-
211,1.4,1.1,2.4,0.8,1,1.3,-,1.6,0.3,-,0.8,-,-,-,-
212,0.3,0.2,0.4,-,1.2,0.6,0.5,0.8,0.1,-,0.3,-,-,-,-
213,2,0.6,2.6,0.4,0.3,1,-,2.2,0.2,0.4,0.7,-,-,-,-
214,1.2,0.7,1.8,0.6,2.4,0.9,0.1,0.6,0.1,-,0.7,-,-,-,-
215,1.7,0.9,2.5,0.5,1,1.5,0.1,2.6,0.2,0.4,0.7,-,-,-,-
216,1.4,0.5,2,1,0.7,1,-,3.8,0.5,0.1,0.5,-,-,-,-
217,1.4,0.5,1.8,0.2,0.9,1.8,0.1,0.7,0.2,-,0.3,-,-,-,-
218,0.6,0.2,0.8,0.4,0.4,0.2,0.2,0.4,-,-,0.1,-,-,-,-
219,2,0.6,2.6,0.5,1.9,1.3,-,1.4,0.3,0.1,0.6,-,-,-,-
220,1.1,0.4,1.6,0.9,0.8,0.8,-,1.4,0.2,0.1,0.6,-,-,-,-
221,1.4,0.5,1.8,0.9,0.3,1.4,0.1,4.4,0.8,0.1,0.6,-,-,-,-
222,1.3,0.9,2.2,0.8,0.8,0.8,-,1.9,0.3,-,0.5,-,-,-,-
223,0.9,0.9,1.8,0.4,0.9,0.8,-,0.9,-,0.1,0.5,-,-,-,-
224,0.8,0.5,1.3,0.4,0.3,0.6,0.1,0.9,0.1,-,0.5,-,-,-,-
225,0.4,0.2,0.6,0.1,1.5,1.6,0.6,0.8,0.1,-,0.2,-,-,-,-
226,1.5,0.6,2.1,0.4,0.3,1,-,3.1,0.3,-,0.4,-,-,-,-
227,2.1,1,3.2,0.9,2.6,1.1,0.2,1.7,0.3,0.3,0.9,-,-,-,-
228,1.2,0.7,1.9,0.7,0.8,0.6,0.3,1,0.2,0.1,0.9,-,-,-,-
229,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
230,0.7,0.4,1.1,0.1,1.5,0.8,0.1,0.4,0.1,0.1,0.4,-,-,-,-
231,1.3,0.3,1.6,0.9,0.6,0.7,-,4.3,0.4,0.2,0.4,-,-,-,-
232,1.4,0.6,2,0.3,1.4,1,0.1,2,-,-,0.3,-,-,-,-
233,1,0.3,1.3,0.5,1.6,1.3,-,0.4,0.1,0.1,0.5,-,-,-,-
234,1.7,0.6,2.3,1,0.4,1.1,-,2.4,0.4,0.1,0.6,-,-,-,-
235,1.7,0.4,2.1,0.7,0.6,1.4,-,0.8,0.2,-,0.6,-,-,-,-
236,0.6,0.2,0.8,0.1,0.7,0.4,-,0.4,0.1,-,0.4,-,-,-,-
237,1.1,0.4,1.5,0.3,0.4,0.4,-,0.8,-,0.2,0.2,-,-,-,-
238,0.5,0.2,0.7,0.1,0.8,0.8,0.6,0.2,-,0.1,0.4,-,-,-,-
239,1.6,0.7,2.3,1.4,0.7,0.4,-,3.9,0.7,0.2,0.5,-,-,-,-
240,2.1,1.1,3.1,0.4,0.4,0.8,-,0.2,0.1,0.1,0.8,-,-,-,-
241,1.8,0.3,2.1,0.9,0.4,0.7,-,1.4,0.6,0.1,0.4,-,-,-,-
242,1.5,0.2,1.7,0.5,0.2,0.8,-,0.8,0.2,-,0.3,-,-,-,-
243,0.5,0.4,1,0.2,0.4,0.2,-,1,-,0.1,0.4,-,-,-,-
244,1,0.4,1.4,0.2,0.7,1,0.2,1.1,0.2,0.2,0.3,-,-,-,-
245,1.1,0.2,1.3,0.9,0.2,0.6,-,4.8,0.9,0.2,0.3,-,-,-,-
246,0.7,0.3,1,0.1,0.7,0.3,-,0.1,-,-,0.3,-,-,-,-
247,1.4,0.6,2,0.7,1,1.5,-,0.6,0.2,0.1,0.8,-,-,-,-
248,0.7,0.4,1,0.1,0.8,0.7,-,0.1,-,-,0.3,-,-,-,-
249,1.7,0.5,2.2,1.2,-,0.5,-,3.2,0.8,0.3,0.7,-,-,-,-
250,1.4,0.9,2.3,0.6,1.4,0.7,0.1,1.5,0.3,0.1,0.8,-,-,-,-
251,0.9,0.6,1.5,0.5,0.6,0.9,-,1.1,-,0.2,0.3,-,-,-,-
252,0.5,0.1,0.5,0.1,0.4,0.9,0.5,1,0.1,-,0.2,-,-,-,-
253,-,-,-,-,-,-,-,0.8,-,-,-,2.8,0.2,1.8,0.8
254,0.7,0.6,1.2,0.1,0.6,-,-,0.6,-,0.1,0.4,-,-,-,-
255,1,0.8,1.8,0.5,1.6,1,0.1,1,-,0.2,0.5,-,-,-,-
256,1.3,0.2,1.5,0.8,0.4,0.7,-,3.2,0.6,0.2,0.4,-,-,-,-
257,0.6,0.4,1,0.1,0.3,0.6,-,0.1,-,0.1,0.2,-,-,-,-
258,0.7,0.4,1,0.2,2,0.8,0.1,0.5,0.1,0.2,0.3,-,-,-,-
259,1.1,0.6,1.7,0.3,2.1,0.9,0.1,0.3,-,0.2,0.8,-,-,-,-
260,0.4,0.6,1,0.3,0.5,0.3,0.1,0.3,0.1,0.1,0.4,-,-,-,-
261,1.1,0.1,1.2,0.6,0.6,0.5,-,1.8,0.1,0.5,0.4,-,-,-,-
262,2.3,0.8,3.1,1,0.7,1.2,-,4,0.6,0.1,0.5,-,-,-,-
263,1.6,0.8,2.4,0.4,1.2,0.7,0.1,1.6,0.1,0.5,1.1,-,-,-,-
264,1.9,0.4,2.3,1,1,1,-,2,0.1,-,0.3,-,-,-,-
265,1.8,0.9,2.7,0.8,1.1,1.4,-,0.4,0.2,0.1,0.9,-,-,-,-
266,1.2,0.5,1.7,0.7,0.3,1,0.1,1.4,0.1,0.3,0.6,-,-,-,-
267,0.7,0.4,1,0.4,1,1,-,0.4,-,-,0.3,-,-,-,-
268,1.5,1,2.5,0.7,0.5,1.1,-,1.6,-,-,0.5,-,-,-,-
269,1.7,0.8,2.4,1,0.7,1,-,2.1,0.3,0.2,0.5,-,-,-,-
270,0.5,0.5,1,0.5,1,1.5,-,3.5,1,-,-,-,-,-,-
271,0.9,0.1,1.1,0.7,0.3,1.3,-,3.9,0.4,0.1,0.4,-,-,-,-
272,1,0.4,1.4,0.2,1.1,1,0.2,0.9,-,-,0.3,-,-,-,-
273,1.1,0.3,1.3,0.1,1.3,0.9,-,0.7,-,0.1,0.1,-,-,-,-
274,-,-,-,-,-,0.1,-,1.4,-,-,-,3.4,-,1.8,1.6
275,1.4,0.5,1.8,0.7,0.4,0.6,0.1,1.5,0.3,0.3,0.4,-,-,-,-
276,1.6,0.4,2,0.2,0.5,1.8,0.3,1,-,-,0.7,-,-,-,-
277,0.6,0.5,1.1,0.1,0.4,0.1,0.1,0.3,-,-,0.1,-,-,-,-
278,0.9,0.4,1.3,0.5,0.4,0.6,0.1,1.7,0.2,0.1,0.3,-,-,-,-
279,1.5,0.1,1.6,0.5,0.6,0.1,-,0.7,0.2,0.1,0.2,-,-,-,-
280,2.4,0.9,3.4,0.2,1.4,1.4,-,0.9,0.1,0.1,0.3,-,-,-,-
281,1.2,0.4,1.6,-,0.5,0.1,0.2,0.1,0.1,-,0.3,-,-,-,-
282,1.1,0.3,1.4,0.7,0.1,1,-,3.1,0.6,-,0.2,-,-,-,-
283,0.8,-,0.8,0.5,1.3,0.5,-,-,-,-,0.5,-,-,-,-
284,1.7,0.5,2.1,0.7,1,1.1,0.2,1.7,0.4,0.3,0.8,-,-,-,-
285,0.2,0.2,0.3,-,-,-,-,0.8,-,-,-,2.7,-,1.8,0.8
286,1,0.3,1.3,0.8,2.2,1.2,-,1.4,0.3,0.2,0.4,-,-,-,-
287,0.8,0.4,1.3,0.3,0.4,0.9,0.1,1,0.2,0.3,0.8,-,-,-,-
288,0.6,0.4,1,0.1,1.3,0.8,0.3,0.2,-,-,0.2,-,-,-,-
289,1.9,0.7,2.6,0.4,1.2,1.1,0.1,1.4,0.3,0.2,1.1,-,-,-,-
290,0.6,0.2,0.8,0.3,0.6,0.5,0.1,0.3,0.1,0.3,0.2,-,-,-,-
291,1.5,-,1.5,-,0.5,2,-,1,0.5,-,-,-,-,-,-
292,0.7,0.5,1.3,0.5,0.5,1.1,-,1.8,0.2,0.1,0.5,-,-,-,-
293,0.9,0.4,1.4,0.4,0.4,0.5,-,0.8,0.1,0.1,0.4,-,-,-,-
294,0.3,0.2,0.5,0.1,0.4,0.2,0.2,1.2,-,-,0.2,-,-,-,-
295,1.9,1.6,3.5,0.6,2.2,1.6,0.1,0.4,0.1,0.1,0.9,-,-,-,-
296,1,0.2,1.2,0.1,0.4,1.1,-,4,0.6,0.1,0.4,-,-,-,-
