,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav
134,1.2,0.3,1.4,0.4,0.2,0.7,-,1.5,0.3,-,0.5,-,-,-,-
135,-,1,1,2,-,-,-,1,-,-,-,-,-,-,-
136,1.4,0.6,2,0.4,1.5,1.4,0.1,1.3,0.2,-,0.8,-,-,-,-
137,0.9,0.4,1.2,0.4,2,0.6,0.1,0.1,-,0.1,0.8,-,-,-,-
138,2.2,0.8,3,0.8,0.2,1.2,0.1,2.4,0.1,0.3,0.8,-,-,-,-
139,0.8,0.5,1.3,0.4,1.3,0.7,0.3,0.5,0.1,0.2,0.5,-,-,-,-
140,1,0.5,1.5,0.4,0.6,0.4,0.2,0.8,0.1,0.1,0.4,-,-,-,-
141,1.4,0.6,2,1,0.4,1.1,-,0.9,0.4,0.1,0.9,-,-,-,-
142,2.7,0.3,3,0.3,1,1.3,-,1.3,0.3,-,1.3,-,-,-,-
143,1.3,0.4,1.7,0.4,1.1,1.4,0.3,0.6,0.1,0.1,0.5,-,-,-,-
144,1.6,0.5,2,0.5,0.6,1.6,-,0.4,0.1,-,0.2,-,-,-,-
145,2,0.8,2.9,0.7,0.6,1.2,-,2.5,0.3,0.4,1.1,-,-,-,-
146,0.3,0.2,0.5,0.2,0.5,0.2,0.2,0.2,-,-,0.2,-,-,-,-
147,1.5,0.7,2.2,0.7,0.9,0.6,-,0.9,0.2,0.1,0.5,-,-,-,-
148,-,-,-,-,0.2,-,-,1.4,-,-,-,2.2,-,1,1.2
149,1.4,0.4,1.8,1,0.5,0.9,-,3,0.4,0.1,0.6,-,-,-,-
150,-,-,-,0.1,0.1,-,-,0.8,-,-,0.1,2.5,0.1,1.6,0.8
151,-,0.1,0.1,-,0.1,0.2,-,0.8,-,-,-,1.8,0.2,1.1,0.5
152,1.6,1,2.5,0.7,1.3,0.9,-,0.7,0.1,0.2,0.6,-,-,-,-
153,1.1,1.2,2.3,0.7,0.8,0.7,0.1,1,0.1,0.2,0.8,-,-,-,-
154,1.8,0.9,2.7,1.5,0.5,0.7,-,2,0.4,0.3,0.4,-,-,-,-
155,0.8,0.2,1,1,0.5,0.5,-,4.9,0.7,0.1,0.6,-,-,-,-
156,-,-,-,-,1,-,-,1,-,-,-,1,-,-,1
157,1.7,0.9,2.6,0.3,0.9,1.5,0.5,0.5,0.1,-,1.1,-,-,-,-
158,1.7,0.8,2.4,-,1.9,0.7,-,0.1,-,-,0.7,-,-,-,-
159,0.8,0.4,1.3,1,0.5,0.5,-,4,0.6,-,0.4,-,-,-,-
160,0.5,0.2,0.7,0.3,0.8,0.4,0.1,0.4,-,0.1,-,-,-,-,-
161,1,0.3,1.3,0.3,1,1.4,0.1,4,0.3,-,0.3,-,-,-,-
162,1.8,0.2,2,0.8,1.9,1,0.1,1.4,0.3,0.1,0.6,-,-,-,-
163,1,0.1,1.1,0.6,0.4,0.5,-,5.9,0.7,0.3,0.4,-,-,-,-
164,0.8,0.6,1.4,0.2,1.2,0.5,-,0.4,0.1,-,0.7,-,-,-,-
165,-,-,-,-,0.1,-,-,0.7,-,-,-,2.4,0.1,1.5,0.8
166,-,-,-,-,0.2,-,-,1.8,-,-,-,2.5,0.2,1.1,1.2
167,1.9,0.5,2.4,0.3,0.4,0.6,0.2,2,0.2,0.3,0.3,-,-,-,-
168,0.9,0.5,1.3,0.2,0.7,0.3,0.2,0.3,-,-,0.5,-,-,-,-
169,-,-,-,-,-,0.1,-,0.9,-,-,-,2.9,0.4,1.3,1.3
170,-,-,0.1,-,0.2,-,-,1.5,-,-,-,3.1,0.2,1.7,1.2
171,1.4,0.5,1.8,0.8,0.3,0.8,0.1,1.4,0.1,0.4,0.8,-,-,-,-
172,2,0.2,2.2,1.1,0.2,1.3,-,3.6,0.7,0.2,0.4,-,-,-,-
173,1.1,0.6,1.7,0.8,0.7,0.6,-,1.9,0.1,0.5,0.2,-,-,-,-
174,0.7,0.4,1.1,0.5,1.1,0.5,0.1,0.5,-,-,0.2,-,-,-,-
175,0.9,0.3,1.2,0.3,2.2,1.7,0.6,0.6,0.1,-,0.5,-,-,-,-
176,1.4,0.6,2,0.4,0.5,1.2,-,0.8,-,-,0.5,-,-,-,-
177,2,1.1,3.1,0.8,0.4,0.8,-,2.6,0.4,0.4,0.9,-,-,-,-
178,0.6,0.2,0.7,0.1,1,2.2,0.7,0.4,-,-,0.4,-,-,-,-
179,1.2,0.4,1.7,0.8,0.6,0.5,0.1,1.8,0.1,-,0.7,-,-,-,-
180,0.1,-,0.2,-,-,-,-,1,-,-,-,2.2,0.1,1.3,0.7
181,1.3,0.2,1.5,0.7,0.7,1.1,-,6.8,0.8,0.1,0.6,-,-,-,-
182,1.1,0.4,1.5,1.2,0.3,0.9,0.2,5.3,0.9,0.1,0.2,-,-,-,-
183,1.7,1,2.7,1,0.5,1.2,-,0.7,0.1,0.2,0.7,-,-,-,-
184,1.4,1,2.4,0.9,1.3,0.6,0.1,1.9,0.2,0.4,0.3,-,-,-,-
185,0.7,0.1,0.8,0.3,0.5,0.5,0.1,3.2,0.5,0.1,0.3,-,-,-,-
186,1.2,0.7,1.9,0.6,0.2,0.6,-,1.1,-,0.2,0.6,-,-,-,-
187,0.9,1,2,0.3,1,0.5,0.1,0.4,0.2,-,0.6,-,-,-,-
188,1.5,0.7,2.2,1.2,0.8,1.4,-,1.8,0.2,0.1,0.7,-,-,-,-
189,1.6,1,2.6,0.5,0.9,0.4,-,1,0.2,-,0.9,-,-,-,-
190,1,0.6,1.6,0.5,0.6,0.5,0.1,0.6,0.1,-,1,-,-,-,-
191,1.9,0.9,2.8,0.8,0.6,1.4,0.1,3.1,0.6,0.4,0.8,-,-,-,-
192,1.3,0.4,1.7,0.8,0.9,0.6,0.1,0.3,-,0.2,0.7,-,-,-,-
193,1.4,0.4,1.8,0.8,0.4,0.6,-,2.5,0.3,0.2,0.7,-,-,-,-
194,0.5,0.3,0.8,0.2,0.7,0.7,0.3,0.3,-,-,0.4,-,-,-,-
195,0.8,0.4,1.2,0.1,1.1,0.4,-,-,-,-,0.5,-,-,-,-
196,2.6,0.5,3.1,1,1.1,1,-,1.6,0.2,0.4,0.8,-,-,-,-
197,0.6,0.2,0.8,0.1,0.8,0.6,0.2,0.5,0.1,-,0.3,-,-,-,-
198,1,0.3,1.3,0.3,0.6,1,0.1,0.7,-,0.4,0.7,-,-,-,-
199,-,0.1,0.1,-,0.2,-,-,0.6,-,-,-,3.3,0.1,2.2,1
200,2,-,2,0.3,-,1,-,2,1,0.3,0.3,-,-,-,-
201,1.2,0.2,1.3,1.3,0.8,1.7,-,4.3,-,0.2,0.2,-,-,-,-
202,1,0.5,1.5,1,0.6,0.5,0.4,1,-,0.3,1,-,-,-,-
203,-,-,0.1,-,0.2,-,-,0.9,-,-,-,2.5,0.1,1.5,0.8
204,0.8,0.9,1.7,0.4,0.9,0.5,0.4,0.3,-,-,0.7,-,-,-,-
205,2.4,0.7,3.1,1.9,1.3,1.4,-,1.7,0.4,0.2,0.7,-,-,-,-
206,2,0.8,2.7,0.9,1.8,1.2,-,1.3,0.2,0.1,1,-,-,-,-
207,1.3,0.4,1.7,1,0.4,1.4,-,3.6,0.7,0.1,0.5,-,-,-,-
208,0.5,0.2,0.7,0.2,0.9,1.4,0.3,0.6,-,-,1.1,-,-,-,-
209,0.1,-,0.1,-,0.4,-,-,0.6,-,-,-,2.7,-,2.3,0.4
210,2,0.5,2.5,0.5,-,1.3,-,1.5,-,-,0.3,-,-,-,-
211,1.4,0.3,1.7,1.8,0.1,0.4,-,3.6,0.4,0.2,0.8,-,-,-,-
212,0.8,0.5,1.3,1.2,0.6,0.9,-,3.2,0.8,0.1,0.2,-,-,-,-
213,1,0.6,1.6,0.4,1.4,0.6,0.3,0.4,-,0.1,0.5,-,-,-,-
214,0.6,0.1,0.8,0.4,0.1,0.3,-,2.4,0.4,0.3,0.1,-,-,-,-
215,0.7,0.7,1.5,0.3,1.3,1.2,0.1,0.4,-,-,0.6,-,-,-,-
216,1.6,0.9,2.5,0.4,0.2,0.4,-,1.5,0.1,0.3,0.5,-,-,-,-
217,1.2,0.1,1.3,0.8,0.4,0.5,-,3.7,0.5,-,0.3,-,-,-,-
218,0.5,-,0.5,1.5,-,-,-,4,1,-,-,-,-,-,-
219,1.7,0.8,2.4,0.4,0.6,0.5,-,0.4,-,-,1.3,-,-,-,-
220,1,0.3,1.3,0.8,0.2,0.6,0.1,6.2,1.2,-,0.4,-,-,-,-
221,0.7,0.8,1.5,0.9,0.5,0.5,0.1,0.5,-,0.1,0.8,-,-,-,-
222,1.7,0.5,2.2,0.4,0.3,0.7,-,2.3,0.1,0.1,0.5,-,-,-,-
223,0.6,0.4,1,0.2,0.9,0.5,-,0.1,-,-,0.5,-,-,-,-
224,-,0.1,0.1,-,0.1,0.1,-,0.5,-,-,0.1,2.5,0.3,1.4,0.7
225,0.5,0.2,0.7,-,0.9,0.2,-,0.1,-,0.1,0.3,-,-,-,-
226,0.8,0.8,1.6,0.2,0.7,0.8,0.2,0.1,-,-,0.3,-,-,-,-
227,2.3,1.3,3.5,1.1,0.9,1.5,-,2.1,0.4,-,1.6,-,-,-,-
228,1.8,0.7,2.4,0.8,1.1,1.1,-,2.2,0.7,0.2,1,-,-,-,-
229,-,-,-,-,0.1,-,-,0.7,-,-,-,2.3,0.1,1.5,0.7
230,0.5,0.3,0.7,0.4,1.6,1.2,0.3,0.3,0.1,-,0.3,-,-,-,-
231,1.3,0.9,2.2,0.9,0.8,0.8,0.1,0.9,0.1,0.2,0.6,-,-,-,-
232,2.3,1,3.2,0.4,0.3,1.1,-,0.6,0.1,-,1,-,-,-,-
233,1.6,0.4,2,0.8,0.7,0.8,-,1.3,0.4,0.1,0.6,-,-,-,-
234,2.1,0.6,2.7,1.1,0.6,0.7,-,0.8,0.3,-,0.5,-,-,-,-
235,1.8,0.6,2.4,0.8,0.4,1,-,2,0.1,-,0.4,-,-,-,-
236,1.3,0.5,1.8,0.9,0.8,0.8,0.1,2.7,0.3,0.5,0.8,-,-,-,-
237,0.6,0.4,0.9,1.1,0.3,0.9,-,5.2,0.5,0.1,0.5,-,-,-,-
238,-,0.1,0.1,-,-,-,-,1.7,-,-,-,2.3,-,1.5,0.8
239,0.4,0.2,0.6,0.1,0.6,0.9,0.2,0.7,0.2,-,0.3,-,-,-,-
240,1.5,0.6,2.1,0.3,1,0.8,0.1,0.4,-,0.1,0.5,-,-,-,-
241,-,-,-,-,-,-,-,1.3,-,-,-,2.8,-,2,0.8
242,1.1,-,1.2,0.7,0.5,1.1,-,4.8,0.7,0.1,0.3,-,-,-,-
243,3,1.6,4.6,0.8,1,1.3,-,1.8,0.5,0.3,0.7,-,-,-,-
244,1.5,0.4,1.8,1,0.5,1,-,2.4,0.3,0.4,0.6,-,-,-,-
245,-,0.2,0.2,-,0.3,-,-,0.7,-,-,-,1.7,-,1.3,0.3
246,-,0.5,0.5,-,0.5,-,-,1,-,-,0.5,-,-,-,-
247,1.6,0.7,2.2,0.7,0.4,0.7,-,0.9,0.1,-,0.7,-,-,-,-
248,0.1,0.1,0.2,-,-,-,-,0.8,-,-,-,2.8,0.3,1.5,0.9
249,1.9,0.5,2.5,1.4,0.2,1,0.1,3.4,0.5,0.2,1,-,-,-,-
250,1.1,0.9,2,0.5,0.9,1.1,0.1,0.4,-,0.3,0.5,-,-,-,-
251,1.2,0.6,1.8,0.7,0.9,0.7,-,0.7,-,-,0.3,-,-,-,-
252,1.2,0.5,1.7,1.3,1.1,1.6,0.1,5,0.6,0.1,0.3,-,-,-,-
253,1.1,0.6,1.8,1,0.4,0.8,-,2.6,0.8,0.3,0.1,-,-,-,-
254,1.8,0.7,2.5,0.5,0.9,0.7,0.1,1.6,0.1,0.4,0.8,-,-,-,-
255,0.3,0.4,0.6,0.2,1.2,0.7,0.3,0.1,-,0.1,0.3,-,-,-,-
256,1.5,0.5,2,0.2,0.5,0.9,0.2,2.4,0.1,0.2,0.6,-,-,-,-
257,-,-,-,-,0.1,-,-,1.3,-,-,-,2.2,0.1,1.3,0.8
258,1.1,0.5,1.6,0.5,0.5,0.3,-,3.6,0.4,-,0.4,-,-,-,-
259,0.9,0.4,1.3,0.5,0.9,1.1,-,4.1,0.6,0.2,0.2,-,-,-,-
260,2.5,0.9,3.4,0.4,1.3,1.4,-,1.5,0.1,0.2,0.8,-,-,-,-
261,0.3,0.3,0.5,0.2,0.9,1.2,0.4,0.2,0.1,-,0.2,-,-,-,-
262,1.3,0.1,1.4,0.6,0.1,0.6,0.1,3.1,0.4,0.1,0.3,-,-,-,-
263,1.4,0.8,2.2,0.5,0.8,0.9,-,1.2,-,-,0.3,-,-,-,-
264,1.8,0.4,2.2,0.7,0.6,0.8,0.1,1.7,0.2,0.2,0.8,-,-,-,-
265,1.7,0.2,1.9,1,0.2,1.3,0.1,1,0.3,-,0.4,-,-,-,-
266,1.6,0.7,2.2,0.4,0.8,1.2,-,1.2,-,0.1,0.7,-,-,-,-
267,0.4,-,0.5,-,0.5,0.6,0.3,0.4,0.1,-,0.2,-,-,-,-
268,0.7,0.3,1,0.2,0.6,0.5,-,0.2,-,-,0.3,-,-,-,-
269,2.6,0.8,3.3,1.3,0.9,1.7,-,2.4,0.4,0.9,0.7,-,-,-,-
270,0.8,0.6,1.4,0.3,1.7,1.5,0.3,0.7,-,-,0.5,-,-,-,-
271,1.9,0.8,2.7,0.6,1.1,1.1,-,1.2,-,-,0.9,-,-,-,-
272,0.5,0.7,1.1,0.2,0.6,1.1,0.2,0.5,0.1,0.1,0.7,-,-,-,-
273,2.1,0.6,2.7,1.1,1,1.1,0.1,2.4,0.4,0.3,0.5,-,-,-,-
274,1.9,0.6,2.5,0.4,1.1,1.7,0.1,0.9,0.2,0.1,0.6,-,-,-,-
275,0.1,0.3,0.4,-,1.5,1.3,0.3,0.1,-,-,0.1,-,-,-,-
276,0.7,0.3,0.9,0.5,1.8,0.8,0.1,0.7,-,0.2,0.4,-,-,-,-
277,-,-,-,-,0.1,-,-,0.5,-,-,-,2.5,0.2,1.6,0.8
