,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav
278,1.3,0.5,1.8,0.4,0.3,0.4,-,0.4,-,0.2,0.6,-,-,-,-
279,1.3,0.3,1.6,1,0.7,0.4,-,3.1,0.6,0.1,0.3,-,-,-,-
280,-,-,0.1,-,0.2,-,-,0.8,-,-,-,2.7,0.2,1.3,1.2
281,2,0.7,2.6,0.4,1.8,0.9,0.1,0.8,0.1,0.2,0.6,-,-,-,-
282,-,-,-,-,0.5,-,-,0.5,-,-,-,1.5,-,1,0.5
283,0.8,0.3,1.1,0.8,1.4,0.8,-,0.9,0.1,-,0.5,-,-,-,-
284,0.9,0.6,1.5,1.7,0.5,0.9,-,1.7,0.7,0.1,0.3,-,-,-,-
285,1.1,0.2,1.2,0.5,1.1,1,-,1.2,0.1,0.1,0.6,-,-,-,-
286,-,-,-,-,0.2,-,-,1,-,-,-,2.6,-,1.8,0.8
287,0.4,0.1,0.5,0.2,0.4,0.5,0.1,0.7,-,-,0.3,-,-,-,-
288,0.8,0.4,1.3,0.4,0.6,0.4,0.1,1,0.2,0.1,0.4,-,-,-,-
289,1.3,0.4,1.6,0.1,0.5,0.7,0.1,0.6,0.3,0.1,0.3,-,-,-,-
290,1.4,1,2.4,0.8,1.5,1,0.2,2.3,0.1,0.3,0.5,-,-,-,-
291,1.4,1,2.4,0.8,0.3,0.9,-,0.9,0.2,-,0.6,-,-,-,-
292,1.9,1.3,3.2,1.3,0.8,2,-,1.3,0.2,0.1,0.7,-,-,-,-
293,0.5,0.2,0.7,0.3,1.4,1.4,0.2,0.2,-,-,0.2,-,-,-,-
294,1.6,0.8,2.4,0.3,0.6,0.5,-,1.9,0.4,0.4,0.5,-,-,-,-
295,1.3,1,2.3,0.2,0.4,1.5,-,0.7,-,0.2,0.6,-,-,-,-
296,0.5,0.4,1,0.4,0.7,1.3,0.2,0.4,0.1,-,0.3,-,-,-,-
297,0.6,0.3,0.9,0.1,0.7,0.4,0.5,0.4,-,0.1,0.5,-,-,-,-
298,0.1,-,0.2,-,-,-,-,0.8,-,-,-,2.5,0.1,1.6,0.8
299,1.6,1.5,3.1,0.2,1.2,1.3,0.3,0.7,-,0.1,1.2,-,-,-,-
300,0.7,0.1,0.8,0.3,0.3,0.4,-,5.3,1,0.1,0.3,-,-,-,-
301,2.6,1.4,4,0.8,1.1,1.1,-,1.3,0.6,0.2,1.4,-,-,-,-
302,0.8,0.7,1.4,0.7,0.8,1.3,-,3.2,0.3,0.2,0.3,-,-,-,-
303,0.5,0.4,0.8,0.1,0.4,0.9,-,0.5,-,-,0.5,-,-,-,-
304,0.9,0.5,1.4,0.7,0.6,0.6,-,0.6,0.1,-,0.4,-,-,-,-
305,0.5,0.6,1,0.4,0.8,0.5,-,1,-,0.2,0.3,-,-,-,-
306,0.8,0.2,1,0.8,0.2,0.3,-,4.6,0.9,-,0.5,-,-,-,-
307,0.7,0.3,1,0.7,0.1,1.3,-,3.5,0.8,0.2,0.3,-,-,-,-
308,1.3,0.3,1.6,0.8,0.5,0.7,-,1.5,0.2,0.3,0.3,-,-,-,-
309,1.1,0.5,1.6,0.4,0.3,0.8,0.1,0.5,0.1,-,0.6,-,-,-,-
310,1,1.1,2.1,0.3,0.3,0.3,-,0.2,-,-,0.6,-,-,-,-
311,1.2,0.4,1.6,0.5,0.5,0.8,-,0.9,0.2,-,0.4,-,-,-,-
312,0.7,0.2,0.8,-,1.3,0.3,-,-,-,-,0.3,-,-,-,-
313,-,0.1,0.1,-,0.1,-,-,0.8,-,-,-,3.1,0.2,1.8,1.1
314,1.3,0.3,1.5,0.5,0.8,0.5,-,4.3,0.3,0.8,0.5,-,-,-,-
315,0.7,0.3,1.1,0.9,0.5,0.2,-,3.6,0.5,-,0.3,-,-,-,-
316,0.8,0.4,1.2,0.4,0.9,1.5,-,0.2,-,-,0.6,-,-,-,-
317,1.9,1,3,0.8,0.5,1.9,-,1,0.2,0.2,0.8,-,-,-,-
318,1.1,0.4,1.5,0.2,0.7,0.8,-,0.7,0.2,-,0.4,-,-,-,-
319,1.1,0.3,1.4,0.5,1,1.4,-,0.1,-,-,0.9,-,-,-,-
320,0.1,-,0.1,-,0.1,0.1,-,1.1,-,-,-,2.3,-,1.4,0.9
321,1.4,0.3,1.7,0.4,0.5,0.7,-,0.8,0.1,0.2,0.5,-,-,-,-
322,0.7,0.3,0.9,0.4,0.4,0.7,-,4.5,0.6,0.1,0.1,-,-,-,-
323,1.2,0.7,1.8,0.6,0.6,0.6,-,2.1,0.3,0.3,0.2,-,-,-,-
324,0.4,0.5,0.9,0.3,1.2,1.3,0.4,0.8,-,0.1,0.5,-,-,-,-
325,1.1,0.5,1.6,0.5,1.4,0.5,0.1,0.3,0.1,0.1,0.5,-,-,-,-
326,0.8,0.3,1.1,0.8,0.9,0.3,-,0.9,-,-,0.4,-,-,-,-
327,1.1,0.8,2,0.4,0.4,1,0.2,0.4,-,-,0.6,-,-,-,-
328,0.8,0.2,1,0.3,0.6,0.4,-,5.8,0.4,0.1,0.2,-,-,-,-
329,1.3,0.3,1.7,0.5,0.5,0.5,-,3.1,0.4,0.3,0.2,-,-,-,-
330,1.8,0.4,2.2,0.8,0.4,1,-,0.2,0.2,0.4,0.8,-,-,-,-
331,1.5,0.6,2,0.7,1.7,1.3,0.4,0.6,0.3,0.1,0.7,-,-,-,-
332,2,0.9,2.9,0.5,1.6,0.8,-,0.6,0.1,-,0.2,-,-,-,-
333,1.7,1.2,2.9,0.7,0.9,1.6,-,1.4,0.2,0.1,0.9,-,-,-,-
334,0.4,0.3,0.7,0.1,0.8,1.6,0.7,0.8,0.1,-,0.5,-,-,-,-
335,0.9,0.9,1.8,0.8,0.5,1.4,0.1,2.9,0.1,0.1,0.7,-,-,-,-
336,0.7,0.7,1.3,1.8,-,0.2,-,4.8,0.5,0.2,0.3,-,-,-,-
337,2.5,1,3.5,0.5,1,1,-,0.5,-,0.5,0.5,-,-,-,-
338,1,0.4,1.4,0.9,0.1,0.8,-,4.4,1.1,-,0.4,-,-,-,-
339,0.2,0.2,0.4,0.4,0.2,0.2,-,4.2,0.8,-,-,-,-,-,-
340,1.5,0.5,2,0.3,1,1.1,-,1.8,0.3,0.3,0.5,-,-,-,-
341,1.3,0.7,2,1.3,0.2,0.7,-,0.8,-,0.2,0.7,-,-,-,-
342,2.4,0.8,3.2,1,0.6,1.7,-,1.8,0.3,0.3,1.3,-,-,-,-
343,0.7,0.2,0.9,0.1,1,0.6,0.3,0.3,-,-,0.4,-,-,-,-
344,0.5,0.3,0.8,0.1,0.7,0.9,0.5,0.5,-,-,0.3,-,-,-,-
345,1.4,0.6,1.9,1,0.9,0.4,0.1,2.3,0.3,0.4,0.6,-,-,-,-
346,0.3,0.2,0.6,0.1,0.7,0.6,0.6,0.1,-,0.1,0.2,-,-,-,-
347,1.3,0.8,2,0.2,0.4,0.9,-,0.3,-,-,0.4,-,-,-,-
348,1,0.8,1.7,0.6,0.1,0.6,-,0.9,-,-,0.4,-,-,-,-
349,0.7,0.3,1,0.5,0.1,0.3,-,0.8,-,0.1,0.7,-,-,-,-
350,0.7,0.5,1.2,0.2,1.1,0.5,-,0.5,0.1,0.1,0.4,-,-,-,-
351,0.5,0.5,1,-,0.4,0.4,0.2,0.3,-,-,0.3,-,-,-,-
352,0.9,0.4,1.4,0.8,0.9,1,0.1,1.7,0.3,0.2,0.3,-,-,-,-
353,0.8,0.4,1.2,0.3,0.9,0.8,0.2,0.4,0.1,-,0.5,-,-,-,-
354,1.5,0.3,1.8,0.5,1,2.5,-,2.8,0.5,-,0.3,-,-,-,-
355,2.4,0.8,3.2,0.5,0.8,1.8,-,1.3,0.1,-,0.8,-,-,-,-
356,1,0.2,1.2,0.6,0.4,1.4,-,3.4,0.5,0.1,0.2,-,-,-,-
357,1.2,0.2,1.4,0.6,0.5,0.4,-,0.4,0.3,0.1,0.5,-,-,-,-
358,0.7,0.2,1,0.3,0.2,0.4,-,1,0.1,-,0.5,-,-,-,-
359,-,0.1,0.1,-,0.2,-,-,1.3,-,-,-,1.8,-,1.1,0.8
360,0.7,0.3,1,0.1,0.5,0.5,0.3,0.1,-,0.1,0.2,-,-,-,-
361,1,0.3,1.2,0.5,0.5,1.3,0.2,1.2,0.4,-,0.5,-,-,-,-
362,1.2,0.8,1.9,0.4,0.7,0.7,0.4,0.4,-,-,0.5,-,-,-,-
363,1,0.7,1.7,0.4,0.5,0.7,0.1,0.4,0.1,0.1,0.5,-,-,-,-
364,1.5,0.3,1.7,0.4,0.2,0.8,0.1,2.2,0.2,0.3,0.4,-,-,-,-
365,0.5,0.3,0.8,0.2,0.2,0.3,0.5,-,-,-,0.3,-,-,-,-
366,1,-,1,-,-,-,-,2,-,-,-,-,-,-,-
367,1,0.2,1.2,0.7,0.3,0.3,-,2,0.3,0.2,0.2,-,-,-,-
368,1.8,0.8,2.6,0.8,1.2,1.3,0.2,1.9,0.3,0.4,0.3,-,-,-,-
369,0.6,0.1,0.7,0.8,0.3,0.3,-,1.8,0.4,0.1,0.3,-,-,-,-
370,0.6,0.1,0.8,0.3,0.5,0.1,-,0.1,0.1,-,0.1,-,-,-,-
371,0.9,0.4,1.3,0.3,0.6,1.1,0.1,0.5,0.2,0.1,0.3,-,-,-,-
372,0.4,0.3,0.7,0.1,0.9,0.7,0.3,0.4,-,-,0.2,-,-,-,-
373,1,0.5,1.5,0.7,0.4,0.7,-,0.5,0.1,-,0.3,-,-,-,-
374,2.1,0.3,2.4,1.1,0.6,1.1,-,2.1,0.1,0.1,0.1,-,-,-,-
375,1.3,0.8,2.2,0.3,0.5,0.9,-,1.3,0.2,-,0.4,-,-,-,-
376,0.5,0.4,0.9,0.1,1.3,0.6,0.2,0.5,0.1,-,0.8,-,-,-,-
377,0.3,0.2,0.5,0.2,0.7,0.3,0.3,0.4,0.1,-,0.3,-,-,-,-
378,1.8,1,2.9,0.9,0.3,1.5,-,2,0.3,-,0.9,-,-,-,-
379,0.3,-,0.3,0.2,0.1,0.9,0.3,0.3,-,-,0.1,-,-,-,-
380,0.4,0.2,0.6,-,1.1,0.9,0.8,0.5,0.1,-,0.3,-,-,-,-
381,1.3,0.6,1.8,0.4,0.6,0.9,0.1,1.3,0.3,0.3,0.6,-,-,-,-
382,0.9,0.6,1.5,0.4,0.4,1,0.1,0.4,-,0.1,0.6,-,-,-,-
383,0.5,-,0.5,1,-,1,-,1.5,-,-,0.5,-,-,-,-
384,0.7,0.8,1.4,0.4,1,0.2,-,0.6,0.1,-,0.9,-,-,-,-
385,2.1,0.4,2.6,0.3,0.7,1,-,0.3,-,0.4,-,-,-,-,-
386,0.7,0.3,1,0.2,0.6,1.6,0.7,0.8,0.1,-,0.5,-,-,-,-
387,1.5,0.4,1.9,0.5,0.9,0.8,-,2.2,0.2,0.3,0.5,-,-,-,-
388,0.8,0.5,1.3,0.6,0.4,0.8,0.2,1.2,0.1,0.2,0.2,-,-,-,-
389,0.4,0.2,0.7,0.3,0.2,0.6,-,0.4,0.1,-,0.3,-,-,-,-
390,1.5,0.5,2,0.5,0.7,1.2,-,0.8,0.3,-,0.6,-,-,-,-
391,0.4,0.1,0.5,0.3,0.7,0.4,-,0.1,-,0.1,0.5,-,-,-,-
392,0.5,0.2,0.6,0.2,1.4,0.5,0.5,0.3,0.1,-,0.2,-,-,-,-
393,0.9,0.6,1.5,0.4,0.5,0.8,-,0.6,0.1,0.1,0.3,-,-,-,-
394,0.3,0.2,0.5,0.3,0.3,0.1,0.2,0.3,-,0.1,0.1,-,-,-,-
395,0.9,0.5,1.4,0.6,0.4,0.8,0.1,0.9,0.1,0.1,0.4,-,-,-,-
396,1.2,0.8,2,0.2,0.8,1.5,0.5,0.2,-,0.1,0.5,-,-,-,-
397,0.9,0.1,1,0.1,0.2,-,0.1,0.4,0.1,-,0.2,-,-,-,-
398,0.1,0.2,0.3,-,0.6,0.4,0.4,0.2,-,0.1,0.2,-,-,-,-
399,0.2,0.2,0.4,0.2,0.4,0.4,0.4,-,-,-,0.2,-,-,-,-
400,0.9,0.3,1.1,0.6,0.4,1,0.1,0.5,0.1,0.1,0.1,-,-,-,-
401,0.5,0.1,0.5,0.3,0.4,0.8,0.1,0.3,-,0.1,0.5,-,-,-,-
402,0.9,-,0.9,-,0.9,1,-,0.7,-,-,0.4,-,-,-,-
403,0.3,0.2,0.6,0.4,0.2,0.2,-,1,0.1,-,0.1,-,-,-,-
404,0.8,1.2,1.9,0.6,0.9,1,-,0.8,0.3,-,0.5,-,-,-,-
405,0.7,0.9,1.6,0.3,0.6,1.4,0.2,0.4,0.1,-,0.6,-,-,-,-
406,1.1,0.8,1.9,0.4,1.4,1.3,0.4,0.6,-,-,0.4,-,-,-,-
407,0.7,0.3,0.9,0.3,0.7,0.2,0.3,0.4,-,0.1,0.3,-,-,-,-
408,0.1,-,0.1,0.9,-,0.3,-,1,0.7,-,-,-,-,-,-
409,0.8,0.3,1.1,0.1,1.6,1,0.4,0.1,-,-,0.4,-,-,-,-
410,1,0.4,1.4,0.3,0.4,0.8,-,1.3,-,-,0.1,-,-,-,-
411,1.5,0.4,2,0.8,0.8,1,-,1.5,0.2,0.1,0.4,-,-,-,-
412,0.5,0.6,1.1,0.3,0.5,0.5,0.3,0.5,0.1,0.1,0.3,-,-,-,-
413,0.8,0.1,0.9,0.1,0.4,1.1,-,0.8,0.1,0.2,0.1,-,-,-,-
414,0.3,0.4,0.7,0.2,0.4,0.5,0.2,0.2,-,-,0.3,-,-,-,-
415,1.4,0.3,1.7,0.4,0.8,0.9,-,3.5,0.8,0.1,0.5,-,-,-,-
416,0.5,-,0.5,-,0.5,0.5,-,-,-,-,-,-,-,-,-
417,0.6,0.1,0.7,-,0.4,0.3,-,0.3,-,-,-,-,-,-,-
418,0.5,0.1,0.6,0.1,0.8,1.1,0.3,0.2,-,0.1,0.2,-,-,-,-
419,0.8,0.2,1,0.4,1.2,0.8,0.2,-,-,-,0.2,-,-,-,-
420,0.1,0.1,0.2,-,0.7,0.4,0.4,0.5,-,-,0.2,-,-,-,-
421,1,-,1,-,4,1,-,-,-,1,1,-,-,-,-
422,0.7,0.3,1,0.3,0.7,0.7,0.3,0.3,0.3,-,0.3,-,-,-,-
423,1.2,0.6,1.8,0.8,0.5,0.8,0.1,1.3,-,-,0.7,-,-,-,-
424,0.9,0.1,1,0.5,-,0.4,-,2.9,0.4,0.1,0.1,-,-,-,-
425,0.2,1,1.2,0.6,1.8,0.4,0.2,0.2,-,0.2,1.2,-,-,-,-
426,-,0.1,0.1,-,0.3,-,-,1.1,-,-,-,2.1,-,1.5,0.6
427,0.1,0.2,0.3,0.1,0.2,0.3,-,0.2,0.1,0.1,0.3,-,-,-,-
428,0.9,0.3,1.2,0.1,1,0.6,0.3,0.4,-,-,0.1,-,-,-,-
429,0.3,0.1,0.4,0.1,0.5,0.4,-,0.3,-,-,0.3,-,-,-,-
430,0.2,0.4,0.5,0.1,0.5,0.2,0.1,-,-,-,0.1,-,-,-,-
431,0.6,0.4,1,0.3,1.1,0.8,0.1,0.2,-,-,0.6,-,-,-,-
432,0.7,0.5,1.2,0.3,1.2,0.6,-,0.6,0.1,0.1,0.7,-,-,-,-
433,1.1,0.4,1.5,0.4,0.2,0.3,-,1.6,0.1,0.1,0.4,-,-,-,-
434,0.1,0.1,0.2,-,1.2,1.4,0.2,0.4,-,-,-,-,-,-,-
435,1.2,0.7,1.9,0.5,0.8,0.7,-,0.9,0.3,0.4,0.5,-,-,-,-
436,0.5,0.2,0.7,0.1,0.3,0.1,-,0.1,0.1,-,0.2,-,-,-,-
437,0.6,0.9,1.5,-,1.1,0.8,0.2,0.6,0.1,0.1,0.8,-,-,-,-
438,0.3,0.2,0.5,-,0.3,1,0.5,0.2,-,-,0.4,-,-,-,-
439,0.7,0.1,0.8,0.6,0.1,0.5,-,3.3,0.7,-,0.4,-,-,-,-
440,1.5,-,1.5,-,0.5,-,-,1.5,-,-,0.5,-,-,-,-
441,1,0.4,1.3,0.4,0.1,0.6,0.1,1.9,0.2,0.2,0.5,-,-,-,-
442,0.3,0.2,0.5,0.1,1.2,0.6,0.5,0.4,-,-,0.2,-,-,-,-
443,0.7,0.2,0.8,0.3,0.2,0.5,-,1.7,-,0.2,-,-,-,-,-
444,0.8,1,1.8,-,0.4,0.2,-,-,-,-,0.2,-,-,-,-
445,1.6,-,1.6,-,0.2,0.2,0.4,1,0.2,0.2,0.2,-,-,-,-
446,2,1,3,1,-,1.5,-,0.5,-,0.5,0.5,-,-,-,-
447,0.4,0.4,0.8,0.3,0.7,1.1,0.1,0.3,-,0.1,0.5,-,-,-,-
448,0.7,0.4,1.1,0.3,0.3,0.3,0.3,0.5,-,-,0.1,-,-,-,-
449,2.1,0.9,3,0.7,1.4,1.6,-,1.4,0.2,-,0.8,-,-,-,-
450,0.1,0.1,0.2,-,0.6,0.1,0.2,-,-,-,-,-,-,-,-
451,0.9,0.2,1.1,0.7,0.1,1,-,2.7,0.1,0.1,-,-,-,-,-
452,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
453,2,1,3,-,1,1,-,-,-,-,2,-,-,-,-
454,0.3,0.3,0.7,0.7,1.3,1.3,-,0.7,-,-,-,-,-,-,-
455,-,0.2,0.3,0.2,1.1,0.7,0.2,0.9,0.1,-,0.4,-,-,-,-
456,0.6,0.3,0.9,-,1.2,0.7,0.3,0.1,0.1,-,0.3,-,-,-,-
457,0.3,0.4,0.7,0.1,-,0.3,-,0.6,-,0.1,0.3,-,-,-,-
458,0.7,0.8,1.5,0.7,0.1,0.9,-,1.3,0.3,0.1,0.2,-,-,-,-
459,0.2,0.6,0.8,0.2,0.2,1.4,-,0.6,-,-,0.2,-,-,-,-
460,-,0.2,0.2,0.1,0.8,0.8,0.3,0.4,-,-,-,-,-,-,-
461,0.3,-,0.3,0.3,0.3,0.1,0.1,0.1,-,-,0.1,-,-,-,-
462,0.3,0.3,0.5,0.1,0.3,0.3,0.4,0.5,-,-,0.4,-,-,-,-
463,-,0.5,0.5,-,-,-,0.5,0.5,-,-,-,-,-,-,-
464,0.3,0.3,0.7,-,-,0.7,-,-,-,-,0.3,-,-,-,-
465,0.3,0.4,0.6,0.3,0.7,0.2,0.1,0.5,-,0.2,0.2,-,-,-,-
466,0.4,0.2,0.6,-,0.4,0.3,0.2,0.2,-,-,0.1,-,-,-,-
467,0.2,-,0.2,0.1,0.6,0.5,0.7,0.3,-,-,0.1,-,-,-,-
468,1.6,0.3,1.9,1,0.6,1.3,-,1,0.2,-,0.9,-,-,-,-
469,0.5,0.1,0.6,-,0.1,0.2,0.1,0.1,0.1,-,0.1,-,-,-,-
470,0.6,0.2,0.8,0.1,0.6,0.5,0.1,0.3,-,0.1,0.4,-,-,-,-
471,-,0.5,0.5,-,1.5,-,-,1.5,-,-,-,2,-,2,-
472,0.6,0.3,0.9,0.1,0.5,0.2,-,0.1,-,0.2,0.3,-,-,-,-
473,0.5,0.3,0.9,0.1,1,0.7,0.4,0.7,0.1,-,0.3,-,-,-,-
474,2.5,1,3.5,1.5,-,2,-,1,0.5,-,-,-,-,-,-
475,0.3,0.1,0.4,-,0.6,0.5,0.9,0.9,-,-,0.1,-,-,-,-
476,0.7,0.7,1.3,-,-,2,-,1,-,-,0.3,-,-,-,-
477,1,0.5,1.5,0.3,0.2,0.1,-,0.2,-,-,0.2,-,-,-,-
478,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
479,0.5,0.3,0.8,0.2,0.3,1,-,0.8,-,0.2,-,-,-,-,-
480,0.2,-,0.2,-,0.3,0.2,-,0.5,-,-,-,1.2,-,0.7,0.5
481,0.6,0.2,0.8,0.1,0.6,0.5,0.1,0.3,-,-,0.4,-,-,-,-
482,0.5,0.2,0.7,0.2,0.3,0.5,-,0.3,0.1,-,0.1,-,-,-,-
483,0.3,0.1,0.3,0.1,1.2,1.4,0.4,0.3,-,-,0.2,-,-,-,-
484,0.5,0.1,0.6,-,0.4,0.5,0.3,-,-,-,0.3,-,-,-,-
485,1,-,1,1,-,-,-,3,-,-,-,-,-,-,-
486,1.4,1.2,2.6,-,1,1,-,0.2,-,-,0.2,-,-,-,-
487,1,0.5,1.5,-,0.5,-,0.5,-,-,-,-,-,-,-,-
488,-,-,-,-,-,0.3,0.3,0.3,-,-,0.3,-,-,-,-
489,0.8,0.2,1,0.6,0.2,0.7,-,3.8,0.9,0.3,0.1,-,-,-,-
490,0.4,0.8,1.1,-,0.8,0.6,0.3,0.8,-,-,0.5,-,-,-,-
491,0.1,0.1,0.2,0.2,0.4,0.5,0.1,0.1,-,-,-,-,-,-,-
492,0.5,0.4,0.9,0.4,0.3,0.7,-,1,0.1,0.2,0.4,-,-,-,-
493,0.4,0.7,1,0.2,0.3,0.5,-,0.5,-,-,0.4,-,-,-,-
494,1,0.1,1.1,0.5,0.1,0.6,-,2.3,0.5,0.2,0.5,-,-,-,-
495,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
496,0.5,0.5,1,-,0.5,0.3,-,-,-,-,-,-,-,-,-
497,0.6,0.4,1,0.1,0.4,0.2,-,0.8,0.2,0.1,0.2,-,-,-,-
498,0.3,0.1,0.4,0.1,0.1,1.1,0.7,0.3,0.1,-,0.3,-,-,-,-
499,-,-,-,-,0.5,0.3,-,0.3,0.3,-,-,-,-,-,-
500,0.1,0.5,0.6,0.2,0.5,0.3,0.2,0.2,0.1,0.2,0.6,-,-,-,-
501,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
502,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-
503,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-
504,0.3,0.5,0.8,0.3,0.5,0.5,-,0.3,-,-,1,-,-,-,-
505,0.7,0.2,0.8,0.2,0.5,0.5,0.2,-,-,-,0.3,-,-,-,-
506,0.7,0.4,1.1,0.3,0.4,0.8,0.1,0.3,0.1,-,0.3,-,-,-,-
507,0.1,-,0.1,-,0.8,0.3,0.1,0.3,-,-,-,-,-,-,-
508,0.9,0.1,1,0.4,0.3,0.5,0.1,0.8,0.1,-,0.3,-,-,-,-
509,0.3,0.4,0.7,0.3,0.5,0.3,-,0.3,0.1,-,0.3,-,-,-,-
510,1,0.4,1.4,0.9,0.5,0.8,-,2.4,0.7,0.1,0.4,-,-,-,-
511,0.3,-,0.3,1,-,0.7,-,2.3,-,-,-,-,-,-,-
512,0.7,0.5,1.2,0.3,0.3,0.5,-,0.4,0.1,-,0.7,-,-,-,-
513,0.1,0.1,0.1,0.1,0.5,0.7,0.1,0.5,-,-,0.1,-,-,-,-
514,0.5,0.2,0.7,0.2,0.4,-,0.2,0.1,-,-,0.2,-,-,-,-
515,0.6,0.8,1.4,0.1,0.3,0.1,-,0.5,-,0.1,0.3,-,-,-,-
516,-,-,-,-,0.2,-,-,0.6,-,-,-,2.4,0.4,1.6,0.4
517,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
518,0.5,0.3,0.8,-,0.3,0.3,-,-,-,-,-,-,-,-,-
519,0.3,0.8,1.1,0.1,0.6,0.3,0.1,0.2,0.1,0.1,0.4,-,-,-,-
520,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-
521,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-
522,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-
523,0.3,0.2,0.5,0.2,0.2,0.2,-,0.3,0.1,-,0.2,-,-,-,-
524,0.1,0.9,1,0.3,1,0.8,-,-,-,-,0.4,-,-,-,-
525,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
526,0.2,0.2,0.5,0.1,0.5,0.6,0.4,0.3,-,-,0.1,-,-,-,-
527,0.3,0.3,0.6,0.2,0.5,0.5,-,0.5,0.1,0.1,0.3,-,-,-,-
528,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
529,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
530,1,1,2,0.7,2.3,1,-,1,-,0.7,1.7,-,-,-,-
531,0.1,0.1,0.3,0.5,0.5,0.3,-,0.3,-,-,0.3,-,-,-,-
532,0.7,0.2,0.8,0.2,0.3,0.1,-,0.2,-,0.1,0.2,-,-,-,-
533,0.3,0.1,0.4,0.1,0.5,0.6,0.1,0.1,-,-,0.1,-,-,-,-
534,0.9,0.5,1.4,0.6,0.6,0.4,0.1,1.6,0.4,0.1,0.5,-,-,-,-
535,-,-,-,-,0.5,-,-,-,-,-,0.5,-,-,-,-
536,-,0.5,0.5,-,-,0.5,-,-,-,-,-,-,-,-,-
537,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-
538,-,-,-,-,0.3,-,-,0.3,-,-,-,-,-,-,-
539,0.7,0.6,1.3,0.1,0.4,0.6,-,0.3,-,-,0.2,-,-,-,-
540,0.7,0.2,0.9,0.1,0.3,0.8,-,0.2,0.1,-,0.2,-,-,-,-
541,1,-,1,-,-,1,-,-,-,-,1,-,-,-,-
542,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
543,0.1,0.2,0.3,-,0.1,0.6,0.8,0.1,-,-,-,-,-,-,-
544,0.4,0.6,1,-,0.2,0.4,-,1.2,-,-,0.2,-,-,-,-
545,0.5,-,0.5,0.3,0.2,0.7,-,0.5,-,-,0.2,-,-,-,-
546,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
547,3,-,3,1,-,2,1,-,-,-,1,-,-,-,-
548,0.8,0.1,0.9,0.5,0.8,0.7,-,2.5,0.5,-,0.3,-,-,-,-
549,0.7,-,0.7,-,0.7,-,-,-,-,-,-,-,-,-,-
550,0.5,-,0.5,-,0.5,1,-,0.5,-,-,-,-,-,-,-
551,0.7,0.4,1.1,0.3,0.3,0.6,0.1,0.5,0.1,-,0.2,-,-,-,-
552,-,-,-,1,1,1,-,1,-,-,-,-,-,-,-
553,2,-,2,-,1,1,-,-,-,-,-,-,-,-,-
554,0.5,0.5,1,-,0.7,0.1,0.3,0.1,0.1,-,0.2,-,-,-,-
555,0.3,-,0.3,-,0.3,-,-,-,-,-,-,-,-,-,-
556,1,-,1,1,-,3,-,4,1,-,1,-,-,-,-
557,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
558,1,-,1,-,1,0.5,-,-,-,-,-,-,-,-,-
559,-,0.5,0.5,0.5,0.5,0.5,-,1,-,-,-,-,-,-,-
560,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-
561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
562,1,0.6,1.6,-,-,1.6,-,1,0.2,-,0.4,-,-,-,-
563,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
564,-,2,2,-,-,1,-,-,1,-,-,-,-,-,-
565,-,-,-,-,-,0.3,0.3,-,-,-,-,-,-,-,-
566,0.2,0.1,0.3,-,0.2,0.1,-,-,-,-,-,-,-,-,-
567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
568,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
569,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
570,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
571,0.7,0.1,0.9,0.6,0.3,0.3,-,3.1,0.4,-,0.4,-,-,-,-
572,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
574,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
575,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
576,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
577,-,-,-,-,-,-,-,1.3,-,-,-,1.5,-,1,0.5
578,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
579,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-
