,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav
268,1.5,0.8,2.3,0.3,0.2,1.6,0.3,0.6,0.2,-,0.8,-,-,-,-
269,1.2,0.7,1.8,0.7,0.3,0.7,-,1.7,0.2,-,0.2,-,-,-,-
270,1.6,0.2,1.8,0.5,1,0.7,0.1,3,0.6,0.1,0.7,-,-,-,-
271,1.9,0.7,2.6,0.9,1,1.3,0.1,0.2,0.1,0.1,0.7,-,-,-,-
272,0.9,0.6,1.5,0.3,1.2,0.3,0.3,0.3,-,-,0.5,-,-,-,-
273,1.1,0.2,1.3,0.3,1.3,1,-,0.5,0.1,-,0.5,-,-,-,-
274,0.3,0.2,0.5,-,0.6,1.2,0.4,0.7,-,-,0.2,-,-,-,-
275,1.4,0.5,2,0.9,0.5,0.8,-,0.8,0.3,-,0.4,-,-,-,-
276,0.9,0.2,1.1,0.3,-,0.2,-,2.2,0.2,-,0.5,-,-,-,-
277,1,0.4,1.4,0.4,2.1,1.5,0.1,0.4,-,-,0.5,-,-,-,-
278,1.1,1.2,2.3,0.4,1.3,1,0.1,0.2,-,0.3,0.9,-,-,-,-
279,0.4,0.7,1.1,-,0.6,0.7,-,0.1,-,-,0.4,-,-,-,-
280,0.2,0.1,0.3,-,0.3,1,0.4,0.7,-,-,0.1,-,-,-,-
281,1.2,0.6,1.8,0.6,0.3,0.6,0.1,2.3,0.2,0.1,0.7,-,-,-,-
282,0.7,0.3,1,-,0.4,0.1,0.2,0.1,-,-,-,-,-,-,-
283,1.2,0.4,1.6,0.3,1.6,1,-,0.5,0.2,-,0.5,-,-,-,-
284,1.8,0.2,2,1.2,0.4,1.2,-,2.4,0.4,-,-,-,-,-,-
285,2.3,1.2,3.4,0.6,1,2.1,-,0.7,0.5,0.1,0.6,-,-,-,-
286,1.6,1,2.6,0.6,1.5,0.5,-,0.4,0.1,0.3,0.7,-,-,-,-
287,1.6,0.3,1.9,0.2,0.3,0.9,-,0.2,0.1,-,0.5,-,-,-,-
288,1,0.9,2,0.4,0.6,0.6,0.1,0.4,0.1,0.1,0.8,-,-,-,-
289,1.1,1.2,2.2,0.5,0.8,0.9,-,1.5,0.4,0.2,0.5,-,-,-,-
290,1.1,0.3,1.4,0.5,1.3,0.4,-,1.5,0.3,0.2,0.8,-,-,-,-
291,1,0.5,1.5,0.8,0.6,0.7,0.1,0.3,0.2,-,0.2,-,-,-,-
292,0.3,0.2,0.5,-,-,-,-,2,-,-,-,2.8,0.2,1.5,1.2
293,1.4,0.7,2.1,1,1,0.8,0.1,0.7,0.1,0.2,1,-,-,-,-
294,1.8,1.4,3.2,0.5,0.4,0.6,-,0.6,0.1,0.1,0.5,-,-,-,-
295,1.5,0.8,2.3,0.9,0.5,0.7,-,3.1,-,-,0.5,-,-,-,-
296,0.6,0.3,0.9,0.1,0.2,0.3,0.1,0.6,-,0.1,0.3,-,-,-,-
297,0.5,0.2,0.6,0.1,1.3,0.3,-,0.2,0.1,0.1,0.5,-,-,-,-
298,1.4,0.6,2,0.6,1.6,0.9,0.1,2.3,0.5,0.3,0.4,-,-,-,-
299,1.2,0.3,1.5,0.3,0.9,0.5,0.2,0.3,0.1,-,0.7,-,-,-,-
300,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
301,1.6,0.8,2.4,0.8,0.6,0.7,0.1,1.3,0.3,0.3,0.7,-,-,-,-
302,1.2,-,1.2,0.4,1.9,0.5,-,0.8,-,0.1,0.1,-,-,-,-
303,0.9,0.7,1.6,0.4,0.8,0.9,0.3,0.6,-,-,0.3,-,-,-,-
304,-,0.1,0.1,-,0.1,-,-,1.3,-,-,-,2.3,0.2,1.8,0.3
305,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-
306,-,0.1,0.1,-,0.2,0.1,-,1.2,-,-,-,2.6,0.2,1.8,0.6
307,2.3,0.8,3,0.3,0.6,1,-,0.5,-,-,0.6,-,-,-,-
308,1,0.5,1.5,0.5,1.7,1.1,0.2,0.6,-,-,0.6,-,-,-,-
309,0.7,-,0.7,-,-,-,-,-,-,-,0.3,-,-,-,-
310,0.8,0.2,1,0.5,0.5,0.5,-,4.7,0.7,0.2,0.2,-,-,-,-
311,1.2,0.8,2,0.3,-,0.3,-,1.7,0.2,0.2,0.5,-,-,-,-
312,0.4,0.2,0.5,-,0.8,0.7,0.3,0.6,-,0.1,0.3,-,-,-,-
313,1.3,0.3,1.7,0.7,1.7,0.7,-,0.7,-,0.3,1.3,-,-,-,-
314,-,0.1,0.1,-,-,-,-,1.3,-,-,-,3.3,0.9,1.4,1
315,1.1,0.3,1.4,0.5,0.4,0.3,-,3,0.5,0.1,0.2,-,-,-,-
316,0.8,0.6,1.4,0.4,0.1,0.4,-,0.3,0.2,-,0.3,-,-,-,-
317,1.7,1.1,2.8,0.6,0.3,1.2,0.1,2.5,0.3,0.1,0.8,-,-,-,-
318,0.8,0.3,1,0.4,0.5,0.8,-,2.7,0.4,0.1,0.2,-,-,-,-
319,1.6,0.2,1.8,0.9,0.2,0.5,-,3,0.5,-,0.4,-,-,-,-
320,1.5,0.6,2.2,1,0.3,0.9,-,0.5,-,-,0.5,-,-,-,-
321,1.8,0.6,2.5,0.6,0.8,0.9,-,1.2,0.2,0.1,0.1,-,-,-,-
322,0.1,-,0.1,-,0.3,0.1,-,1,-,-,-,2.5,0.2,1.4,0.8
323,5,1,6,2,-,1,-,-,-,-,-,-,-,-,-
324,0.3,0.3,0.6,0.1,0.8,0.5,0.1,0.3,-,0.2,0.3,-,-,-,-
325,0.5,-,0.5,0.4,0.2,0.2,-,1.6,0.3,0.1,0.2,-,-,-,-
326,1.6,1.1,2.6,1,0.8,0.8,-,1.2,0.3,-,0.6,-,-,-,-
327,1.5,0.5,2,-,1.5,1,-,0.5,-,-,0.5,-,-,-,-
328,1,0.8,1.8,0.3,0.9,0.4,0.1,1,0.1,0.1,0.5,-,-,-,-
329,0.8,0.3,1,0.6,0.3,0.3,0.1,0.8,-,0.3,0.3,-,-,-,-
330,0.4,0.1,0.5,0.3,0.4,0.6,0.1,0.3,0.1,-,0.3,-,-,-,-
331,0.7,0.2,0.9,1.4,0.2,0.4,0.1,4.6,0.8,-,0.5,-,-,-,-
332,0.6,0.4,1.1,0.3,0.6,0.4,-,0.6,0.2,-,0.5,-,-,-,-
333,0.7,0.3,1,0.3,0.5,0.6,0.1,0.3,-,0.1,0.5,-,-,-,-
334,1.8,0.7,2.5,0.6,0.7,1.5,0.2,1.4,0.3,0.2,0.5,-,-,-,-
335,1.5,0.6,2,0.7,0.9,0.7,-,0.8,0.3,0.1,0.5,-,-,-,-
336,0.9,0.2,1.1,0.5,0.1,0.6,-,1.3,0.5,0.1,-,-,-,-,-
337,1.4,0.1,1.5,0.5,0.2,0.3,-,0.2,-,-,0.3,-,-,-,-
338,1.4,0.7,2,0.9,0.3,0.7,-,5.2,1.1,-,0.4,-,-,-,-
339,1.6,0.9,2.5,0.7,0.2,0.7,0.1,0.9,-,-,1,-,-,-,-
340,2.1,1.1,3.2,1,0.7,1.6,-,1.4,0.4,0.1,0.6,-,-,-,-
341,0.7,0.3,1,0.5,0.4,0.3,0.1,2.8,0.7,-,0.3,-,-,-,-
342,0.7,0.3,1,-,1.2,0.5,0.2,0.3,0.2,0.1,0.5,-,-,-,-
343,0.6,0.1,0.7,0.4,0.1,0.2,-,2.1,0.3,0.1,0.2,-,-,-,-
344,1.2,0.3,1.6,0.9,0.2,0.7,-,4.1,0.8,-,0.4,-,-,-,-
345,1.3,0.5,1.8,0.8,0.2,0.3,0.1,1.4,0.2,0.4,0.9,-,-,-,-
346,0.9,0.4,1.3,1,0.4,1,-,4,1.2,-,0.7,-,-,-,-
347,0.7,0.2,0.9,0.2,0.7,0.7,0.3,0.3,-,-,0.4,-,-,-,-
348,0.9,0.9,1.8,0.2,0.5,0.3,-,1.6,0.3,0.2,0.4,-,-,-,-
349,1.3,0.2,1.5,0.6,0.2,1,-,2.4,0.7,-,0.6,-,-,-,-
350,0.7,0.3,1,0.3,0.3,-,-,2,1,0.3,0.7,-,-,-,-
351,0.5,0.5,1,0.2,0.6,0.3,-,0.3,0.1,-,0.6,-,-,-,-
352,1,0.6,1.6,0.2,0.7,0.5,0.1,0.7,-,0.2,0.2,-,-,-,-
353,-,0.2,0.2,-,0.6,0.3,-,0.1,-,-,0.2,-,-,-,-
354,1.4,0.4,1.8,0.8,0.5,0.9,-,4.2,0.8,0.2,0.6,-,-,-,-
355,0.4,0.4,0.8,0.3,0.8,0.3,0.1,0.3,0.1,-,0.3,-,-,-,-
356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
357,0.1,0.1,0.2,-,0.5,0.9,0.3,0.1,-,-,0.4,-,-,-,-
358,-,0.2,0.2,-,0.2,-,-,0.5,-,-,-,2.8,0.2,2,0.7
359,0.5,0.3,0.8,0.5,0.8,0.8,0.3,0.5,-,-,-,-,-,-,-
360,1,0.4,1.4,0.2,0.4,0.4,-,0.2,-,-,0.4,-,-,-,-
361,1,0.6,1.6,0.7,0.5,0.7,-,1.7,0.2,0.6,0.4,-,-,-,-
362,0.8,0.6,1.4,0.2,0.5,0.5,-,1.1,-,0.3,0.2,-,-,-,-
363,1,0.5,1.5,0.5,-,-,-,2,-,0.5,1,-,-,-,-
364,2.3,0.5,2.8,0.2,2,1.3,0.5,1.8,-,0.3,1.3,-,-,-,-
365,1.5,0.8,2.3,0.6,0.6,0.8,0.1,1.2,0.5,0.2,0.6,-,-,-,-
366,1.2,0.8,2.1,0.4,0.3,0.4,0.1,1,0.2,0.1,0.7,-,-,-,-
367,1.1,0.8,1.9,0.4,0.6,0.4,-,0.8,0.3,0.1,0.5,-,-,-,-
368,0.7,0.5,1.2,0.3,0.1,0.4,0.1,0.2,-,-,0.4,-,-,-,-
369,0.6,0.4,1,0.9,0.6,0.4,-,2.9,1,0.2,0.4,-,-,-,-
370,1,0.3,1.3,0.4,0.1,0.4,-,2.9,0.2,0.1,0.3,-,-,-,-
371,1,-,1,0.5,-,0.2,-,2,0.3,-,0.3,-,-,-,-
372,2.4,0.9,3.3,1,0.5,0.4,-,2.9,0.5,0.3,0.6,-,-,-,-
373,0.3,0.5,0.8,0.3,0.5,0.8,-,3.2,1.2,0.1,0.8,-,-,-,-
374,-,-,-,-,0.2,0.2,-,-,-,-,-,3.2,0.7,2.3,0.2
375,2,0.7,2.7,0.5,0.8,0.5,-,2,0.2,-,0.3,-,-,-,-
376,2,0.7,2.8,0.5,0.6,1.2,-,0.7,0.3,-,0.8,-,-,-,-
377,0.4,0.2,0.6,0.2,-,0.4,0.2,-,-,-,-,-,-,-,-
378,0.8,0.4,1.1,0.3,0.6,0.3,-,-,-,-,0.3,-,-,-,-
379,0.7,0.5,1.2,0.7,0.3,0.3,0.3,1.3,0.2,0.5,0.3,-,-,-,-
380,1.4,0.4,1.7,1,0.1,0.5,0.1,2.1,0.2,-,0.1,-,-,-,-
381,0.3,0.3,0.7,0.1,0.1,0.4,-,0.1,-,-,0.3,-,-,-,-
382,1.7,0.5,2.2,0.9,0.7,0.9,-,0.7,0.3,0.1,0.8,-,-,-,-
383,0.7,-,0.7,0.3,-,0.3,-,0.3,-,-,0.3,-,-,-,-
384,0.3,0.7,1,0.7,0.3,0.3,0.3,1.3,-,0.3,-,-,-,-,-
385,0.4,0.2,0.6,0.2,0.4,0.3,0.1,0.3,0.1,-,0.3,-,-,-,-
386,0.7,-,0.7,0.3,0.7,-,-,-,0.3,-,0.7,-,-,-,-
387,1.3,0.4,1.7,0.4,0.3,0.8,-,0.7,0.1,-,0.5,-,-,-,-
388,0.8,0.9,1.7,0.3,0.4,0.5,0.4,0.6,0.1,0.1,0.4,-,-,-,-
389,1.2,0.2,1.5,0.4,0.2,0.5,-,3.3,0.3,0.1,0.1,-,-,-,-
390,0.9,0.3,1.2,0.2,0.1,0.5,-,2.3,0.3,-,0.3,-,-,-,-
391,1.3,0.5,1.8,1,0.7,0.8,-,0.9,0.2,-,0.4,-,-,-,-
392,1.8,0.8,2.5,0.1,1.4,1,-,1.5,0.4,0.1,0.3,-,-,-,-
393,0.5,0.3,0.8,0.3,0.3,-,0.3,0.5,-,-,-,-,-,-,-
394,1.4,0.4,1.8,0.2,1.4,0.4,0.2,0.6,-,-,0.2,-,-,-,-
395,0.3,0.1,0.4,0.1,0.1,-,-,0.3,-,-,0.3,-,-,-,-
396,0.3,0.6,0.9,0.1,0.3,0.2,0.3,0.3,0.1,0.1,0.5,-,-,-,-
397,1.6,0.5,2.1,1.2,0.6,0.7,-,2.7,0.4,0.1,0.4,-,-,-,-
398,1.4,0.9,2.3,0.5,0.6,0.9,0.1,0.4,0.1,-,0.5,-,-,-,-
399,0.5,0.2,0.7,0.1,0.2,0.8,0.2,0.2,-,-,0.2,-,-,-,-
400,0.3,0.2,0.5,0.2,0.4,0.4,0.2,0.2,-,0.1,0.4,-,-,-,-
401,0.3,-,0.3,-,0.3,-,0.3,0.3,-,-,-,-,-,-,-
402,0.4,0.6,1,0.3,0.6,0.9,-,0.6,0.1,0.1,0.5,-,-,-,-
403,1,0.1,1.1,0.4,0.3,0.3,-,3,0.4,0.1,0.3,-,-,-,-
404,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-
405,1.9,0.9,2.8,1.3,1.4,2,-,1.6,0.2,-,0.8,-,-,-,-
406,1,0.4,1.4,0.3,0.2,0.1,-,0.8,0.1,0.2,0.4,-,-,-,-
407,0.8,-,0.8,0.2,0.2,0.3,-,0.2,-,-,-,-,-,-,-
408,0.5,0.3,0.8,0.1,1,1,0.1,0.3,-,0.1,0.4,-,-,-,-
409,0.9,0.6,1.6,0.4,0.7,1.1,-,1.8,0.6,0.1,0.1,-,-,-,-
410,0.3,0.5,0.8,0.3,0.3,0.3,-,3.5,0.5,-,-,-,-,-,-
411,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-
412,1.1,0.3,1.4,0.4,0.4,0.9,-,2.8,0.6,0.1,0.3,-,-,-,-
413,-,-,-,-,0.2,-,-,0.6,-,-,-,4.8,-,3.4,1.4
414,1.3,1.1,2.4,0.1,0.1,0.9,0.1,0.3,0.1,-,0.3,-,-,-,-
415,1.1,0.8,1.9,0.2,0.3,0.4,0.1,0.7,0.3,0.1,0.6,-,-,-,-
416,1.2,0.5,1.7,0.8,0.5,0.5,-,0.8,-,-,0.3,-,-,-,-
417,0.3,0.3,0.5,-,-,-,0.1,0.2,0.1,-,0.2,-,-,-,-
418,1.5,-,1.5,-,0.5,1,-,-,-,-,-,-,-,-,-
419,-,-,-,-,-,-,-,1.5,-,-,-,1.5,-,-,1.5
420,0.7,0.4,1.1,0.2,0.5,0.3,0.1,0.1,0.1,-,0.3,-,-,-,-
421,1.8,0.8,2.5,1.3,0.5,0.8,-,5.3,0.5,-,-,-,-,-,-
422,0.3,0.5,0.8,1.3,-,0.3,-,0.5,0.5,-,0.5,-,-,-,-
423,0.5,0.2,0.7,0.2,0.9,0.4,-,0.1,0.1,-,0.2,-,-,-,-
424,1.1,0.7,1.8,0.6,0.3,0.1,-,1.6,0.2,0.1,0.4,-,-,-,-
425,1.1,0.4,1.5,0.3,0.3,0.4,-,0.3,0.2,-,0.5,-,-,-,-
426,1,0.2,1.2,0.6,0.3,0.4,0.1,3.4,0.7,0.1,0.3,-,-,-,-
427,0.5,-,0.5,0.1,0.5,0.5,0.1,1.5,0.4,0.2,0.2,-,-,-,-
428,0.5,0.1,0.6,0.5,-,0.7,-,2.8,0.1,-,0.2,-,-,-,-
429,0.1,0.2,0.2,-,0.5,0.4,0.1,0.4,-,-,0.1,-,-,-,-
430,0.7,0.2,0.9,0.1,0.5,0.4,-,0.5,-,0.2,0.2,-,-,-,-
431,1,1,2,0.2,1,0.5,-,0.7,0.2,-,0.5,-,-,-,-
432,0.9,0.3,1.2,0.2,0.4,0.7,0.1,0.2,0.1,0.1,0.6,-,-,-,-
433,0.8,0.4,1.2,0.2,0.3,0.6,-,0.1,0.1,-,0.4,-,-,-,-
434,0.3,0.3,0.7,0.2,-,0.2,-,0.3,0.2,-,-,-,-,-,-
435,0.2,0.3,0.5,0.3,0.2,0.7,0.1,0.5,-,-,0.5,-,-,-,-
436,1,1,2,-,-,2,-,7,-,-,-,-,-,-,-
437,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-
438,0.8,0.9,1.8,0.2,1,1,0.2,0.8,0.1,0.1,0.7,-,-,-,-
439,0.1,0.1,0.2,0.1,0.3,0.4,0.1,0.4,-,-,-,-,-,-,-
440,1,0.2,1.2,0.2,0.2,0.3,0.2,-,-,-,0.5,-,-,-,-
441,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
442,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-
443,0.1,0.1,0.3,-,0.9,0.5,0.3,0.2,-,-,0.1,-,-,-,-
444,1.9,1.3,3.2,1.1,1.1,1.6,-,1.9,0.3,0.1,1.6,-,-,-,-
445,0.2,-,0.2,-,0.4,0.6,0.3,0.4,-,-,0.3,-,-,-,-
446,0.6,0.5,1.1,0.2,0.6,0.6,0.1,0.1,-,-,0.4,-,-,-,-
447,1,0.5,1.5,0.2,0.1,0.3,-,0.5,0.1,-,0.4,-,-,-,-
448,0.8,0.2,1,0.5,0.1,1.1,0.1,3.5,0.7,0.1,0.6,-,-,-,-
449,0.7,0.3,1.1,0.6,0.6,0.2,-,0.7,0.1,0.1,0.3,-,-,-,-
450,0.5,0.5,1,-,0.1,0.3,-,0.4,-,0.1,0.3,-,-,-,-
451,0.8,0.4,1.3,0.1,0.6,0.4,0.1,0.3,-,-,0.5,-,-,-,-
452,0.6,0.7,1.3,0.4,0.6,0.6,-,0.4,0.1,-,0.2,-,-,-,-
453,0.6,0.5,1.1,0.2,0.3,-,-,0.2,-,-,0.4,-,-,-,-
454,1,0.4,1.4,0.3,0.3,0.5,0.1,1.4,0.2,0.1,0.3,-,-,-,-
455,0.3,0.1,0.4,0.3,0.1,0.4,-,1.4,0.5,-,0.1,-,-,-,-
456,0.3,-,0.3,0.2,0.3,0.2,-,0.2,0.2,-,0.2,-,-,-,-
457,0.9,0.9,1.7,0.5,1.2,1.1,-,0.1,-,-,0.2,-,-,-,-
458,0.3,0.3,0.5,0.1,0.5,0.3,-,0.1,0.3,0.1,-,-,-,-,-
459,0.6,0.3,0.9,-,-,0.3,0.1,0.6,-,-,0.2,-,-,-,-
460,0.7,-,0.7,0.3,-,-,-,2.3,-,-,-,-,-,-,-
461,0.3,-,0.3,-,0.3,0.3,0.1,0.1,0.1,-,0.3,-,-,-,-
462,1.3,0.6,1.9,0.3,-,0.1,-,1.1,-,0.3,0.3,-,-,-,-
463,-,0.3,0.3,0.7,0.3,-,-,-,-,-,-,-,-,-,-
464,-,0.1,0.1,0.1,0.6,0.4,0.3,0.1,-,-,0.1,-,-,-,-
465,0.6,0.6,1.2,0.2,0.3,0.6,0.5,0.4,0.1,-,0.3,-,-,-,-
466,0.5,0.4,1,0.4,0.5,0.4,-,1.6,0.4,0.1,0.4,-,-,-,-
467,0.7,0.4,1.1,0.1,0.1,0.6,-,0.5,0.1,-,0.4,-,-,-,-
468,1.4,0.2,1.6,-,0.2,-,-,0.6,-,-,0.2,-,-,-,-
469,1,2,3,0.5,-,-,-,-,-,-,-,-,-,-,-
470,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
471,1,-,1,-,1,-,-,-,-,-,1,-,-,-,-
472,0.6,0.3,0.9,0.2,0.1,0.5,-,0.6,0.1,-,0.2,-,-,-,-
473,0.3,0.2,0.5,-,0.1,0.2,-,0.3,0.1,-,0.2,-,-,-,-
474,0.3,0.2,0.5,0.1,0.4,0.3,-,0.5,-,0.1,0.5,-,-,-,-
475,2.5,2,4.5,-,0.5,-,0.5,1,-,-,-,-,-,-,-
476,1,1,2,-,1,1,-,1,-,-,-,-,-,-,-
477,0.5,0.4,0.8,0.2,0.2,0.2,-,0.5,0.2,-,0.3,-,-,-,-
478,0.8,0.3,1.1,0.4,0.7,0.7,-,0.6,0.2,-,0.6,-,-,-,-
479,0.1,0.2,0.3,0.3,0.4,-,-,0.1,-,0.1,0.6,-,-,-,-
480,0.4,-,0.4,0.6,0.2,0.8,-,0.8,0.2,0.1,0.1,-,-,-,-
481,0.3,-,0.3,0.6,-,0.7,-,1,0.4,-,-,-,-,-,-
482,1.5,-,1.5,1.3,0.3,0.5,-,0.3,0.3,-,0.5,-,-,-,-
483,0.4,0.2,0.6,0.1,0.4,0.5,0.2,0.2,-,-,0.1,-,-,-,-
484,1.2,0.9,2.1,0.1,0.2,0.7,-,0.9,-,-,0.5,-,-,-,-
485,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
486,0.8,0.5,1.3,0.1,0.8,0.5,0.2,0.4,0.1,-,0.3,-,-,-,-
487,-,0.5,0.5,-,0.3,0.5,-,-,-,-,0.3,-,-,-,-
488,0.3,0.5,0.8,-,-,-,-,0.8,-,-,-,-,-,-,-
489,0.3,0.1,0.4,-,0.3,0.1,0.2,-,-,-,0.2,-,-,-,-
490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
491,-,-,-,-,-,-,-,1.7,-,-,-,4.3,0.3,3.3,0.7
492,0.4,0.5,0.9,-,0.4,0.4,0.1,0.4,-,-,0.2,-,-,-,-
493,0.3,0.4,0.7,0.1,-,0.1,-,0.1,-,-,-,-,-,-,-
494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
495,0.9,0.8,1.6,0.5,0.1,0.5,-,1.4,-,0.3,0.4,-,-,-,-
496,-,-,-,0.5,-,-,-,-,-,-,0.5,-,-,-,-
497,0.5,0.2,0.7,0.2,0.4,0.8,-,0.3,-,0.1,0.2,-,-,-,-
498,0.3,-,0.3,-,0.4,0.3,-,0.2,-,-,-,-,-,-,-
499,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
500,0.6,0.1,0.7,-,0.1,0.3,-,-,-,-,-,-,-,-,-
501,0.7,0.2,0.9,0.2,0.5,0.9,-,-,0.1,-,0.5,-,-,-,-
502,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-
503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
504,0.2,0.2,0.4,0.1,0.2,0.2,-,0.1,0.1,-,-,-,-,-,-
505,1,-,1,-,-,-,-,0.5,-,-,-,-,-,-,-
506,0.9,0.1,1,0.1,0.1,0.2,-,0.2,-,-,0.3,-,-,-,-
507,1,1.8,2.8,-,0.3,-,-,0.3,0.3,-,-,-,-,-,-
508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
509,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
510,5,-,5,1,-,-,-,2,-,1,1,-,-,-,-
511,0.3,0.8,1.1,-,0.8,0.4,0.1,0.4,0.1,-,0.1,-,-,-,-
512,0.5,0.4,0.9,-,0.5,0.3,-,0.1,0.1,0.1,0.3,-,-,-,-
513,0.1,0.1,0.2,0.4,0.1,0.2,0.1,0.1,-,0.1,-,-,-,-,-
514,1.9,0.7,2.6,0.7,0.2,0.6,0.1,2.6,0.5,0.1,0.1,-,-,-,-
515,1.1,0.4,1.6,0.3,0.3,0.1,-,0.3,0.3,-,0.3,-,-,-,-
516,0.3,-,0.3,-,-,0.5,-,0.3,-,-,-,-,-,-,-
517,0.5,0.2,0.7,0.1,0.2,0.5,-,0.2,-,0.1,0.1,-,-,-,-
518,-,-,-,-,-,0.3,-,0.7,-,-,-,-,-,-,-
519,-,0.5,0.5,-,1,-,-,-,-,-,-,-,-,-,-
520,-,0.5,0.5,-,-,-,-,0.5,-,-,-,-,-,-,-
521,0.7,0.1,0.8,0.7,0.1,0.3,0.1,2.9,1.1,-,0.4,-,-,-,-
522,0.2,0.3,0.4,-,-,0.1,-,0.1,-,0.1,0.5,-,-,-,-
523,0.9,0.4,1.3,0.2,0.2,0.2,-,1,0.2,0.1,0.2,-,-,-,-
524,0.3,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-
525,0.5,-,0.5,-,1,0.5,-,-,-,-,-,-,-,-,-
526,-,1,1,-,-,-,-,2,-,-,-,-,-,-,-
527,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
528,0.7,0.3,1,0.3,0.7,1,-,0.3,-,-,-,-,-,-,-
529,0.5,0.5,1,-,0.5,-,-,1,0.5,-,-,-,-,-,-
530,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
531,0.5,-,0.5,0.3,0.3,-,-,0.3,-,0.3,0.3,-,-,-,-
532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
533,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-
534,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
536,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
538,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
539,-,-,-,0.7,-,-,-,1,-,-,-,-,-,-,-
540,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
542,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
544,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
545,-,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-
546,0.1,0.2,0.3,-,0.3,0.7,0.1,0.2,-,-,-,-,-,-,-
547,-,0.7,0.7,-,0.8,0.7,0.2,0.7,-,-,0.5,-,-,-,-
548,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
549,0.8,0.3,1,0.1,0.5,0.1,0.1,1,0.1,0.1,-,-,-,-,-
550,-,-,-,-,-,-,-,0.5,-,-,-,2,-,1.5,0.5
551,0.5,1,1.5,-,-,2,1,0.5,-,-,0.5,-,-,-,-
552,0.2,0.2,0.3,0.1,0.1,0.2,0.1,0.1,-,-,0.2,-,-,-,-
553,-,0.3,0.3,-,0.7,0.7,-,0.3,-,-,-,-,-,-,-
554,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
555,0.5,1.5,2,-,-,-,0.5,0.5,0.5,-,0.5,-,-,-,-
556,1,0.2,1.2,0.3,0.7,1.1,0.1,0.1,-,0.1,0.5,-,-,-,-
557,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-
558,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
560,0.7,0.4,1.1,0.6,0.1,0.7,-,1.7,0.6,0.3,0.1,-,-,-,-
561,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
562,-,-,-,1,-,0.5,-,0.5,0.5,-,-,-,-,-,-
563,-,1,1,-,-,-,-,3,-,-,-,2,1,1,-
