,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav
33,1.7,0.8,2.5,0.4,1.1,1,0.3,0.4,-,-,0.7,-,-,-,-
34,2.5,0.7,3.3,0.9,2.2,1,-,1.4,0.1,0.8,0.4,-,-,-,-
35,1.6,0.3,1.9,1.7,0.9,2.3,0.1,5,1.6,0.2,0.5,-,-,-,-
36,0.7,0.5,1.2,0.2,0.6,1,0.2,0.6,0.2,0.1,0.5,-,-,-,-
37,0.5,-,0.5,0.3,0.3,0.3,0.3,1,0.1,-,0.4,-,-,-,-
38,1.8,0.5,2.3,1.4,0.4,0.9,-,4.5,0.9,0.1,0.6,-,-,-,-
39,2.3,0.7,3.1,1,1.3,1.6,-,1,0.1,0.1,0.9,-,-,-,-
40,0.1,0.1,0.1,-,0.1,-,-,1,-,-,-,4.1,0.4,2.5,1.2
41,2.3,0.8,3.1,1.2,1.2,2,-,0.7,0.4,-,1.7,-,-,-,-
42,1.7,1.5,3.3,0.3,1.6,1.3,0.3,0.5,-,-,0.6,-,-,-,-
43,0.7,0.3,1,0.1,1.1,0.8,0.2,0.3,0.1,-,0.4,-,-,-,-
44,2.7,0.8,3.5,0.8,1.7,1.5,-,1.6,0.4,-,1,-,-,-,-
45,1.8,0.6,2.4,1.1,0.4,1,0.1,1.3,0.1,0.2,0.4,-,-,-,-
46,1.5,0.8,2.3,0.5,0.4,0.3,-,0.6,0.3,-,0.7,-,-,-,-
47,1.6,0.4,2,1.3,0.8,1.2,-,1.3,0.3,0.2,0.9,-,-,-,-
48,2.8,0.7,3.5,1.5,0.8,1,-,2.2,0.2,0.2,1.4,-,-,-,-
49,0.3,0.5,0.8,-,0.3,0.1,0.3,0.1,-,-,0.1,-,-,-,-
50,0.2,0.2,0.4,-,1.4,1.3,0.9,1.1,0.2,-,0.5,-,-,-,-
51,1.4,0.6,2,1.3,0.8,0.8,-,4.1,0.3,0.1,0.3,-,-,-,-
52,1.4,1.4,2.8,0.4,1,0.5,0.3,0.4,0.1,0.1,0.9,-,-,-,-
53,2.1,0.6,2.7,1.5,0.7,0.9,-,7.2,0.5,0.1,0.8,-,-,-,-
54,2.5,0.8,3.2,1.5,1.1,1.4,-,2,0.3,0.2,0.7,-,-,-,-
55,-,0.1,0.1,-,0.1,-,-,0.9,-,-,0.1,3.8,0.4,2.4,0.9
56,-,0.3,0.3,-,-,0.3,-,2,-,-,-,5.3,0.3,3.7,1.3
57,1.3,0.7,1.9,0.7,0.8,0.6,-,1.4,0.3,0.1,0.7,-,-,-,-
58,2,0.5,2.5,1.1,0.6,1.1,-,4.7,0.2,0.2,1,-,-,-,-
59,1.5,0.7,2.2,0.3,1.2,0.7,0.1,0.2,-,-,0.4,-,-,-,-
60,1.2,0.6,1.8,1,0.4,0.9,0.1,6,0.9,0.1,0.5,-,-,-,-
61,1.7,0.5,2.2,0.9,0.6,0.8,-,5,0.8,0.1,0.7,-,-,-,-
62,3,1.2,4.2,1.3,1.4,1.7,-,1.1,0.2,-,0.9,-,-,-,-
63,2.1,0.6,2.8,1,1.4,1.2,0.1,0.8,0.1,0.1,1.1,-,-,-,-
64,-,-,-,-,0.2,-,-,0.6,-,-,-,4.2,0.2,3,1
65,1.4,0.4,1.8,0.5,0.3,0.9,-,2.8,0.6,0.1,0.6,-,-,-,-
66,1.3,0.3,1.7,1.8,1.3,1.3,0.1,4,0.2,0.1,0.3,-,-,-,-
67,-,-,-,-,0.1,-,-,0.8,-,-,-,3.7,0.2,2.3,1.2
68,2.3,1.1,3.4,1.7,0.9,1.2,-,2.7,0.2,0.3,0.8,-,-,-,-
69,0.9,-,0.9,0.9,0.1,0.6,-,6,1.3,-,0.1,-,-,-,-
70,1.7,0.4,2.1,0.3,1.4,0.9,0.3,0.6,-,-,0.3,-,-,-,-
71,1.3,0.9,2.2,0.6,0.4,0.2,0.2,0.9,0.1,0.1,0.8,-,-,-,-
72,2,1.2,3.2,0.6,1.1,1.3,0.1,0.3,0.2,0.1,0.6,-,-,-,-
73,2.2,0.8,3,1.2,0.8,0.7,0.1,2.1,0.6,0.5,1,-,-,-,-
74,1.6,0.3,1.9,1.6,0.1,0.6,-,3.9,0.7,-,0.1,-,-,-,-
75,1.2,0.3,1.5,2,0.2,1,-,4.3,0.8,0.1,0.5,-,-,-,-
76,2,0.3,2.4,1.5,0.3,0.7,-,3.1,0.8,0.1,0.5,-,-,-,-
