,Age,Height,Market_Value,Months_left,Sub_app,Mins,Goals,Assists,PS%,MotM,Rating,CrAss,CorAss,ThrbAss,FreAss,OthAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,Fouled,Fouls,SYBGs,PAGs,OOBGs,TotInt,COF,UnTch,Dispo,SYBSh,Card,League_EPL,League_Laliga,League_Ligue1,League_SerieA,Foot_left,Foot_right,Position_Group_Tiền vệ,Position_Group_Tiền đạo,Continent_Grouped_Europe,Continent_Grouped_Other,Club_Group_Lower Tier,Club_Group_Mid-High Tier,Club_Group_Mid-Tier,Club_Group_Top Tier,Club_Group_Upper Tier
967,28.0,184.0,7.5,37.0,10.0,1426.0,2.0,2.0,83.7,0.0,6.45,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.2,0.0,0.5,0.3,0.8,0.0,0.0,0.0,0.4,0.1,0.5,0.6,0.1,5,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
968,25.0,182.0,1.2,1.0,6.0,74.0,0.0,0.0,69.2,0.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
969,20.0,178.0,15.0,1.0,1.0,1658.0,1.0,0.0,84.8,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.7,0.3,0.1,1.7,1.3,1.4,0.0,0.0,0.0,1.9,0.0,1.5,0.9,0.0,10,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
970,28.0,178.0,1.5,25.0,7.0,644.0,0.0,2.0,72.4,1.0,6.69,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,1.1,1.1,0.9,0.0,0.0,0.0,0.7,0.0,1.1,0.6,0.0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
971,22.0,182.0,70.0,49.0,8.0,1098.0,1.0,2.0,89.0,1.0,6.93,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.8,0.1,0.0,1.0,1.6,1.1,0.0,0.0,0.1,0.9,0.1,0.4,0.6,0.0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
972,18.0,173.0,40.0,61.0,18.0,218.0,1.0,0.0,80.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.5,0.0,0.1,0.0,0.2,0.1,0.4,0.1,0.1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
973,28.0,175.0,1.5,13.0,5.0,615.0,1.0,0.0,73.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.1,0.0,0.8,0.5,0.7,0.0,0.1,0.0,0.4,0.0,1.8,0.2,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
974,23.0,186.0,7.5,1.0,3.0,1926.0,1.0,2.0,86.4,2.0,6.76,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.7,0.2,0.0,1.7,1.4,0.8,0.0,0.0,0.0,1.0,0.0,0.7,0.6,0.1,6,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
975,23.0,184.0,20.0,48.0,1.0,2538.0,2.0,0.0,87.1,1.0,6.64,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.4,0.2,0.0,3.6,0.2,1.3,0.0,0.0,0.0,1.1,0.0,0.6,0.3,0.0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
976,24.0,177.0,1.5,13.0,10.0,498.0,0.0,0.0,85.4,0.0,6.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.5,0.3,0.6,0.0,0.0,0.0,0.3,0.1,0.6,0.8,0.0,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
977,27.0,183.0,2.5,1.0,4.0,1431.0,0.0,0.0,87.6,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.4,0.3,0.0,2.4,0.5,0.8,0.0,0.0,0.0,0.9,0.0,0.5,0.1,0.0,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
978,31.0,187.0,2.5,1.0,4.0,620.0,0.0,0.0,87.7,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.5,0.2,0.1,2.3,0.1,0.6,0.0,0.0,0.0,0.5,0.0,0.5,0.1,0.2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
979,24.0,182.0,15.0,13.0,14.0,1214.0,1.0,2.0,92.8,0.0,6.69,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.5,0.1,0.0,1.5,0.2,0.7,0.0,0.0,0.0,0.4,0.0,0.5,0.2,0.2,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
980,25.0,189.0,1.2,37.0,3.0,226.0,0.0,0.0,81.5,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.2,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
981,26.0,182.0,130.0,49.0,2.0,2584.0,6.0,4.0,90.6,4.0,7.19,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.9,0.1,0.0,1.5,0.5,0.3,0.0,0.0,0.2,1.6,0.0,1.0,0.0,0.1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
982,29.0,180.0,18.0,37.0,2.0,1008.0,0.0,1.0,94.3,0.0,6.38,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.5,0.1,0.1,0.4,0.5,0.4,0.0,0.0,0.0,0.6,0.0,0.7,0.6,0.0,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
983,21.0,174.0,50.0,49.0,14.0,939.0,3.0,4.0,86.2,1.0,6.56,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.1,0.0,0.1,0.7,0.8,0.0,0.1,0.0,0.2,0.2,1.3,0.6,0.1,5,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
984,29.0,184.0,1.5,13.0,13.0,455.0,1.0,0.0,84.3,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.3,0.0,0.0,1.8,0.3,0.3,0.0,0.1,0.0,0.8,0.0,0.3,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
985,25.0,184.0,28.0,25.0,15.0,1015.0,10.0,3.0,77.3,0.0,6.67,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.5,0.2,0.0,0.3,0.1,0.2,0.2,1.0,0.3,0.3,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
986,29.0,187.0,3.0,1.0,3.0,464.0,0.0,0.0,82.7,0.0,6.34,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.1,0.0,0.6,1.0,0.2,0.0,0.0,0.0,0.4,0.0,0.3,0.4,0.0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
987,33.0,190.0,2.8,25.0,0.0,2876.0,0.0,2.0,84.4,0.0,6.73,0.0,0.0,0.0,0.0,0.1,0.9,0.1,0.2,0.2,0.0,4.6,0.5,1.4,0.0,0.0,0.0,0.9,0.0,0.4,0.1,0.1,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
988,26.0,165.0,6.0,13.0,4.0,2062.0,2.0,0.0,89.1,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.1,0.0,0.9,0.3,0.9,0.0,0.0,0.1,0.8,0.0,0.6,0.8,0.0,3,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
989,25.0,169.0,15.0,25.0,7.0,1737.0,0.0,2.0,88.7,0.0,6.72,0.0,0.0,0.0,0.0,0.1,0.2,0.6,0.7,0.0,0.0,1.8,0.6,0.4,0.0,0.0,0.0,0.9,0.1,0.6,0.3,0.1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
990,19.0,199.0,0.4,13.0,0.0,90.0,0.0,0.0,94.1,0.0,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
991,22.0,176.0,4.0,13.0,18.0,440.0,0.0,0.0,82.3,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.1,0.5,0.2,0.0,0.0,0.0,0.1,0.0,0.7,0.4,0.0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
992,25.0,196.0,0.8,13.0,0.0,360.0,0.0,0.0,58.3,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
993,30.0,166.0,0.9,13.0,2.0,260.0,0.0,0.0,66.4,1.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.2,0.0,0.8,0.2,0.7,0.0,0.0,0.0,1.3,0.0,0.5,0.3,0.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
994,27.0,181.0,45.0,13.0,14.0,861.0,2.0,2.0,95.0,0.0,6.51,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.2,0.6,0.5,0.0,0.1,0.0,0.2,0.0,0.1,0.2,0.0,3,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
995,22.0,185.0,20.0,1.0,2.0,1877.0,10.0,3.0,68.6,2.0,6.87,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.3,0.0,1.1,1.8,1.6,0.1,0.3,0.0,0.2,0.8,2.4,1.3,0.2,7,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
996,19.0,173.0,1.0,37.0,8.0,252.0,1.0,0.0,92.6,0.0,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.1,0.0,0.0,0.2,0.8,0.8,0.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
997,20.0,173.0,70.0,61.0,10.0,817.0,1.0,1.0,89.9,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.9,1.5,0.0,0.0,0.0,0.4,0.0,0.7,0.4,0.0,4,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
998,30.0,188.0,2.0,1.0,11.0,765.0,0.0,1.0,80.1,0.0,6.36,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.3,0.2,0.0,0.5,0.6,1.1,0.0,0.0,0.0,0.3,0.1,0.3,0.1,0.0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
999,23.0,186.0,7.5,37.0,16.0,785.0,1.0,2.0,85.0,0.0,6.38,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.1,0.0,1.0,0.2,0.4,0.0,0.0,0.0,0.3,0.0,0.2,0.1,0.0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1000,33.0,180.0,5.0,25.0,8.0,649.0,3.0,1.0,78.8,0.0,6.84,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.6,0.7,0.0,0.2,0.0,0.1,0.1,1.1,0.6,0.0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
1001,24.0,197.0,30.0,1.0,0.0,2610.0,0.0,0.0,61.8,2.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1002,29.0,177.0,20.0,37.0,9.0,1219.0,7.0,2.0,84.1,3.0,6.99,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.2,0.0,0.1,2.6,0.6,0.0,0.2,0.1,0.2,0.0,1.7,1.4,0.0,4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
1003,22.0,173.0,25.0,37.0,6.0,1661.0,2.0,6.0,78.9,0.0,6.69,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.5,0.1,0.0,0.5,1.3,0.7,0.0,0.1,0.0,0.4,0.3,1.8,0.6,0.0,4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1004,28.0,188.0,12.0,37.0,14.0,1576.0,6.0,2.0,73.3,1.0,6.5,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7,0.1,0.0,0.5,0.6,1.1,0.0,0.2,0.0,0.2,0.2,1.2,0.5,0.2,2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1005,33.0,175.0,3.0,13.0,2.0,506.0,0.0,1.0,87.3,0.0,6.55,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,0.1,0.0,2.0,0.4,1.0,0.0,0.0,0.0,0.8,0.0,0.5,0.1,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1006,25.0,177.0,10.0,37.0,4.0,1895.0,8.0,2.0,71.3,1.0,6.56,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.1,0.0,0.3,1.6,1.2,0.1,0.2,0.0,0.4,0.3,2.0,1.2,0.2,3,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1007,25.0,178.0,5.0,13.0,8.0,361.0,0.0,0.0,82.3,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.2,0.0,0.8,0.3,0.5,0.0,0.0,0.0,0.4,0.1,0.3,0.3,0.0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
1008,22.0,182.0,2.0,49.0,3.0,234.0,0.0,0.0,78.8,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,1.2,0.4,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1009,21.0,180.0,5.0,37.0,7.0,1182.0,0.0,0.0,88.3,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.3,0.4,0.9,0.0,0.0,0.0,0.2,0.0,0.5,0.6,0.0,4,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
1010,21.0,176.0,7.5,37.0,8.0,1442.0,4.0,3.0,79.0,1.0,6.61,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.7,0.3,0.0,0.7,0.6,1.0,0.0,0.1,0.0,0.3,0.1,1.3,0.5,0.0,6,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1011,30.0,178.0,3.0,37.0,2.0,569.0,0.0,1.0,83.1,0.0,6.75,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.1,0.1,0.0,2.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.6,0.1,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1012,18.0,185.0,10.0,13.0,9.0,447.0,0.0,0.0,91.8,0.0,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.2,0.0,0.8,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.2,0.2,0.0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1013,37.0,176.0,2.5,13.0,9.0,1580.0,9.0,3.0,75.6,3.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.1,0.0,0.1,1.2,0.6,0.0,0.3,0.0,0.3,0.2,1.3,0.6,0.0,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1014,28.0,181.0,18.0,49.0,0.0,2049.0,0.0,0.0,85.8,2.0,6.6,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.5,0.2,0.0,3.6,0.4,1.4,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1015,23.0,175.0,1.8,1.0,6.0,341.0,1.0,0.0,78.4,0.0,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.0,0.6,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.8,0.3,0.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
1016,22.0,180.0,3.0,25.0,14.0,466.0,0.0,0.0,79.8,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.2,0.0,0.3,0.2,0.0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
1017,22.0,185.0,4.0,1.0,10.0,1739.0,0.0,1.0,87.2,0.0,6.49,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.6,0.2,0.0,0.8,1.8,0.9,0.0,0.0,0.0,0.4,0.1,1.6,0.8,0.0,7,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1018,21.0,175.0,15.0,13.0,4.0,589.0,1.0,0.0,79.9,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.1,0.0,0.8,1.9,0.8,0.0,0.1,0.0,0.3,0.1,1.4,0.9,0.0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1019,24.0,183.0,10.0,37.0,2.0,2087.0,3.0,2.0,73.3,0.0,6.42,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.5,0.3,0.0,0.8,1.2,1.3,0.0,0.0,0.0,0.3,0.4,2.7,2.1,0.1,8,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1020,33.0,176.0,6.0,25.0,2.0,1289.0,8.0,5.0,86.7,3.0,7.21,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.5,0.3,0.0,0.3,2.2,1.2,0.0,0.5,0.0,0.5,0.2,2.6,1.4,0.1,5,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
1021,30.0,169.0,4.0,37.0,10.0,1720.0,3.0,3.0,83.5,1.0,6.59,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.4,1.3,1.2,0.1,0.0,0.0,0.3,0.1,1.1,1.2,0.1,4,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
1022,33.0,172.0,1.5,25.0,13.0,795.0,0.0,0.0,76.2,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.1,0.0,1.0,0.3,0.7,0.0,0.0,0.0,0.4,0.0,0.4,0.1,0.0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1023,24.0,180.0,7.0,1.0,3.0,191.0,0.0,0.0,86.3,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.2,0.8,0.0,0.0,0.0,0.4,0.2,1.6,0.8,0.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1024,26.0,178.0,10.0,37.0,6.0,1759.0,1.0,1.0,91.1,0.0,6.37,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.0,0.0,0.4,0.5,0.7,0.0,0.0,0.0,0.4,0.1,1.4,0.9,0.0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1025,32.0,169.0,0.6,1.0,18.0,1178.0,1.0,1.0,83.7,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.1,0.0,0.3,1.4,0.5,0.0,0.0,0.0,0.5,0.1,0.8,0.6,0.0,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1026,27.0,186.0,0.9,25.0,0.0,360.0,0.0,0.0,78.4,0.0,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1027,26.0,184.0,10.0,13.0,1.0,1304.0,0.0,0.0,87.0,0.0,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1028,30.0,186.0,20.0,37.0,4.0,2556.0,6.0,8.0,69.8,4.0,6.96,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.9,0.0,0.0,0.9,1.2,0.7,0.1,0.1,0.0,0.4,0.5,2.0,1.2,0.2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1029,33.0,182.0,5.0,13.0,0.0,2313.0,0.0,4.0,91.4,1.0,6.98,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.4,0.2,0.0,3.8,1.0,0.6,0.0,0.0,0.0,0.7,0.0,0.4,0.1,0.1,4,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1030,29.0,187.0,1.5,1.0,7.0,613.0,0.0,0.0,90.6,0.0,6.37,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.2,0.0,2.0,0.3,0.3,0.0,0.0,0.0,0.7,0.0,0.1,0.4,0.1,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
1031,36.0,186.0,0.6,1.0,22.0,502.0,0.0,0.0,72.5,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.3,0.5,0.6,0.0,0.0,0.0,0.1,0.4,0.5,0.1,0.0,8,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
1032,32.0,188.0,25.0,37.0,0.0,2880.0,0.0,0.0,74.7,1.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1033,36.0,187.0,0.9,13.0,0.0,2337.0,0.0,0.0,63.4,0.0,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1034,30.0,172.0,4.0,13.0,4.0,1479.0,0.0,2.0,85.8,2.0,6.79,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.4,0.0,1.7,1.4,1.5,0.0,0.0,0.0,0.4,0.2,0.9,0.6,0.0,8,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1035,21.0,187.0,20.0,25.0,5.0,2256.0,3.0,3.0,80.2,1.0,6.52,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0,1.2,0.8,0.9,0.0,0.1,0.0,0.5,0.0,1.4,1.5,0.0,3,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
1036,26.0,180.0,2.0,25.0,4.0,2031.0,0.0,1.0,76.1,1.0,6.41,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.1,0.0,2.9,0.5,1.4,0.0,0.0,0.0,0.8,0.1,0.6,0.9,0.0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1037,23.0,183.0,7.5,61.0,7.0,1755.0,0.0,0.0,83.6,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.2,0.0,1.8,1.0,1.1,0.0,0.0,0.0,0.3,0.0,0.9,0.8,0.0,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1038,30.0,177.0,2.5,1.0,6.0,2421.0,1.0,3.0,80.1,1.0,6.55,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.6,0.2,0.0,0.9,0.8,0.8,0.0,0.0,0.0,0.9,0.1,0.8,0.4,0.0,5,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
1039,26.0,177.0,8.0,1.0,0.0,2580.0,11.0,3.0,78.6,1.0,6.61,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.2,0.0,0.5,0.8,0.6,0.1,0.2,0.0,0.1,0.2,2.1,0.9,0.1,5,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1040,21.0,178.0,10.0,37.0,9.0,2109.0,2.0,2.0,86.1,1.0,6.54,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.6,0.2,0.0,2.4,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.1,0.1,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1041,28.0,189.0,1.8,13.0,0.0,2033.0,2.0,0.0,87.8,0.0,6.41,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.4,0.2,0.0,4.4,0.1,0.8,0.0,0.0,0.1,0.9,0.0,0.3,0.0,0.0,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1042,30.0,178.0,1.8,1.0,3.0,520.0,0.0,0.0,90.4,0.0,6.23,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,0.0,1.3,0.1,0.9,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1043,25.0,182.0,8.0,13.0,1.0,2641.0,0.0,3.0,80.0,1.0,6.53,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.6,0.2,0.0,2.4,0.5,0.9,0.0,0.0,0.0,0.2,0.2,1.9,0.6,0.0,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1044,24.0,186.0,1.0,13.0,1.0,486.0,0.0,0.0,58.0,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,19.0,185.0,10.0,49.0,5.0,923.0,2.0,0.0,75.9,0.0,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.1,2.0,0.6,0.0,0.1,0.1,0.4,0.1,1.6,0.9,0.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1046,28.0,184.0,1.0,1.0,1.0,10.0,0.0,0.0,85.7,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1047,22.0,182.0,3.0,13.0,7.0,802.0,0.0,0.0,76.5,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.2,0.0,1.3,0.6,0.9,0.0,0.0,0.0,0.4,0.1,0.8,0.4,0.0,3,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1048,20.0,186.0,3.5,37.0,13.0,461.0,1.0,0.0,91.7,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1,0.0,0.4,0.3,0.5,0.1,0.0,0.0,0.3,0.0,0.6,0.7,0.1,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
1049,23.0,191.0,20.0,37.0,0.0,2970.0,0.0,0.0,66.0,6.0,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
