,Age,Height,Market_Value,Months_left,Sub_app,Mins,Goals,Assists,PS%,MotM,Rating,CrAss,CorAss,ThrbAss,FreAss,OthAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,Fouled,Fouls,SYBGs,PAGs,OOBGs,TotInt,COF,UnTch,Dispo,SYBSh,Card,League_EPL,League_Laliga,League_Ligue1,League_SerieA,Foot_left,Foot_right,Position_Group_Tiền vệ,Position_Group_Tiền đạo,Continent_Grouped_Europe,Continent_Grouped_Other,Club_Group_Lower Tier,Club_Group_Mid-High Tier,Club_Group_Mid-Tier,Club_Group_Top Tier,Club_Group_Upper Tier
281,30.0,194.0,3.0,25.0,0.0,2790.0,1.0,0.0,85.7,2.0,6.94,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.7,0.1,0.0,5.9,0.6,0.5,0.0,0.0,0.0,2.1,0.1,0.5,0.2,0.1,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
282,23.0,182.0,15.0,25.0,7.0,1577.0,3.0,4.0,65.9,2.0,6.84,0.0,0.0,0.0,0.0,0.1,0.2,0.2,1.0,0.2,0.0,0.3,1.4,1.2,0.0,0.0,0.0,1.1,0.2,1.5,1.0,0.2,7,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
283,29.0,191.0,27.0,25.0,11.0,1476.0,19.0,0.0,78.9,5.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.5,0.6,0.7,0.1,0.5,0.1,0.1,0.2,1.3,0.9,0.4,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
284,22.0,169.0,17.0,25.0,5.0,2079.0,8.0,3.0,78.6,3.0,6.78,0.0,0.0,0.0,0.0,0.1,0.1,0.3,1.5,0.1,0.0,0.8,1.1,1.2,0.0,0.2,0.0,0.4,0.1,2.2,1.3,0.1,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
285,19.0,185.0,18.0,1.0,9.0,1604.0,3.0,1.0,76.4,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.1,0.0,0.6,0.4,0.8,0.0,0.1,0.0,0.1,0.0,1.4,1.3,0.0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
286,33.0,182.0,2.5,1.0,6.0,1306.0,1.0,0.0,73.7,0.0,6.54,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.3,0.0,2.0,0.3,0.9,0.0,0.0,0.0,0.9,0.1,0.2,0.1,0.0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
287,32.0,195.0,1.5,13.0,4.0,2234.0,3.0,2.0,64.8,1.0,6.81,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.0,1.0,1.0,1.2,0.1,0.0,0.0,0.1,0.1,1.7,1.0,0.3,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
288,27.0,186.0,4.0,37.0,10.0,1251.0,1.0,0.0,81.6,0.0,6.54,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.1,0.0,1.7,0.3,0.7,0.0,0.0,0.0,0.8,0.0,0.5,0.3,0.0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
289,27.0,190.0,5.0,25.0,13.0,1545.0,6.0,2.0,62.3,1.0,6.57,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.8,0.4,1.1,0.0,0.2,0.0,0.2,0.5,1.3,0.5,0.1,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
290,31.0,170.0,1.8,13.0,0.0,2391.0,0.0,4.0,77.3,0.0,6.62,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.7,0.2,0.0,1.6,0.6,0.8,0.0,0.0,0.0,0.8,0.1,1.6,0.8,0.0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
291,23.0,184.0,50.0,49.0,4.0,2412.0,2.0,2.0,89.5,2.0,6.92,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.2,0.0,3.0,1.4,0.9,0.0,0.0,0.0,1.0,0.0,0.6,0.1,0.2,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
292,34.0,193.0,2.5,13.0,0.0,2453.0,0.0,0.0,79.3,1.0,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
293,23.0,189.0,5.0,37.0,14.0,1052.0,0.0,1.0,86.6,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,0.1,0.0,2.3,0.6,0.4,0.0,0.0,0.0,0.7,0.0,0.3,0.2,0.1,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
294,30.0,187.0,7.0,25.0,8.0,1756.0,1.0,5.0,87.4,2.0,6.72,0.0,0.0,0.0,0.0,0.1,0.3,0.3,1.1,0.2,0.0,2.4,0.8,0.8,0.0,0.0,0.0,0.9,0.0,0.5,0.2,0.2,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
295,31.0,189.0,3.0,1.0,1.0,2457.0,1.0,0.0,74.4,1.0,6.65,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.7,0.2,0.0,1.8,0.6,1.4,0.0,0.0,0.0,1.4,0.0,0.7,0.3,0.1,7,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
296,31.0,170.0,10.0,13.0,4.0,1433.0,4.0,3.0,90.4,1.0,6.96,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.0,0.7,0.3,0.4,0.0,0.1,0.0,0.4,0.0,0.8,0.6,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
297,27.0,187.0,10.0,1.0,2.0,2246.0,2.0,2.0,79.6,1.0,6.88,0.0,0.0,0.0,0.0,0.1,0.5,0.3,1.2,0.1,0.0,2.7,0.4,0.8,0.0,0.0,0.0,0.7,0.0,1.3,0.5,0.1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
298,27.0,176.0,7.0,25.0,1.0,1175.0,2.0,1.0,78.0,1.0,6.76,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.4,0.1,0.0,0.9,0.7,0.9,0.0,0.1,0.1,1.0,0.1,1.0,0.7,0.0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
299,26.0,172.0,22.0,25.0,1.0,2615.0,9.0,7.0,75.9,2.0,7.12,0.1,0.0,0.0,0.0,0.1,0.1,0.3,1.6,0.1,0.0,0.9,1.5,0.8,0.1,0.1,0.1,0.5,0.3,1.7,1.8,0.2,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
300,30.0,187.0,15.0,37.0,3.0,1495.0,2.0,1.0,90.0,2.0,6.66,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,1.0,0.8,1.4,0.0,0.0,0.0,1.2,0.0,0.3,0.0,0.0,7,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
301,26.0,182.0,2.0,1.0,4.0,179.0,0.0,0.0,79.1,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.6,0.8,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
302,21.0,181.0,3.0,1.0,5.0,386.0,0.0,0.0,77.3,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,1.1,0.5,0.6,0.0,0.0,0.0,0.1,0.0,0.4,0.6,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
303,26.0,178.0,10.0,49.0,6.0,1956.0,4.0,6.0,79.1,2.0,6.75,0.1,0.0,0.1,0.0,0.1,0.1,0.3,0.9,0.1,0.0,0.6,0.6,0.6,0.0,0.1,0.0,0.3,0.3,1.9,1.4,0.0,4,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
304,28.0,192.0,18.0,25.0,0.0,2319.0,3.0,0.0,90.6,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.5,0.1,0.0,5.8,0.3,0.8,0.1,0.0,0.0,0.8,0.0,0.4,0.1,0.1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
305,30.0,195.0,4.0,37.0,0.0,2790.0,0.0,0.0,59.3,1.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
306,22.0,176.0,15.0,37.0,6.0,1585.0,1.0,1.0,80.6,1.0,6.82,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.8,0.0,0.0,1.8,1.5,0.8,0.0,0.0,0.0,1.8,0.0,0.8,0.8,0.1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
307,24.0,178.0,18.0,37.0,6.0,510.0,0.0,1.0,94.1,0.0,6.49,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,0.1,0.0,0.9,0.5,0.5,0.0,0.0,0.0,0.2,0.0,0.9,0.5,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
308,27.0,183.0,5.0,13.0,7.0,379.0,0.0,0.0,78.3,0.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.0,0.7,1.1,0.0,0.0,0.0,1.1,0.0,0.4,0.1,0.1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
309,21.0,179.0,0.8,25.0,5.0,23.0,0.0,0.0,94.1,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
310,27.0,193.0,4.5,37.0,9.0,1573.0,7.0,2.0,65.5,1.0,6.33,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,0.1,0.0,0.4,1.2,1.5,0.0,0.2,0.0,0.0,0.5,3.0,1.3,0.2,6,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
311,26.0,191.0,7.0,13.0,6.0,783.0,2.0,1.0,82.0,0.0,6.5,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.1,0.1,0.0,2.5,0.1,0.9,0.1,0.1,0.0,0.9,0.0,0.1,0.1,0.2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
312,29.0,176.0,25.0,13.0,13.0,1052.0,6.0,4.0,85.8,0.0,6.85,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.7,0.1,0.2,0.0,0.2,0.3,0.9,0.3,0.2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
313,29.0,187.0,40.0,37.0,1.0,2344.0,17.0,2.0,73.2,5.0,7.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,1.2,1.9,0.6,0.3,0.4,0.0,0.1,0.4,2.5,1.0,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
314,21.0,178.0,0.5,25.0,5.0,47.0,1.0,0.0,71.4,0.0,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
315,25.0,185.0,3.5,25.0,8.0,1701.0,10.0,1.0,71.6,2.0,6.63,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.5,0.8,0.5,0.1,0.2,0.1,0.2,0.3,1.4,0.6,0.1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
316,26.0,185.0,2.0,1.0,2.0,786.0,1.0,0.0,81.7,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.2,0.0,3.1,0.6,1.2,0.1,0.0,0.0,1.4,0.0,0.3,0.4,0.3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
317,32.0,183.0,1.5,13.0,21.0,392.0,0.0,1.0,78.2,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.8,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0.3,0.1,0.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
318,28.0,178.0,1.5,25.0,24.0,827.0,1.0,1.0,75.9,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,0.3,0.0,0.0,0.0,0.0,0.1,0.7,0.3,0.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
319,22.0,202.0,3.0,37.0,11.0,231.0,0.0,0.0,75.6,0.0,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.8,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.5,0.3,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
320,26.0,184.0,2.5,25.0,6.0,1220.0,0.0,0.0,86.1,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.7,0.1,0.0,2.4,0.3,0.5,0.0,0.0,0.0,1.2,0.0,0.7,0.2,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
321,33.0,192.0,0.8,13.0,2.0,1180.0,0.0,1.0,80.0,1.0,7.08,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.2,0.0,5.9,0.5,1.4,0.0,0.0,0.0,1.6,0.1,0.8,0.2,0.1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
322,32.0,175.0,1.8,13.0,14.0,576.0,1.0,0.0,83.8,0.0,6.32,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.0,1.2,0.3,0.5,0.0,0.1,0.0,0.6,0.0,0.3,0.3,0.0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
323,31.0,185.0,0.5,13.0,13.0,238.0,0.0,0.0,62.0,0.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
324,30.0,189.0,3.0,25.0,13.0,289.0,0.0,0.0,63.6,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.4,0.6,0.0,0.0,0.0,0.1,0.1,0.9,0.3,0.2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
325,32.0,174.0,1.0,13.0,9.0,1118.0,5.0,2.0,73.9,0.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.4,0.9,0.7,0.0,0.2,0.0,0.5,0.0,1.5,0.8,0.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
326,36.0,192.0,0.5,1.0,0.0,90.0,0.0,0.0,80.8,0.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
327,31.0,193.0,0.4,13.0,0.0,540.0,0.0,0.0,71.6,0.0,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
328,25.0,186.0,0.3,37.0,4.0,147.0,0.0,0.0,80.2,0.0,6.24,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.3,0.0,1.7,0.7,1.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
329,35.0,185.0,6.0,2.0,18.0,1012.0,1.0,4.0,79.2,0.0,6.51,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.4,0.3,0.5,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.1,3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
330,22.0,180.0,12.0,25.0,8.0,1824.0,6.0,1.0,71.7,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.2,0.0,0.5,1.6,1.0,0.0,0.1,0.0,0.3,0.2,1.7,1.1,0.1,7,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
331,18.0,183.0,3.0,49.0,6.0,78.0,0.0,1.0,84.8,0.0,6.23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.2,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.0,0.3,0.3,0.0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
332,29.0,194.0,17.0,37.0,0.0,2564.0,15.0,6.0,62.2,5.0,7.31,0.0,0.0,0.0,0.0,0.1,0.3,0.1,1.2,0.1,0.0,2.1,0.8,2.4,0.2,0.3,0.0,0.4,0.8,2.6,1.4,0.4,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
333,21.0,189.0,5.0,13.0,3.0,1920.0,0.0,2.0,83.6,0.0,6.31,0.0,0.0,0.0,0.0,0.1,0.5,0.3,0.6,0.0,0.0,1.8,0.2,0.5,0.0,0.0,0.0,0.8,0.0,0.8,0.3,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
334,25.0,187.0,1.5,13.0,2.0,915.0,0.0,0.0,80.9,0.0,6.46,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7,0.3,0.0,4.1,0.5,1.1,0.0,0.0,0.0,1.2,0.0,0.2,0.2,0.1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
335,28.0,190.0,2.0,1.0,2.0,2135.0,0.0,2.0,78.5,0.0,6.36,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.4,0.1,0.0,3.0,0.3,0.3,0.0,0.0,0.0,0.5,0.0,0.8,0.3,0.1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
336,31.0,192.0,0.8,13.0,0.0,900.0,0.0,0.0,55.7,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
337,26.0,191.0,1.5,25.0,0.0,2205.0,0.0,0.0,65.2,0.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,35.0,187.0,0.35,1.0,3.0,22.0,0.0,0.0,73.9,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
339,37.0,183.0,0.3,1.0,1.0,58.0,0.0,0.0,56.3,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
340,19.0,176.0,25.0,1.0,1.0,2322.0,5.0,2.0,83.3,3.0,7.11,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.8,0.2,0.0,1.6,1.1,1.5,0.0,0.0,0.1,1.0,0.0,1.4,1.3,0.0,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
341,23.0,182.0,4.0,1.0,1.0,910.0,0.0,0.0,81.3,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.2,0.1,1.7,0.1,0.0,0.9,1.2,0.8,0.0,0.0,0.0,0.5,0.0,1.5,0.5,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
342,24.0,190.0,4.0,37.0,18.0,763.0,2.0,0.0,74.4,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.7,0.2,0.4,0.0,0.1,0.0,0.2,0.0,0.7,0.2,0.0,5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
343,25.0,185.0,15.0,13.0,4.0,2126.0,2.0,1.0,88.9,1.0,6.81,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.3,0.0,4.4,0.3,1.1,0.0,0.1,0.0,1.4,0.0,0.8,0.3,0.1,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
344,20.0,175.0,7.0,37.0,8.0,356.0,0.0,1.0,88.0,0.0,6.25,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.5,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,0.2,0.6,0.0,3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
345,24.0,190.0,45.0,37.0,7.0,1011.0,8.0,1.0,71.5,2.0,6.83,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.3,0.4,0.7,0.2,0.3,0.0,0.0,0.3,2.3,1.5,0.4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
346,28.0,189.0,18.0,37.0,4.0,1678.0,2.0,2.0,91.2,1.0,6.88,0.0,0.0,0.0,0.0,0.1,0.6,0.1,0.6,0.2,0.0,3.7,0.9,0.7,0.0,0.0,0.0,1.0,0.0,0.8,0.4,0.1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
347,32.0,186.0,10.0,25.0,0.0,2224.0,5.0,0.0,88.0,3.0,7.08,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.6,0.2,0.1,6.7,0.6,0.9,0.2,0.0,0.0,0.8,0.2,0.6,0.2,0.4,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
348,27.0,174.0,18.0,13.0,2.0,181.0,0.0,0.0,87.5,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.3,0.0,0.8,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
349,22.0,179.0,70.0,25.0,0.0,1887.0,9.0,5.0,83.1,4.0,7.3,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.5,0.2,0.0,0.6,2.2,1.1,0.0,0.3,0.1,0.5,0.2,3.1,2.3,0.0,5,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
350,22.0,168.0,20.0,1.0,12.0,885.0,0.0,0.0,85.2,0.0,6.41,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.6,0.3,0.0,1.3,0.4,0.6,0.0,0.0,0.0,0.5,0.0,0.7,0.4,0.0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
351,25.0,186.0,3.5,37.0,8.0,247.0,0.0,0.0,83.1,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.1,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.1,0.1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
352,30.0,192.0,5.0,13.0,17.0,302.0,1.0,0.0,60.7,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.6,0.7,0.3,0.0,0.1,0.0,0.0,0.1,0.7,0.5,0.2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
353,21.0,186.0,1.5,37.0,5.0,66.0,1.0,0.0,65.2,0.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,1.2,0.0,0.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
354,29.0,178.0,2.8,37.0,0.0,2385.0,1.0,4.0,77.7,0.0,6.85,0.1,0.0,0.0,0.0,0.0,0.4,0.4,1.2,0.3,0.0,2.1,0.6,0.6,0.0,0.0,0.0,1.5,0.0,1.6,0.4,0.0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
355,31.0,184.0,3.2,1.0,2.0,774.0,2.0,0.0,75.9,1.0,6.52,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.1,0.5,0.8,0.1,0.1,0.0,0.3,1.0,2.0,0.5,0.4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
356,20.0,185.0,1.5,1.0,1.0,28.0,0.0,0.0,71.4,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
357,26.0,175.0,10.0,61.0,11.0,195.0,0.0,1.0,85.3,0.0,6.23,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.5,0.3,0.3,0.0,0.0,0.0,0.1,0.1,0.5,0.3,0.1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
358,19.0,184.0,2.0,37.0,2.0,14.0,0.0,0.0,37.5,0.0,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
359,24.0,170.0,32.0,1.0,1.0,2286.0,10.0,8.0,72.9,3.0,7.05,0.0,0.0,0.0,0.0,0.3,0.1,0.1,1.3,0.2,0.0,0.7,0.7,1.0,0.1,0.3,0.0,0.3,0.8,2.8,0.6,0.1,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
360,25.0,179.0,4.0,1.0,6.0,1272.0,3.0,2.0,79.6,0.0,6.47,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.1,0.0,0.4,0.7,0.7,0.0,0.1,0.0,0.5,0.2,1.0,0.7,0.0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
361,29.0,171.0,40.0,25.0,1.0,2442.0,2.0,6.0,86.2,3.0,7.06,0.1,0.1,0.0,0.0,0.1,0.1,0.2,0.7,0.1,0.0,1.3,0.8,0.4,0.0,0.0,0.0,0.5,0.2,1.8,0.4,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
362,35.0,170.0,0.7,1.0,7.0,587.0,0.0,0.0,85.1,1.0,6.38,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,0.0,2.1,0.1,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
363,26.0,190.0,16.0,37.0,0.0,2160.0,0.0,0.0,62.0,3.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
364,27.0,183.0,22.0,73.0,1.0,2705.0,2.0,2.0,82.3,3.0,7.02,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.7,0.0,0.0,3.3,0.7,0.7,0.0,0.1,0.0,1.8,0.1,0.9,0.6,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
