,CLB,Name,Main_position,Height,Foot,Contract,Market_Value
0,Athletic Bilbao,Unai Simón,Goalkeeper,"1,90m",right,"Jun 30, 2029",€28.00m
1,Athletic Bilbao,Julen Agirrezabala,Goalkeeper,"1,87m",left,"Jun 30, 2027",€15.00m
2,Athletic Bilbao,Dani Vivian,Centre-Back,"1,84m",right,"Jun 30, 2032",€40.00m
3,Athletic Bilbao,Aitor Paredes,Centre-Back,"1,85m",right,"Jun 30, 2029",€22.00m
4,Athletic Bilbao,Yeray Álvarez,Centre-Back,"1,82m",right,"Jun 30, 2026",€7.50m
5,Athletic Bilbao,Unai Núñez,Centre-Back,"1,86m",right,"Jun 30, 2025",€3.00m
6,Athletic Bilbao,Adama Boiro,Left-Back,"1,83m",left,"Jun 30, 2029",€2.50m
7,Athletic Bilbao,Yuri Berchiche,Left-Back,"1,81m",left,"Jun 30, 2025",€1.50m
8,Athletic Bilbao,Andoni Gorosabel,Right-Back,"1,74m",right,"Jun 30, 2028",€5.00m
9,Athletic Bilbao,Iñigo Lekue,Right-Back,"1,80m",right,"Jun 30, 2025",€2.50m
10,Athletic Bilbao,Óscar de Marcos,Right-Back,"1,82m",right,"Jun 30, 2025",€1.50m
11,Athletic Bilbao,Mikel Vesga,Defensive Midfield,"1,91m",left,"Jun 30, 2027",€3.00m
12,Athletic Bilbao,Mikel Jauregizar,Central Midfield,"1,77m",right,"Jun 30, 2027",€20.00m
13,Athletic Bilbao,Beñat Prados,Central Midfield,"1,80m",right,"Jun 30, 2031",€18.00m
14,Athletic Bilbao,Iñigo Ruiz de Galarreta,Central Midfield,"1,75m",right,"Jun 30, 2025",€4.00m
15,Athletic Bilbao,Oihan Sancet,Attacking Midfield,"1,88m",right,"Jun 30, 2032",€60.00m
16,Athletic Bilbao,Unai Gómez,Attacking Midfield,"1,83m",left,"Jun 30, 2028",€6.00m
17,Athletic Bilbao,Peio Canales,Attacking Midfield,"1,75m",right,"Jun 30, 2027",€500k
18,Athletic Bilbao,Nico Williams,Left Winger,"1,81m",right,"Jun 30, 2027",€70.00m
19,Athletic Bilbao,Álex Berenguer,Left Winger,"1,75m",right,"Jun 30, 2027",€12.00m
20,Athletic Bilbao,Álvaro Djaló,Left Winger,"1,75m",right,"Jun 30, 2029",€8.00m
21,Athletic Bilbao,Iñaki Williams,Right Winger,"1,86m",right,"Jun 30, 2028",€20.00m
22,Athletic Bilbao,Gorka Guruzeta,Centre-Forward,"1,88m",right,"Jun 30, 2028",€12.00m
23,Athletic Bilbao,Maroan Sannadi,Centre-Forward,"1,92m",right,"Jun 30, 2029",€5.00m
