,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
126,Brendan Chardonnet,26,2327,1,-,6,-,0.5,81.5,2.2,-,6.76
127,Abdoulaye Touré,23(2),2061,8,1,5,-,1.8,83,1.3,2,6.76
128,Gautier Lloris,30,2680,2,1,5,-,0.4,87.8,2.1,2,6.76
129,Clément Akpa,26(2),2245,-,1,6,-,0.2,83.8,1.2,-,6.75
130,Bafodé Diakité,30,2677,4,1,6,1,0.5,93.2,2.1,2,6.75
131,Thomas Meunier,18(9),1656,2,-,4,-,0.9,83.2,1,2,6.75
132,Lucas Chevalier,31,2790,-,-,-,-,-,76.5,0.2,-,6.75
133,Duje Caleta-Car,16(1),1428,1,-,8,-,0.6,91.5,2.2,-,6.75
134,Téji Savanier,26(2),2292,2,5,4,1,1.7,76.8,0.8,-,6.75
135,Jonathan Gradit,21(1),1846,-,-,4,-,0.7,85.2,2.7,1,6.74
136,Abdoulaye Ndiaye,16(3),1442,1,-,3,1,0.5,85.8,2.3,-,6.74
137,Christopher Opéri,13,1170,-,2,-,1,0.5,78.8,0.8,1,6.74
138,Lassine Sinayoko,22(9),2046,3,7,5,-,1.7,78.8,0.8,-,6.73
139,Kévin Danois,16(6),1459,-,-,1,-,0.8,82.9,0.6,-,6.73
140,Cédric Kipré,23(2),1922,-,1,4,2,0.3,89.9,1.4,1,6.73
141,Amir Murillo,24(3),2167,1,3,2,-,0.4,90.2,1.4,-,6.73
142,Al Musrati,3(6),355,-,1,-,-,1.1,87.7,1.9,-,6.73
143,Arnaud Nordin,14(2),1172,4,1,2,-,1.8,75.9,0.8,1,6.73
144,Warren Zaïre-Emery,21(5),1842,1,1,3,-,0.6,93,0.3,-,6.73
145,Ruben Aguilar,12(3),1050,1,1,4,-,0.7,83.1,0.7,-,6.73
146,Rasmus Nicolaisen,7,624,-,1,-,-,0.7,88,3,-,6.73
147,Issa Soumaré,18(8),1635,4,3,-,-,1.3,65.9,3.2,1,6.72
148,Sinaly Diomandé,19(1),1676,3,2,4,-,0.5,84.1,1.2,-,6.72
149,Valentin Rongier,16(7),1429,3,1,5,-,0.5,90.6,0.6,-,6.72
150,Romain Del Castillo,12(11),1096,5,3,-,-,0.8,76.4,0.3,1,6.71
151,Mamadou Sarr,24,2119,-,1,3,-,0.2,93.7,1,1,6.71
152,Habib Diarra,25(2),2160,4,3,5,-,0.9,86.8,0.3,1,6.71
153,Geoffrey Kondogbia,21(3),1931,-,-,1,-,0.3,92.5,1.1,-,6.71
154,Andrew Omobamidele,6(2),514,-,-,3,-,-,94.3,1,-,6.71
155,Joshua King,18(7),1444,5,2,2,-,1.6,74.7,1.3,2,6.70
156,Mathias Pereira Lage,15(11),1330,2,7,3,-,1,72.8,1.3,3,6.70
157,Saïdou Sow,9,800,1,-,1,-,0.6,83.6,1.4,-,6.70
158,Matthis Abline,30(1),2519,8,2,2,-,2.2,68.6,1.7,1,6.70
159,Florent Hanin,28(2),2418,1,2,2,-,0.4,81.5,0.6,-,6.69
160,Leo Østigård,14(2),1228,1,-,5,-,0.4,84.8,3,-,6.69
161,Farid El Melali,22(7),1852,2,3,1,-,1.5,77.3,0.2,1,6.69
162,Amine Harit,8(4),503,2,3,1,1,0.7,87,0.1,-,6.69
163,Jordan Lefort,31,2790,-,1,1,-,0.2,83.6,1.2,-,6.69
164,Matvey Safonov,8(1),788,-,-,-,-,-,76.8,-,-,6.68
165,Mohamed Abdelmonem,10(2),856,-,-,2,-,-,90.7,2.6,-,6.68
166,Félix Lemaréchal,17(7),1527,3,3,2,-,0.9,81.5,0.4,-,6.68
167,Beres Owusu,1,90,-,-,-,-,-,60,2,-,6.68
168,Ainsley Maitland-Niles,17(12),1708,1,4,1,-,0.7,86.6,0.4,-,6.68
169,Rémy Cabella,11(10),899,-,2,1,-,1.2,87.2,-,2,6.68
170,Haris Belkebla,21(1),1795,-,1,1,-,0.1,88.1,0.5,1,6.68
171,Gianluigi Donnarumma,23,2002,-,-,2,-,-,85,0.2,-,6.67
172,Gabriel Osho,19,1567,1,-,1,1,0.4,89.6,1.1,-,6.67
173,Mohamed-Ali Cho,21(4),1618,3,4,2,-,1.4,77.5,0.6,-,6.67
174,Valentin Atangana Edoa,30(1),2599,1,-,7,-,1,88.1,1.5,-,6.67
175,Jean-Eudes Aholou,26,1978,2,-,7,-,1,84.7,1.5,2,6.67
176,Mathieu Gorgelin,13,1170,-,-,2,-,-,74,0.5,1,6.67
177,Takumi Minamino,24(4),1987,5,3,4,-,1.8,74,0.6,1,6.67
178,Sofiane Diop,8(17),980,6,3,3,-,0.9,80.6,0.1,1,6.66
179,Yann Gboho,24(4),2076,2,3,2,-,1.6,78.1,0.2,3,6.66
180,Mitchel Bakker,13(9),1089,3,2,3,1,1,83.7,0.1,1,6.66
181,Sam Amo-Ameyaw,2(4),207,2,-,-,-,1.2,91.3,-,-,6.66
182,Djibril Sidibé,21(4),1854,-,2,1,-,0.2,81.6,0.7,-,6.66
183,Moussa Niakhaté,27(1),2455,-,-,-,-,0.1,91.6,1.2,1,6.66
184,Chuba Akpom,5(6),518,2,1,-,-,1.4,69.3,1.3,-,6.65
185,Osame Sahraoui,10(17),1207,3,3,1,-,0.9,86.1,-,-,6.65
186,Justin Bourgault,2,123,1,-,-,-,1,73.3,0.5,-,6.65
187,Facundo Medina,26,2277,-,1,10,1,1,88.6,1.2,-,6.65
188,Yaya Fofana,8(4),638,1,1,4,-,1.1,77,0.3,-,6.65
189,Elisha Owusu,26,2194,1,3,7,-,0.2,81.8,0.6,1,6.64
190,Junior Mwanga,9,774,1,1,1,1,1.4,85.2,0.8,1,6.64
191,Gautier Larsonneur,31,2790,-,-,5,-,-,61.1,0.4,-,6.63
192,Sergio Akieme,26(1),2300,1,3,5,-,0.9,86.5,0.7,1,6.63
193,Amadou Koné,14(7),1089,-,-,2,1,0.5,87.2,0.8,-,6.63
194,Nicolas Pallois,21(3),1864,-,2,8,-,0.1,84.1,0.8,-,6.62
195,Breel Embolo,18(9),1687,6,4,5,-,1.8,70.9,1.1,1,6.62
196,Florian Sotoca,22(7),1783,1,1,3,1,1.6,78.1,1.5,1,6.61
197,Ki-Jana Hoever,25(3),2046,1,2,1,1,0.4,72.5,0.8,-,6.61
198,Arouna Sangante,13,1008,2,-,4,1,0.5,86.6,2,-,6.61
199,Kévin Pedro,0(1),9,-,-,-,-,-,57.1,-,-,6.61
200,Mark McKenzie,27(1),2318,1,-,2,1,0.3,87.5,1.5,1,6.61
201,Georges Mikautadze,12(19),1318,10,6,2,-,1.6,79.2,0.4,2,6.61
202,Christian Mawissa,15(4),1318,-,-,3,-,0.1,87,1.5,-,6.61
203,Ismaël Doukouré,28,2388,1,1,7,-,0.1,88.7,0.9,-,6.60
204,Jhoanner Chávez,7(3),600,1,-,1,-,0.5,77.2,0.7,1,6.60
205,Josué Casimir,20(4),1738,3,2,4,-,1,76.3,0.3,1,6.60
206,Soungoutou Magassa,10(8),898,-,1,5,-,0.4,85.6,0.6,-,6.60
207,Dante,20(2),1811,-,-,5,1,0.4,88.7,1.6,-,6.60
208,Jordan Siebatcheu,3(1),175,1,-,-,-,1,66.7,1.5,-,6.60
209,Philipp Köhn,16,1440,-,-,1,-,-,73,0.2,-,6.60
210,Matias Fernandez-Pardo,9(10),819,3,2,4,-,0.8,78.3,0.1,-,6.59
211,Léo Pétrot,26(2),2367,-,3,4,-,0.2,80.5,1.4,-,6.59
212,Mousa Al Ta'mari,12(3),1119,2,1,3,-,1.8,79.7,0.6,2,6.58
213,Quentin Merlin,20(4),1517,1,3,1,-,1,87,0.3,1,6.58
214,Abner Vinícius,12(6),1090,1,1,1,-,0.4,86.2,0.4,-,6.58
215,Romain Faivre,10(10),900,3,2,2,-,1,86.2,0.4,-,6.58
216,Tino Kadewere,6(5),508,1,2,1,-,0.7,75.9,1.4,1,6.58
217,Alban Lafont,12,1080,-,-,1,-,-,65.2,0.4,2,6.58
218,Rares Ilie,0(2),11,-,-,-,-,0.5,85.7,-,-,6.58
219,Kamory Doumbia,10(17),1104,2,2,1,-,0.7,84.9,0.3,-,6.57
220,Seko Fofana,9(5),801,1,1,3,-,1.6,91.1,0.5,-,6.57
221,Anthony Lopes,15,1294,-,-,2,-,-,56,0.3,-,6.57
222,Christopher Wooh,16(3),1401,-,-,5,1,0.5,87.5,2.1,-,6.57
223,Luck Zogbé,7(6),637,-,-,2,-,0.6,83.5,0.9,-,6.57
224,Gabriel Gudmundsson,19(8),1671,2,-,3,-,0.6,85.3,0.4,-,6.57
225,Radoslaw Majecki,15,1350,-,-,1,-,-,69.5,0.3,-,6.57
226,Jordan James,13(7),1079,-,1,4,-,0.8,87.4,0.4,-,6.57
227,Carlens Arcus,22(3),1784,-,1,2,-,0.1,85.2,1.1,1,6.56
228,Tom Louchet,7(13),718,1,-,1,-,0.6,86.8,0.6,1,6.56
229,Ngal'ayel Mukau,13(6),1102,-,1,4,-,0.6,89.6,0.7,-,6.56
230,Albert Grønbæk,9(7),819,2,1,1,-,1.4,68.7,0.3,1,6.56
231,Johann Lepenant,22(5),1972,2,1,3,-,0.7,81.6,0.7,1,6.56
232,Jérémie Boga,12(8),1018,1,1,-,-,1.4,85.4,0.2,-,6.56
233,Ulisses Garcia,8(10),771,2,2,1,-,0.4,88.2,0.8,-,6.56
234,Ernest Nuamah,13(10),1056,3,1,2,-,1.2,83.9,0.6,2,6.56
235,Mikayil Faye,7(4),693,-,-,1,1,0.5,88.9,1.3,-,6.56
236,Deiver Machado,18(7),1648,1,4,4,2,0.9,87.2,0.6,1,6.56
237,Marco Bizot,29,2610,-,-,4,-,-,64.5,0.2,-,6.56
238,Saïd Benrahma,9(4),737,1,3,-,-,1.3,79.3,-,-,6.56
239,Hans Hateboer,18(8),1681,-,-,3,-,0.3,87.9,1.6,-,6.56
240,Randal Kolo Muani,2(8),351,2,1,-,-,1.6,73.1,0.9,-,6.55
241,Zakaria Aboukhlal,22(2),1859,7,2,4,-,2.5,68.8,1,1,6.55
242,Lucas Hernández,8(6),740,-,-,2,-,0.2,91.9,0.7,-,6.55
243,Mostafa Mohamed,10(18),1126,5,-,3,-,1.4,65.4,1.8,-,6.55
244,Irvin Cardona,10(2),850,4,2,2,-,1.5,72.6,0.6,1,6.55
245,Koka,9(5),785,3,1,2,-,1.4,77.3,1.4,-,6.55
246,Nemanja Matic,23(3),1868,-,1,1,-,-,87.5,0.5,-,6.55
247,Akor Adams,13(2),1080,3,1,2,-,1.7,65.1,1.9,-,6.54
248,Moïse Bombito,22(2),1925,-,-,1,1,0.3,90.2,1.8,-,6.54
249,Modibo Sagnan,24(2),2100,2,-,10,-,0.4,88.5,1.5,1,6.54
250,Massadio Haïdara,18(1),1509,-,-,1,2,0.5,80.3,1.2,-,6.54
251,Goduine Koyalipou,9(3),664,3,-,-,-,2.7,72.4,0.8,-,6.53
252,Saël Kumbedi,12(2),956,-,-,3,-,0.3,86.3,0.2,-,6.53
253,Senny Mayulu,6(11),591,1,1,2,-,1.2,88.9,0.1,-,6.53
254,Badredine Bouanani,8(15),858,2,3,2,-,1.1,83,0.1,-,6.53
255,Ayyoub Bouaddi,10(12),1045,-,1,2,-,-,89,0.4,1,6.53
256,Amine Gouiri,11(8),1036,3,2,2,-,1.6,80.1,0.4,1,6.53
257,Kazeem Olaigbe,2(6),210,-,1,-,-,0.6,90.6,-,-,6.53
258,Mama Baldé,12(13),1132,2,3,3,-,1.1,73.7,1.4,1,6.53
259,Mousa Al Ta'mari,6(3),483,1,-,1,-,1.4,85.2,0.2,-,6.53
260,Abdallah Sima,14(10),1173,7,2,2,-,1.5,73.2,1.5,1,6.53
261,Pablo Rosario,19(8),1623,3,1,5,1,0.6,85.9,0.8,-,6.52
262,Thiago Almada,6(7),691,1,4,2,-,1.5,91.9,0.1,-,6.52
263,Louis Leroux,6(7),608,1,1,1,-,0.5,82.4,0.3,-,6.52
264,Emmanuel Biumla,15(1),1318,1,-,2,-,0.3,88.9,1.1,-,6.52
265,Anass Zaroury,15(10),1277,-,2,-,1,1.2,77.4,0.1,-,6.52
266,Aïssa Mandi,18(4),1557,-,-,3,-,0.3,89.2,0.6,-,6.51
267,Rabby Nzingoula,18(7),1523,1,-,10,-,0.7,79.6,0.8,-,6.51
268,Kelvin Amian,21(6),2004,1,-,5,-,0.2,81.6,0.6,-,6.51
269,Nicolas Cozza,23(3),2027,1,-,3,1,0.6,77.6,0.6,-,6.51
270,Rémy Labeau Lascary,6(8),635,2,1,5,-,1,78.9,0.4,1,6.51
271,Maxence Caqueret,6(3),571,-,-,1,-,0.8,81.8,0.1,-,6.50
272,Tanner Tessmann,11(11),1069,1,-,3,-,0.6,90.6,0.2,-,6.50
273,Mickaël Nadé,22(1),2035,1,2,2,-,0.2,89.5,1.2,-,6.50
274,Mahamadou Diawara,6(6),562,-,1,-,-,0.6,85.1,0.2,-,6.50
275,Aurélio Buta,22(3),1838,-,1,5,-,0.3,85.3,0.4,-,6.49
276,Nikola Maksimovic,7,583,-,-,2,-,0.1,93.2,1.1,-,6.49
277,Soumaïla Coulibaly,5(2),438,-,-,1,-,0.6,88.6,1.1,-,6.49
278,Jean-Kévin Duverne,7(2),540,-,-,2,-,0.4,79.8,1,1,6.48
279,Enzo Tchato,18(6),1765,-,-,3,-,0.1,80,0.8,-,6.48
280,Andy Diouf,24(7),1996,1,1,2,-,1.1,81.6,0.6,1,6.48
281,Mahamadou Nagida,4(9),431,2,-,1,-,0.5,86.3,0.4,-,6.47
282,Yassine Kechta,22(6),1863,2,-,4,-,1,82.4,0.4,-,6.47
283,Benjamin Lecomte,28,2520,-,-,-,-,-,63.6,0.1,1,6.47
284,M'Bala Nzola,16(5),1466,6,1,3,1,2.2,75.6,1.8,-,6.47
285,Angelo Fulgini,11(12),1044,1,1,4,-,1.1,81.8,0.4,-,6.46
286,Oumar Diakité,20(4),1614,4,1,6,-,1.1,83.4,1,-,6.46
287,Ismaël Koné,2(8),296,1,1,-,-,0.4,86.1,0.2,-,6.46
288,Jean-Charles Castelletto,27,2353,-,-,5,1,0.5,89,1.9,1,6.46
289,Lasso Coulibaly,0(2),36,1,-,-,-,1,100,-,-,6.45
290,Angel Gomes,10(4),740,1,1,1,-,0.6,82.3,0.4,-,6.45
291,Ümit Akdag,6(1),496,-,-,2,-,0.3,80,2.6,-,6.45
292,André Gomes,16(4),1283,-,-,3,-,0.6,90.4,0.5,-,6.45
293,Neal Maupay,13(8),1038,4,4,1,1,0.9,84,0.3,-,6.45
294,Derek Cornelius,16(4),1334,-,-,5,2,0.4,93.7,1.6,-,6.45
295,Rafik Messali,5(6),419,-,1,-,-,0.4,74.7,0.5,-,6.44
296,Loïc Nego,25(3),2193,-,-,3,-,0.4,78,0.6,-,6.44
297,Dennis Appiah,19(7),1856,-,1,2,-,0.2,76.3,0.8,-,6.44
298,Arthur Desmas,18,1620,-,-,2,-,-,75.5,0.2,-,6.44
299,Yoann Salmier,9(4),798,-,-,3,-,0.4,81.3,1.5,-,6.43
300,Jordan Veretout,17(8),1390,2,-,3,-,0.7,85.5,0.4,-,6.43
301,Estéban Lepaul,15(10),1365,7,-,1,-,1.4,70.1,1.3,2,6.43
302,Kiki Kouyaté,8(3),755,-,-,4,1,0.7,83.3,2.5,-,6.43
303,Hamzat Ojediran,1(15),381,1,-,5,-,0.6,81.3,0.6,-,6.43
304,Mamadou Diakhon,5(21),777,2,1,2,-,0.6,86.5,-,1,6.43
305,Antoine Joujou,9(15),931,-,2,1,-,0.5,69.3,0.2,-,6.42
306,Elye Wahi,7(6),577,3,1,1,-,1.3,81.5,0.3,-,6.42
307,Dimitry Bertaud,3,270,-,-,-,-,-,63.6,-,-,6.42
308,Cédric Hountondji,3,270,-,-,-,-,-,85,1.7,-,6.42
309,Antoine Mendy,5(10),615,-,-,1,-,0.4,81.4,0.8,-,6.42
310,Hugo Magnetti,25(4),2129,1,-,4,-,0.6,85.9,0.3,-,6.42
311,Lucas Mincarelli,5(2),446,1,-,-,-,0.4,82.6,0.7,-,6.42
312,Jonathan Rowe,4(21),661,3,2,2,-,1.2,87,0.3,1,6.42
313,Marwann N'Zuzi,2,127,-,-,2,-,1,85,1,-,6.42
314,Folarin Balogun,6(6),523,3,-,-,-,2.3,71.3,0.1,-,6.41
315,Lilian Raolisoa,11(15),1075,-,2,-,2,0.3,76.5,0.5,-,6.41
316,Malang Sarr,15(4),1381,-,-,-,-,0.3,89.5,1,-,6.41
317,Daler Kuzyaev,6(6),564,1,-,1,-,0.3,82.3,0.6,-,6.40
318,Rayan Raveloson,7(6),721,1,-,3,-,1.2,88.4,0.6,-,6.40
319,Louis Mouton,12(10),1015,-,1,2,-,0.8,82.6,0.2,-,6.40
320,Timothée Pembélé,12(5),1036,1,-,2,-,0.4,84.5,0.5,-,6.40
321,Yoram Zague,2(1),162,-,-,-,-,0.3,95.8,0.3,-,6.40
322,Sorba Thomas,13(10),1165,1,2,2,-,0.4,76.6,0.2,-,6.40
323,Benjamin Bouchouari,20(4),1708,1,-,5,-,0.6,86.8,0.3,1,6.40
324,Jaydee Canvot,9(6),836,-,-,2,-,0.2,86.1,0.8,-,6.39
325,Zinedine Ferhat,7(16),822,2,-,1,-,0.5,75.5,0.7,-,6.39
326,Jordan Amavi,8(3),794,-,-,2,-,0.7,73.7,1.5,-,6.39
327,Abdoulaye Bamba,16(3),1511,-,-,2,-,0.1,89.6,0.6,-,6.38
328,Becir Omeragic,18(1),1533,-,-,1,-,0.3,92.5,0.8,-,6.38
329,Augustine Boakye,8(9),735,3,-,5,-,1.4,76.6,0.3,-,6.38
330,Florian Tardieu,10(11),981,-,3,-,-,0.5,86.6,0.7,-,6.38
331,Glen Kamara,8(5),662,-,1,-,-,0.1,90.7,0.2,-,6.38
332,Baptiste Santamaría,5(5),480,-,1,1,-,0.4,83.5,1.3,-,6.38
333,Ado Onaiwu,8(20),853,4,1,1,1,0.8,75.3,1.3,-,6.38
334,Warren Kamanzi,8(13),787,-,1,3,-,0.2,82.8,0.2,-,6.38
335,Abakar Sylla,10(9),936,1,-,2,1,0.3,89.2,1.1,-,6.38
336,Marcus Coco,10(9),952,-,1,3,2,0.1,83.2,0.9,1,6.37
337,Théo Sainte-Luce,10(5),928,1,-,3,-,0.5,75.1,1.2,-,6.37
338,Grégoire Coudert,2,180,-,-,-,-,-,77,-,-,6.37
339,Dylan Batubinsika,22(2),1972,-,-,3,1,0.2,91.8,1.8,-,6.37
340,André Ayew,13(11),1258,4,1,2,-,0.8,77.9,1.3,-,6.37
341,Ibrahim Salah,4(8),355,1,1,-,-,1.1,74.3,0.1,1,6.36
342,Theo Bair,11(16),932,2,1,1,-,1,64,2,-,6.36
343,Youssoufa Moukoko,2(9),202,2,1,-,-,0.5,81.4,0.2,1,6.36
344,Rassoul Ndiaye,11(14),1054,1,-,2,-,0.7,78.5,0.6,-,6.36
345,Han-Noah Massengo,8(6),782,-,-,5,-,0.4,84.8,0.4,-,6.36
346,Plamedi Nsingi,0(1),16,-,-,-,-,1,33.3,3,-,6.36
347,Pedro Chirivella,25(2),2108,-,2,6,-,0.2,85,0.3,-,6.36
348,Issiaga Sylla,15(4),1160,1,-,2,-,0.6,80.1,1.2,-,6.36
349,Jordan Teze,5(8),385,1,-,2,1,0.3,84.3,0.5,1,6.36
350,Nampalys Mendy,4(3),320,-,-,-,-,0.1,91.6,0.1,-,6.36
351,Amar Dedic,2(7),286,-,1,-,-,0.7,85.4,0.7,-,6.35
352,Fodé Ballo-Touré,6(1),390,-,-,-,-,-,90.7,0.6,-,6.35
353,Guillaume Restes,26,2275,-,-,-,-,-,70.2,0.1,-,6.35
354,Malcolm Jeng,2(1),108,-,-,-,-,-,85.4,1.3,-,6.35
355,Assane Dioussé,6(8),562,-,-,1,-,0.2,92,0.1,-,6.34
356,Hiroki Sekine,7(5),695,-,-,1,-,0.3,84.5,0.6,-,6.34
