,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Yellow_Cards,Red_Cards,Total_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
376,Lesley Ugochukwu,Southampton,21 years old (26-03-2004),190cm,France,Defensive Midfielder (C),1.3,0.7,0.6,-,-,-,-,-,-,-,0.3,-,0.8,0.2,-,0.7,0.3,0.8,1.1,0.6,1.2,-,-,-,-,0.5,0.6,-,0.6,-,26.3,0.4,0.6,22.1,3.2,0.4,0.4,-,-,-,-,0.4,0.2,-,0.2,2,0.7,2.8,Lesley Ugochukwu,13(8),1276,-,1,5,-,0.4,85.5,0.7,-,6.33
377,Tyrique George,Chelsea,19 years old (04-02-2006),181cm,England,Forward,0.6,-,0.6,-,-,-,-,-,0.2,0.2,-,-,-,0.2,-,-,0.2,0.6,0.8,-,0.4,-,-,-,-,0.2,1,-,1,0.2,7.8,-,0.4,6.8,0.6,0.2,-,-,-,-,-,0.4,-,-,0.4,0.4,0.2,0.6,Tyrique George,0(5),84,-,1,1,-,0.4,87.2,-,-,6.32
379,Ben Chilwell,Crystal Palace,28 years old (21-12-1996),178cm,England,"Defender (Left), Midfielder (Left)",1,0.5,0.5,-,-,-,-,-,-,-,0.2,0.5,0.3,0.2,-,1.3,0.5,0.3,0.8,0.3,0.3,-,-,-,-,0.7,0.3,0.2,0.2,0.3,9.5,0.2,1.5,6,1.8,0.3,0.3,-,-,-,-,0.3,0.3,-,-,0.7,0.5,1.2,Ben Chilwell,0(6),136,-,-,1,-,0.3,64.9,0.5,-,6.32
380,Leny Yoro,Manchester United,19 years old (13-11-2005),190cm,France,Defender (Centre),1.4,0.6,0.8,-,-,-,-,-,-,-,0.2,-,0.1,0.3,-,2.1,0.1,0.1,0.2,0.1,0.5,-,-,-,-,1,-,-,-,0.1,37.4,1.1,0.9,33.5,1.8,0.1,0.1,-,-,-,-,0.3,-,0.1,0.2,1.4,0.4,1.7,Leny Yoro,10(7),966,-,-,5,-,0.3,92.6,0.6,-,6.32
381,James McAtee,Manchester City,22 years old (18-10-2002),180cm,England,"Attacking Midfielder (Centre, Right)",0.3,0.1,0.3,-,-,-,-,-,-,-,-,-,0.3,0.1,-,0.1,0.3,0.2,0.5,0.1,0.4,0.3,0.1,0.2,-,0.1,0.2,-,0.2,-,6.9,-,-,5.8,1.2,0.3,0.1,-,-,-,-,0.9,0.2,0.2,0.6,0.3,0.3,0.7,James McAtee,1(11),217,3,-,1,-,0.9,83.1,0.1,-,6.32
382,Tim Iroegbunam,Everton,21 years old (30-06-2003),183cm,England,Midfielder (Centre),0.7,0.5,0.2,-,-,-,-,-,0.1,0.1,0.3,0.1,0.8,0.2,-,0.7,0.7,0.5,1.3,0.7,0.9,-,-,-,-,0.9,0.2,-,0.2,-,9.5,0.5,0.3,6.5,2.2,0.7,1.2,-,-,-,-,0.3,0.3,-,0.1,1.7,0.5,2.2,Tim Iroegbunam,5(10),547,-,1,3,-,0.3,73.9,0.5,-,6.32
383,Luke Shaw,Manchester United,29 years old (12-07-1995),178cm,England,"Defender (Centre, Left), Midfielder (Left)",-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,-,-,-,-,0.3,-,-,-,-,0.3,0.7,-,0.7,-,38.3,1.3,1,32.3,3.7,0.3,-,-,-,-,-,-,-,-,-,0.7,-,0.7,Luke Shaw,0(3),80,-,-,-,-,-,87.8,-,-,6.32
384,Pedro Lima,Wolves,18 years old (01-07-2006),174cm,,Defender,1,-,1,-,-,-,-,-,-,-,-,0.3,-,-,-,1.3,0.7,0.3,1,0.3,0.3,-,-,-,-,0.7,0.7,-,0.7,0.3,8.7,-,-,6.7,2,0.3,-,-,-,-,-,0.3,0.3,-,-,0.3,0.7,1,Pedro Lima,1(2),70,-,-,-,-,0.3,76.9,-,-,6.32
385,Joshua Zirkzee,Manchester United,23 years old (22-05-2001),193cm,Netherlands,"Attacking Midfielder (Centre), Forward",2.4,0.7,1.7,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.3,0.8,0.3,1.1,0.4,0.3,0.1,-,0.1,-,0.2,0.4,-,0.4,0.1,12.7,0.2,0.2,8.9,3.4,1.3,0.9,-,-,-,-,0.9,0.1,0.1,0.6,0.4,0.2,0.6,Joshua Zirkzee,14(18),1395,3,1,2,-,0.9,72.1,0.7,-,6.32
387,Mats Wieffer,Brighton,25 years old (16-11-1999),188cm,Netherlands,Defensive Midfielder (C),1.8,1.1,0.7,-,-,-,-,-,0.1,0.1,0.1,-,0.5,0.2,-,0.7,0.3,0.2,0.5,0.3,0.8,0.1,-,0.1,-,0.4,0.5,0.1,0.4,-,20.5,0.7,0.3,17.1,2.4,0.5,0.4,-,-,-,-,0.3,0.1,0.1,0.2,1.3,0.4,1.7,Mats Wieffer,4(15),505,1,2,4,-,0.3,86.9,1.1,1,6.32
388,Sam Szmodics,Ipswich,29 years old (24-09-1995),168cm,England,"Attacking Midfielder (Centre, Left), Forward",0.9,0.3,0.6,-,-,-,-,-,-,-,0.1,0.1,0.4,0.1,-,0.6,0.4,0.2,0.6,0.4,0.5,0.2,-,0.2,0.1,0.3,0.2,0.1,0.2,0.4,9.5,0.6,0.5,6.7,1.7,1.3,0.9,-,-,-,-,1.1,0.2,0.2,0.8,0.8,0.9,1.7,Sam Szmodics,13(6),988,4,-,2,-,1.1,76.8,0.3,-,6.32
389,Issa Diop,Fulham,28 years old (09-01-1997),194cm,France,Defender (Centre),1.6,1,0.6,-,-,-,-,-,-,-,0.3,0.1,0.1,0.1,-,3.3,-,-,0.1,0.2,0.5,-,-,-,-,0.4,0.1,-,0.1,-,36,1.9,2.2,29.6,2.3,0.4,0.1,-,-,-,-,0.2,-,0.1,0.1,1.2,0.2,1.5,Issa Diop,15(6),1336,-,-,2,-,0.2,87.5,1,-,6.32
390,Jakub Kiwior,Arsenal,25 years old (15-02-2000),189cm,Poland,"Defender (Centre, Left), Defensive Midfielder (C)",1.2,0.6,0.5,-,-,-,-,-,-,-,0.3,-,0.3,-,-,2.3,0.1,0.2,0.3,0.1,0.5,-,-,-,-,0.2,0.3,0.2,0.1,-,31.3,1.3,1.1,26.6,2.3,0.1,0.1,-,-,-,-,0.2,0.1,-,0.1,0.9,0.3,1.2,Jakub Kiwior,4(7),577,-,-,-,-,0.2,89.2,0.6,-,6.31
391,Boubakary Soumaré,Leicester,26 years old (27-02-1999),188cm,France,Defensive Midfielder (C),1,0.7,0.3,-,-,-,-,-,-,-,0.2,-,0.4,0.3,-,0.9,0.6,1,1.7,0.7,0.8,-,-,-,-,1,0.4,-,0.4,-,42.2,1,0.8,36,4.5,0.8,0.8,-,-,-,-,0.3,0.2,-,-,1.3,0.5,1.8,Boubakary Soumaré,21(4),1819,-,-,8,-,0.3,87.5,0.7,-,6.31
392,Lamare Bogarde,Aston Villa,21 years old (05-01-2004),183cm,Netherlands,Defensive Midfielder (C),1.5,0.8,0.8,-,-,-,-,-,-,-,0.4,0.1,0.3,0.3,-,1.5,0.3,0.3,0.5,1.4,1,-,-,-,-,0.1,0.3,-,0.3,-,31.6,0.4,0.8,27.5,3,0.8,1,-,-,-,-,0.1,0.1,-,-,1.8,0.8,2.5,Lamare Bogarde,5(3),476,-,-,2,-,0.1,88.1,0.8,-,6.31
393,Kieran Tierney,Arsenal,27 years old (05-06-1997),178cm,Scotland,"Defender (Centre, Left), Midfielder (Left)",1,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.3,0.1,0.4,0.3,-,-,-,-,-,0.3,0.8,0.1,0.6,0.3,8.3,0.1,0.1,7.3,0.8,0.1,-,-,-,-,-,0.1,-,0.1,-,0.5,0.3,0.8,Kieran Tierney,1(7),155,-,-,-,-,0.1,89.4,0.5,-,6.3
394,Chiedozie Ogbene,Ipswich,27 years old (01-05-1997),181cm,Ireland,"Midfielder (Centre, Left, Right), Forward",1.4,0.2,1.2,-,-,-,-,-,-,-,-,-,0.2,-,-,0.6,1.2,0.2,1.4,1.4,0.4,-,-,-,-,0.2,0.4,-,0.4,0.2,7.8,-,0.2,6.2,1.4,0.8,0.4,-,-,-,-,-,-,-,-,1.4,0.4,1.8,Chiedozie Ogbene,3(2),240,-,-,-,-,-,79.5,0.2,-,6.3
395,Danny Ings,West Ham,32 years old (23-07-1992),178cm,England,"Attacking Midfielder (Centre), Forward",1.2,0.5,0.7,-,-,-,-,-,0.1,0.1,-,-,0.3,-,-,0.3,0.2,0.3,0.5,0.1,-,0.1,-,0.1,-,0.1,0.4,-,0.4,-,5.9,0.1,0.1,4.1,1.5,0.4,0.4,-,-,-,-,0.9,0.1,0.1,0.7,0.3,0.1,0.4,Danny Ings,1(14),274,1,2,-,-,0.9,71.6,0.5,-,6.29
396,Timo Werner,Tottenham,29 years old (06-03-1996),180cm,Germany,"Attacking Midfielder (Centre, Left, Right), Forward",0.1,-,0.1,-,-,-,-,-,0.2,0.2,0.1,0.1,0.5,-,-,0.3,0.5,0.6,1.1,0.3,0.2,-,-,-,-,0.1,0.6,-,0.6,0.3,11,0.1,0.3,8.1,2.5,0.8,0.3,-,-,-,-,0.4,0.2,-,0.3,0.3,0.6,0.9,Timo Werner,4(14),508,-,3,-,-,0.4,74.2,-,-,6.29
397,Axel Tuanzebe,Ipswich,27 years old (14-11-1997),186cm,England,"Defender (Centre, Right)",1.7,0.8,0.9,-,-,-,-,-,0.1,0.1,0.4,0.1,0.4,0.2,0.1,2.7,0.4,0.2,0.6,0.6,0.7,-,-,-,-,1.2,0.2,-,0.2,-,29.9,0.6,0.9,25,3.3,0.6,0.1,-,-,-,-,0.2,0.1,-,0.2,1.6,0.5,2.1,Axel Tuanzebe,16(1),1361,-,1,3,1,0.2,85.8,0.8,-,6.29
398,Daichi Kamada,Crystal Palace,28 years old (05-08-1996),184cm,Japan,"Attacking Midfielder (Centre, Left, Right), Forward",0.5,0.1,0.4,-,-,-,-,-,-,-,0.1,-,0.5,0.1,-,0.4,0.3,0.1,0.5,0.6,0.9,-,-,-,-,0.5,0.6,0.1,0.5,0.1,20.5,0.6,0.5,16.1,3.2,0.5,0.6,-,-,-,-,0.6,0.3,-,0.3,1.4,0.9,2.3,Daichi Kamada,12(16),1225,-,-,3,1,0.6,81.7,0.1,-,6.29
399,Raheem Sterling,Arsenal,30 years old (08-12-1994),172cm,England,"Midfielder (Centre, Left, Right), Forward",0.3,0.1,0.2,-,-,-,-,-,0.2,0.2,-,-,0.2,0.1,-,0.2,1,0.7,1.7,0.2,0.8,-,-,-,-,0.1,0.5,-,0.5,0.2,10.8,0.1,0.1,8.7,1.9,0.8,1,-,-,-,-,0.8,0.2,-,0.5,0.5,0.2,0.7,Raheem Sterling,5(8),353,-,2,1,-,0.8,81.4,0.1,-,6.29
400,Ramón Sosa,Nottingham Forest,25 years old (31-08-1999),179cm,Paraguay,"Attacking Midfielder (Left, Right)",0.8,0.3,0.5,-,-,-,-,-,-,-,-,0.1,0.4,0.1,-,0.2,0.2,0.5,0.7,0.4,0.4,0.1,-,0.1,-,0.2,0.5,0.1,0.4,0.2,4.8,0.2,0.1,3.3,1.2,0.3,0.3,-,-,-,-,0.6,0.3,-,0.4,0.3,0.2,0.5,Ramón Sosa,1(15),253,1,-,1,-,0.6,72.4,0.3,-,6.29
401,Dane Scarlett,Tottenham,21 years old (24-03-2004),180cm,England,Forward,0.3,0.3,-,-,-,-,-,-,0.3,0.3,-,-,-,-,-,0.3,-,-,-,0.3,-,-,-,-,-,-,0.3,-,0.3,0.3,1.7,-,0.3,1,0.3,-,0.3,-,-,-,-,0.3,-,-,0.3,0.3,-,0.3,Dane Scarlett,0(3),31,-,1,-,-,0.3,60,0.3,-,6.29
402,Carlos Soler,West Ham,28 years old (02-01-1997),180cm,Spain,"Midfielder (Centre, Left, Right)",0.8,0.4,0.4,-,-,-,-,-,-,-,0.1,0.1,0.5,0.2,-,0.6,0.4,0.3,0.7,0.6,0.9,-,-,-,-,0.3,0.5,-,0.5,-,19.8,0.6,0.7,16.9,1.7,0.4,0.5,-,-,-,-,0.9,0.4,-,0.4,0.4,0.6,1,Carlos Soler,13(14),1259,1,1,5,-,0.9,88,0.4,-,6.29
403,Charlie Taylor,Southampton,31 years old (18-09-1993),176cm,England,"Defender (Centre, Left), Midfielder (Left)",0.9,0.6,0.3,-,-,-,-,-,-,-,0.4,0.1,0.3,0.1,-,3,-,0.3,0.3,0.3,0.3,-,-,-,-,0.4,0.1,-,0.1,-,20.9,0.7,0.3,18.6,1.3,0.1,0.1,-,-,-,-,-,-,-,-,1,0.1,1.1,Charlie Taylor,2(5),263,-,-,1,-,-,92.5,0.6,-,6.29
404,Youssef Chermiti,Everton,20 years old (24-05-2004),192cm,Portugal,Forward,1,0.5,0.5,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,0.5,0.5,-,0.5,-,-,-,-,-,-,-,-,-,2.5,0.5,-,0.5,1.5,-,-,-,-,-,-,1,-,-,1,-,-,-,Youssef Chermiti,0(2),15,-,-,1,-,1,40,0.5,-,6.29
405,Flynn Downes,Southampton,26 years old (20-01-1999),173cm,England,"Defender (Centre), Midfielder (Centre)",1,0.5,0.5,-,-,-,-,-,-,-,0.2,-,0.8,0.5,-,1.6,0.4,0.2,0.6,1.4,2,-,-,-,-,1.3,0.6,-,0.6,-,41.1,0.8,1,36.3,3.1,0.6,0.8,-,-,-,-,0.4,0.2,-,0.2,1.9,0.9,2.8,Flynn Downes,19(2),1616,1,-,10,-,0.4,90.2,0.5,-,6.28
406,Rodrigo Gomes,Wolves,21 years old (07-07-2003),175cm,Portugal,"Midfielder (Left, Right)",1.1,0.3,0.8,-,-,-,-,-,-,-,0.1,0.2,0.4,-,-,0.8,0.4,0.2,0.6,0.2,0.1,0.1,-,0.1,-,0.3,0.6,-,0.6,-,10.3,0.2,0.7,6.9,2.5,0.8,0.4,-,-,-,-,0.2,0.1,-,0.2,1,0.4,1.4,Rodrigo Gomes,6(13),609,1,-,-,-,0.2,68.9,0.3,-,6.28
407,Michael Kayode,Brentford,20 years old (10-07-2004),179cm,,Defender (Right),0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,-,0.2,0.2,0.2,0.3,-,-,-,-,0.2,0.3,0.2,0.2,-,4,0.3,-,2.8,0.8,0.2,-,-,-,-,-,-,-,-,-,0.8,-,0.8,Michael Kayode,0(6),58,-,-,-,-,-,79.2,0.2,-,6.28
408,Eddie Nketiah,Crystal Palace,25 years old (30-05-1999),175cm,England,"Attacking Midfielder (Centre), Forward",1.9,0.7,1.2,-,-,-,-,-,-,-,-,0.1,0.4,0.1,-,0.3,0.4,0.4,0.8,1,1,-,-,-,-,0.1,0.5,-,0.5,0.1,8.7,0.2,0.2,6.3,1.9,1.2,0.6,-,-,-,-,1.4,0.3,0.1,1,0.5,0.3,0.8,Eddie Nketiah,7(16),779,1,1,3,1,1.4,75.4,0.7,-,6.28
409,Vladimír Coufal,West Ham,32 years old (22-08-1992),174cm,Czech Republic,"Defender (Centre, Right), Midfielder (Right)",1.8,1.1,0.8,-,-,-,-,-,-,-,0.6,0.1,0.1,0.2,-,1.8,0.3,0.1,0.4,0.7,1.1,-,-,-,-,0.4,0.4,0.1,0.3,-,20,0.6,1.5,15.6,2.3,0.5,0.3,-,-,-,-,0.3,0.1,-,0.2,0.9,0.6,1.6,Vladimír Coufal,8(8),768,-,-,3,-,0.3,80.9,1.1,-,6.27
410,Jorge Cuenca,Fulham,25 years old (17-11-1999),190cm,Spain,"Defender (Centre, Left)",1.5,1,0.5,-,-,-,-,-,-,-,0.5,-,-,-,-,3.5,-,0.3,0.3,0.3,0.3,-,-,-,-,0.3,-,-,-,-,19.8,0.7,1.3,16,1.8,0.2,-,-,-,-,-,0.2,-,-,0.2,0.3,0.5,0.8,Jorge Cuenca,3(3),259,-,-,-,-,0.2,84,1,-,6.27
411,Matt Targett,Newcastle,29 years old (18-09-1995),183cm,England,"Defender (Left), Midfielder (Left)",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,7,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,1,1,Matt Targett,0(1),12,-,-,-,-,-,100,-,-,6.27
412,Nathan Wood,Southampton,22 years old (31-05-2002),188cm,England,Defender (Centre),2.1,1.2,0.9,-,-,-,-,-,-,-,0.6,0.1,0.3,0.2,-,2.8,0.2,0.3,0.6,0.4,0.9,-,-,-,-,0.4,0.1,-,0.1,-,42.9,0.9,0.7,39.3,2,0.4,0.1,-,-,-,-,0.2,-,0.2,-,1.1,0.3,1.4,Nathan Wood,7(2),625,-,-,2,-,0.2,93.8,1.2,-,6.27
413,Alex McCarthy,Southampton,35 years old (03-12-1989),193cm,England,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,25.2,5.2,6.4,12.4,1.2,-,-,4.8,-,3.4,1.4,-,-,-,-,-,-,-,Alex McCarthy,5,450,-,-,-,-,-,69.8,0.4,-,6.27
416,Cheick Doucouré,Crystal Palace,25 years old (08-01-2000),180cm,Mali,Defensive Midfielder (C),0.8,0.4,0.4,-,-,-,-,-,-,-,-,-,0.3,0.1,-,0.8,0.2,0.2,0.4,0.5,0.5,-,-,-,-,0.8,0.1,-,0.1,-,15.6,0.6,0.4,12.8,1.8,0.3,0.5,-,-,-,-,0.5,0.3,-,0.2,1.2,0.5,1.7,Cheick Doucouré,4(9),447,-,-,1,-,0.5,85.7,0.4,-,6.27
417,Harvey Elliott,Liverpool,22 years old (04-04-2003),170cm,England,"Attacking Midfielder (Centre, Right)",0.2,0.1,0.1,-,-,-,-,-,0.1,0.1,0.1,-,0.2,-,-,0.2,0.3,0.2,0.4,-,-,-,-,-,-,-,0.3,0.2,0.2,0.1,12.4,1.1,0.3,9.4,1.7,0.2,0.2,-,-,-,-,0.8,0.1,-,0.7,0.3,0.3,0.5,Harvey Elliott,0(12),156,-,1,-,-,0.8,84.6,0.1,-,6.27
419,Hákon Valdimarsson,Brentford,23 years old (13-10-2001),188cm,Iceland,Goalkeeper,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.5,9,12,10.5,-,-,-,1.5,-,-,1.5,-,-,-,-,-,-,-,Hákon Valdimarsson,1(1),144,-,-,-,-,-,61.9,0.5,-,6.27
420,Fábio Carvalho,Brentford,22 years old (30-08-2002),170cm,Portugal,"Attacking Midfielder (Centre, Left), Forward",0.4,0.1,0.3,-,-,-,-,-,0.1,0.1,0.1,-,0.3,0.1,-,0.1,0.6,0.1,0.7,0.5,0.3,0.1,0.1,0.1,-,0.2,0.2,-,0.2,0.1,8.7,0.3,0.3,6.3,1.9,0.7,0.4,-,-,-,-,0.6,0.2,0.2,0.3,0.7,0.4,1.1,Fábio Carvalho,3(16),447,2,1,1,-,0.6,74.7,0.1,-,6.26
421,Armel Bella-Kotchap,Southampton,23 years old (11-12-2001),190cm,Germany,Defender (Centre),2.8,1.5,1.3,-,-,-,-,-,-,-,0.5,-,-,-,-,5.3,0.3,-,0.3,0.5,0.8,-,-,-,-,1.3,-,-,-,-,55.8,1.8,2.8,48.8,2.5,0.3,-,-,-,-,-,0.3,-,-,0.3,1.8,0.8,2.5,Armel Bella-Kotchap,2(2),329,-,-,-,-,0.3,90.6,1.5,-,6.26
423,Tom Cairney,Fulham,34 years old (20-01-1991),185cm,Scotland,"Midfielder (Centre, Right)",0.6,0.2,0.4,-,-,-,-,-,-,-,0.1,-,0.2,0.2,0.1,0.1,0.4,0.2,0.6,0.9,0.4,0.1,-,0.1,-,0.2,0.5,0.1,0.4,-,24.9,0.5,0.2,22.7,1.7,0.2,0.2,-,-,-,-,0.3,0.2,-,0.1,0.5,0.2,0.7,Tom Cairney,2(18),458,1,-,3,1,0.3,92.8,0.2,-,6.26
424,James Bree,Southampton,27 years old (11-12-1997),178cm,England,"Defender (Centre, Left, Right), Midfielder (Right)",1.1,0.9,0.3,0.1,-,-,-,-,-,0.1,0.2,0.1,0.4,-,-,1.6,0.3,0.3,0.6,0.3,0.1,-,-,-,-,0.6,0.7,0.2,0.5,-,33.6,0.7,1.1,28.6,3.2,0.4,0.3,-,-,-,-,0.3,0.2,-,0.1,1.1,0.7,1.8,James Bree,11(3),892,-,1,-,-,0.3,87,0.9,-,6.26
425,Sean Longstaff,Newcastle,27 years old (30-10-1997),180cm,England,Defensive Midfielder (C),0.7,0.4,0.3,-,-,-,-,-,-,-,0.2,-,0.5,0.1,-,0.3,0.2,0.1,0.3,0.3,0.4,-,-,-,-,0.3,0.2,-,0.2,-,14.3,0.5,0.2,11.8,1.8,0.4,0.3,-,-,-,-,0.3,-,-,0.2,1.1,0.4,1.5,Sean Longstaff,8(16),787,-,-,2,-,0.3,86,0.4,-,6.26
426,Craig Dawson,Wolves,34 years old (06-05-1990),188cm,England,"Defender (Centre, Right)",2.1,1.4,0.7,-,-,-,-,-,-,-,0.7,0.1,0.3,0.1,-,3.4,0.3,0.1,0.3,0.3,0.4,-,-,-,-,0.6,0.1,0.1,0.1,0.1,37.2,2.9,2.7,29.3,2.2,0.1,-,-,-,-,-,0.3,-,0.1,0.3,1,0.2,1.2,Craig Dawson,10(5),969,-,-,2,-,0.3,86.7,1.4,-,6.26
428,Victor Lindelöf,Manchester United,30 years old (17-07-1994),187cm,Sweden,"Defender (Centre, Left, Right)",2.1,1,1.1,-,-,-,-,-,-,-,0.1,-,0.2,0.1,-,2.8,-,-,-,-,0.7,-,-,-,-,0.5,0.3,-,0.3,-,14.1,0.1,0.2,12.9,0.9,0.1,-,-,-,-,-,-,-,-,-,0.5,0.1,0.6,Victor Lindelöf,3(7),362,-,-,1,-,-,92.2,1,-,6.26
429,Enes Ünal,Bournemouth,27 years old (10-05-1997),187cm,Turkey,Forward,2.8,1.4,1.4,-,-,-,-,-,0.1,0.1,-,-,0.1,0.1,-,0.4,0.6,0.1,0.7,0.5,0.4,0.1,0.1,-,0.1,-,0.2,-,0.2,0.1,5.5,-,0.1,3.7,1.8,1,0.8,-,-,-,-,1.2,0.3,0.2,0.7,0.1,0.2,0.2,Enes Ünal,2(15),332,2,1,2,-,1.2,67,1.4,-,6.25
430,Kiernan Dewsbury-Hall,Chelsea,26 years old (06-09-1998),178cm,England,Midfielder (Centre),0.1,-,0.1,-,-,-,-,-,0.1,0.1,-,0.2,0.2,-,-,0.5,0.2,0.2,0.4,0.5,0.4,-,-,-,-,0.1,0.3,-,0.3,-,13.5,0.4,0.3,11.2,1.6,0.1,0.3,-,-,-,-,0.1,-,-,0.1,0.7,0.2,0.9,Kiernan Dewsbury-Hall,2(9),254,-,1,-,-,0.1,85.8,-,-,6.25
431,Ricardo Pereira,Leicester,31 years old (06-10-1993),175cm,Portugal,"Defender (Left, Right), Midfielder (Right)",0.3,0.2,0.2,-,-,-,-,-,-,-,0.2,-,0.5,0.2,-,0.7,0.3,0.8,1.2,1,0.5,-,-,-,-,0.2,-,-,-,-,20,1.3,0.5,15.3,2.8,0.2,-,-,-,-,-,0.3,0.2,-,0.2,1,1,2,Ricardo Pereira,2(4),213,-,-,1,-,0.3,83.3,0.2,-,6.25
432,Joe Willock,Newcastle,25 years old (20-08-1999),179cm,England,Midfielder (Centre),0.5,0.1,0.4,-,-,-,-,-,0.1,0.1,0.1,0.1,0.6,0.1,-,0.2,0.7,0.4,1.1,0.4,0.7,-,-,-,-,0.2,0.7,-,0.7,0.1,9.9,0.2,0.2,8.3,1.2,1.1,0.8,-,-,-,-,0.5,0.1,-,0.4,0.9,0.3,1.2,Joe Willock,9(18),863,-,2,2,-,0.5,85.8,0.1,-,6.25
433,Conor Chaplin,Ipswich,28 years old (16-02-1997),168cm,England,"Attacking Midfielder (Centre, Left, Right), Forward",0.7,0.1,0.6,-,-,0.1,-,-,-,0.1,0.1,-,0.4,0.1,-,0.1,0.2,0.2,0.4,0.3,0.6,0.1,-,0.1,-,0.2,0.4,-,0.4,-,13.9,0.3,0.4,10.2,3,0.6,0.2,-,-,-,-,0.8,0.3,-,0.4,0.8,0.4,1.2,Conor Chaplin,7(9),620,1,1,1,-,0.8,75.3,0.1,-,6.25
434,Danilo,Nottingham Forest,23 years old (29-04-2001),176cm,,Midfielder (Centre),0.3,0.2,0.2,-,-,-,-,-,-,-,0.2,-,-,-,-,0.3,0.5,0.3,0.8,-,0.2,-,-,-,-,0.2,-,-,-,-,14.8,0.8,-,11.5,2.5,1,-,-,-,-,-,-,-,-,-,0.3,0.3,0.7,Danilo,4(2),211,-,-,-,-,-,83.1,0.2,-,6.25
435,Oleksandr Zinchenko,Arsenal,28 years old (15-12-1996),175cm,Ukraine,"Defender (Left), Midfielder (Centre, Left, Right)",1.7,0.9,0.8,-,-,-,-,-,-,-,-,-,0.5,0.1,-,0.5,0.1,0.2,0.3,0.2,0.7,-,-,-,-,0.3,0.1,-,0.1,0.1,21.8,0.6,0.7,17.5,3,0.2,0.2,-,-,-,-,0.4,-,-,0.4,0.2,0.3,0.5,Oleksandr Zinchenko,3(8),356,-,-,1,-,0.4,82.9,0.9,-,6.25
436,Joachim Andersen,Fulham,28 years old (31-05-1996),192cm,Denmark,Defender (Centre),2,2,-,-,-,-,-,-,-,-,-,-,-,1,-,7,-,-,-,-,2,-,-,-,-,-,-,-,-,-,82,5,15,56,6,-,1,-,-,-,-,1,1,-,-,1,1,2,Joachim Andersen,1,90,-,-,1,-,1,74.4,2,-,6.25
437,Oscar Bobb,Manchester City,21 years old (12-07-2003),174cm,Norway,Attacking Midfielder (Right),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0.5,-,-,-,-,-,-,0.5,-,0.5,-,5.5,-,-,4.5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Oscar Bobb,0(2),13,-,-,-,-,-,81.8,-,-,6.25
438,Kasey McAteer,Leicester,23 years old (22-11-2001),177cm,England,"Attacking Midfielder (Centre, Left, Right)",1.8,0.7,1.1,-,-,-,-,-,0.1,0.1,0.1,0.1,0.7,0.1,-,0.8,0.9,0.1,1,1,1,-,-,-,-,0.2,0.5,0.1,0.4,0.2,11,0.2,0.2,8,2.6,0.7,0.5,-,-,-,-,0.6,0.1,-,0.5,0.8,0.9,1.8,Kasey McAteer,5(8),481,-,1,1,-,0.6,74.1,0.7,-,6.25
439,George Hirst,Ipswich,26 years old (15-02-1999),191cm,England,Forward,2,1.3,0.7,-,-,-,-,-,0.1,0.1,-,-,-,0.1,-,0.4,0.1,0.1,0.2,0.3,0.4,0.1,-,0.1,-,0.1,0.2,-,0.2,0.1,4.1,-,0.1,2.3,1.8,0.8,0.4,-,-,-,-,0.4,0.1,0.1,0.3,0.1,0.1,0.2,George Hirst,2(18),358,2,1,1,-,0.4,56.1,1.3,-,6.25
