,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
227,0.1,-,-,-,-,0.1,0.1,-,-,0.7,0.4,0.3,0.6,0.5,1.9,1.1,0.8
228,0.6,0.1,-,0.1,-,0.6,0.3,-,0.4,0.6,0.4,0.2,0.6,0.4,0.7,0.6,0.2
229,0.6,-,-,-,-,0.6,0.4,-,0.2,0.8,0.4,0.5,0.8,0.4,1.4,0.7,0.7
230,1.4,0.1,-,0.1,-,1.4,0.6,-,0.8,2.3,1.6,0.7,2.1,0.9,0.9,0.3,0.7
231,0.7,0.1,-,-,-,0.7,0.2,-,0.4,1.3,0.6,0.6,1.6,0.8,1.4,0.7,0.6
232,1.4,0.1,-,0.1,-,1.4,0.5,0.1,0.9,3.2,1.9,1.3,0.9,0.8,0.4,0.2,0.2
233,0.4,0.1,0.1,0.1,-,0.4,0.1,0.2,0.2,0.7,0.4,0.3,0.7,0.5,1.1,0.8,0.3
234,1.2,0.1,-,0.1,-,1.2,0.4,0.1,0.7,1.9,0.9,1,1.3,1,1.2,0.6,0.6
235,0.5,-,-,-,-,0.5,0.2,-,0.4,0.5,0.4,0.2,0.8,0.4,2.2,1.3,0.9
236,0.9,-,-,-,-,0.9,0.4,0.1,0.4,1.6,0.8,0.8,1.2,0.8,1.2,0.6,0.6
237,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.2,0.2,-
238,1.3,0.1,-,-,0.1,1.3,0.6,-,0.7,2.2,1.6,0.6,1.2,0.8,-,-,-
239,0.3,-,-,-,-,0.3,0.1,-,0.2,0.4,0.2,0.2,0.4,0.2,2.5,1.6,0.9
240,1.6,0.2,-,0.2,-,1.6,0.1,0.2,1.3,1.4,0.7,0.7,1.1,1,1.2,0.9,0.3
241,2.5,0.3,0.1,0.2,-,2.5,0.5,0.4,1.7,1.9,1.4,0.5,2.6,1,2.6,1,1.7
242,0.2,-,-,-,-,0.2,0.1,-,0.1,0.1,0.1,0.1,0.4,0.1,1.1,0.7,0.4
243,1.4,0.2,-,0.2,-,1.4,0.2,0.1,1.1,0.9,0.5,0.4,1.6,0.8,3.4,1.8,1.7
244,1.5,0.3,0.2,0.1,0.1,1.5,0.3,0.3,0.8,1.6,1.2,0.4,2.5,0.8,1.3,0.6,0.8
245,1.4,0.2,0.1,0.1,-,1.4,0.1,0.2,1.1,0.9,0.4,0.4,0.4,0.7,2.9,1.4,1.5
246,-,-,-,-,-,-,-,-,-,0.4,0.2,0.3,0.4,0.7,1,0.5,0.5
247,1.7,0.2,0.1,0.1,-,1.7,0.3,0.3,1.1,0.9,0.5,0.5,1.1,0.9,3.7,1.9,1.8
248,0.3,-,-,-,-,0.3,0.2,-,0.2,0.6,0.2,0.5,0.6,0.1,3.7,1.8,2
249,0.4,0.1,-,0.1,-,0.4,-,0.1,0.3,0.8,0.3,0.5,0.3,0.3,3.1,1.5,1.6
250,0.5,-,-,-,-,0.5,0.3,-,0.3,1.2,0.6,0.6,1.2,0.3,1.8,1.2,0.6
251,2.7,0.3,-,0.3,-,2.7,0.4,0.3,1.9,1.9,1.1,0.8,1.7,0.8,2.2,0.8,1.3
252,0.3,-,-,-,-,0.3,0.1,-,0.2,1.6,0.9,0.6,0.7,0.8,0.7,0.2,0.5
253,1.2,0.1,-,0.1,-,1.2,0.4,0.1,0.7,1.5,0.8,0.6,0.9,1.1,0.6,0.1,0.5
254,1.1,0.1,-,-,-,1.1,0.6,-,0.5,1.3,0.8,0.5,0.9,0.7,0.7,0.1,0.6
255,-,-,-,-,-,-,-,-,-,1.2,0.5,0.6,1.3,0.7,0.9,0.4,0.5
256,1.6,0.2,-,0.2,-,1.6,0.5,-,1.2,1.7,0.9,0.8,1.1,1.1,1.2,0.4,0.8
257,0.6,-,-,-,-,0.6,0.4,-,0.3,2.1,0.9,1.3,0.3,0.4,0.1,-,0.1
258,1.1,0.1,-,-,-,1.1,0.3,0.1,0.8,2.2,1.5,0.7,1.4,0.7,3.4,1.4,2
259,1.4,0.1,0.1,-,-,1.4,0.2,0.2,1,1.9,1.1,0.8,1.8,0.6,0.9,0.2,0.7
260,1.5,0.3,0.1,0.2,-,1.5,0.2,0.3,1,1,0.7,0.3,2.1,0.9,3.3,1.5,1.8
261,0.6,0.1,-,0.1,-,0.6,0.2,0.1,0.2,0.6,0.3,0.3,0.6,0.5,1.4,0.8,0.6
262,1.5,0.1,-,0.1,-,1.5,0.7,-,0.8,0.7,0.2,0.5,0.8,0.5,0.2,0.1,0.2
263,0.5,0.1,-,0.1,-,0.5,0.1,-,0.5,1,0.7,0.3,0.6,0.3,0.6,0.3,0.3
264,0.3,0.1,0.1,-,-,0.3,0.1,0.1,0.1,0.8,0.3,0.4,0.6,0.3,1.9,1.1,0.8
265,1.2,-,-,-,-,1.2,0.7,-,0.5,1.3,0.7,0.6,1,0.5,0.3,0.1,0.2
266,0.3,-,-,-,-,0.3,-,0.1,0.2,0.2,-,0.1,0.3,0.2,1.5,0.6,0.9
267,0.7,-,-,-,-,0.7,0.4,-,0.3,1.8,1,0.8,1,0.7,1.6,0.8,0.8
268,0.2,-,-,-,-,0.2,0.1,-,0.1,0.7,0.3,0.4,0.6,0.4,1.3,0.6,0.7
269,0.6,-,-,-,-,0.6,0.2,-,0.3,0.7,0.5,0.2,1.2,0.2,1.2,0.6,0.6
270,1,0.1,-,0.1,-,1,0.1,0.1,0.8,1.9,1,0.9,2.3,0.5,0.9,0.4,0.5
271,0.8,-,-,-,-,0.8,0.3,-,0.4,2,1.2,0.8,1.7,1.1,0.4,0.1,0.3
272,0.6,-,-,-,-,0.6,0.4,-,0.3,0.8,0.4,0.4,0.4,0.4,1,0.2,0.8
273,0.2,-,-,-,-,0.2,-,-,0.1,0.4,0.3,0.2,0.7,0.2,1.6,1.2,0.4
274,0.6,-,-,-,-,0.6,0.3,-,0.3,1.1,0.6,0.5,0.7,0.6,0.8,0.2,0.6
275,0.3,-,-,-,-,0.3,0.2,-,0.1,0.9,0.5,0.4,1,0.2,1,0.4,0.6
276,0.1,-,-,-,-,0.1,-,-,0.1,0.3,-,0.3,0.9,0.1,3,1.1,1.9
277,0.6,-,-,-,-,0.6,-,-,0.6,0.3,0.3,-,0.4,-,2.1,1.1,1
278,0.4,-,-,-,-,0.4,0.2,0.1,0.1,0.6,0.3,0.2,0.7,0.3,1.3,1,0.3
279,0.1,-,-,-,-,0.1,0.1,-,-,0.5,0.3,0.3,0.7,0.1,1.3,0.8,0.5
280,1.1,-,-,-,-,1.1,0.6,-,0.5,2.5,1.2,1.3,2.1,1,1.5,0.6,0.9
281,0.5,0.2,0.2,-,-,0.5,0.2,0.2,0.1,1.1,0.7,0.4,0.8,0.5,1.3,0.4,0.9
282,1,0.1,-,-,-,1,0.7,-,0.2,1,0.6,0.4,1.2,0.9,1.3,0.4,1
283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-
284,2.2,0.3,-,0.2,-,2.2,0.2,0.2,1.8,1.8,1.1,0.7,3,2.2,3.7,1.8,1.9
285,1.1,-,-,-,-,1.1,0.5,-,0.6,1.7,1.2,0.5,1.2,1,1,0.4,0.7
286,1.1,0.2,0.1,0.1,-,1.1,-,0.2,0.9,2.4,1.5,0.8,2.6,1.6,3.5,1,2.4
287,0.4,0.1,-,-,0.1,0.4,0.3,-,0.1,0.7,0.3,0.4,0.4,0.3,0.2,0.2,-
288,0.5,-,-,-,-,0.5,0.1,0.1,0.4,0.1,-,0.1,0.6,0.1,2.9,1.9,1
289,1,0.5,-,0.5,-,1,-,-,1,1,0.5,0.5,0.5,-,1,-,1
290,0.6,0.1,-,0.1,-,0.6,0.4,-,0.2,0.7,0.4,0.4,0.8,0.2,0.9,0.4,0.4
291,0.3,-,-,-,-,0.3,0.1,-,0.1,0.1,-,0.1,0.1,-,3.7,2.6,1.1
292,0.6,-,-,-,-,0.6,0.5,-,0.1,1.2,0.7,0.5,1.3,1,0.8,0.5,0.4
293,0.9,0.2,0.1,0.1,-,0.9,-,0.1,0.8,0.7,0.4,0.3,1.6,0.9,0.9,0.3,0.6
294,0.4,-,-,-,-,0.4,0.1,0.1,0.3,0.1,0.1,-,0.4,0.1,2.3,1.6,0.8
295,0.4,-,-,-,-,0.4,0.1,0.1,0.2,0.6,0.5,0.2,1.1,1.1,0.9,0.5,0.4
296,0.4,-,-,-,-,0.4,0.1,-,0.3,1,0.5,0.5,0.6,0.3,1.1,0.6,0.5
297,0.2,-,-,-,-,0.2,0.1,-,0.1,1.5,0.7,0.8,1.2,0.7,1.9,0.8,1
298,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.2,0.2,-
299,0.4,-,-,-,-,0.4,-,0.2,0.2,0.4,0.1,0.3,0.3,-,2.5,1.5,0.9
300,0.7,0.1,-,-,-,0.7,0.4,-,0.3,0.3,0.1,0.2,0.8,0.3,1,0.4,0.6
301,1.4,0.3,0.1,0.2,-,1.4,0.1,0.3,1,0.7,0.5,0.2,1.2,0.4,2.9,1.3,1.6
302,0.7,-,-,-,-,0.7,0.1,0.3,0.4,-,-,-,0.3,0.1,4.3,2.5,1.7
303,0.6,0.1,-,0.1,-,0.6,0.3,-,0.3,0.7,0.3,0.4,0.3,-,1.4,0.6,0.9
304,0.6,0.1,-,-,-,0.6,0.2,-,0.3,2.3,1.3,1,1.1,0.4,0.5,-,0.5
305,0.5,-,-,-,-,0.5,0.1,-,0.3,2.5,1.3,1.3,1.3,0.7,1,0.2,0.8
306,1.3,0.2,0.2,0.1,-,1.3,0.1,0.4,0.8,0.8,0.6,0.2,1.2,0.8,1.3,0.3,1
307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
308,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,3,1.7,1.3
309,0.4,-,-,-,-,0.4,0.1,0.1,0.3,0.8,0.5,0.3,0.5,0.2,1.5,0.8,0.7
310,0.6,-,-,-,-,0.6,0.6,-,0.1,0.8,0.5,0.3,0.7,0.7,0.7,0.3,0.3
311,0.4,0.1,-,0.1,-,0.4,0.1,0.1,0.1,0.3,0.3,-,0.7,0.1,1,0.7,0.3
312,1.2,0.1,-,0.1,-,1.2,0.4,0.1,0.8,1.4,0.8,0.6,1.3,0.5,0.8,0.3,0.6
313,1,-,-,-,-,1,1,-,-,1,1,-,1.5,1,1.5,1,0.5
314,2.3,0.3,-,0.3,-,2.3,-,0.2,2.2,1.3,1,0.3,2.4,0.8,1.5,0.1,1.4
315,0.3,-,-,-,-,0.3,0.3,-,0.1,1.6,0.7,0.9,0.6,0.5,0.9,0.5,0.3
316,0.3,-,-,-,-,0.3,0.1,-,0.2,0.2,0.1,0.1,0.2,0.2,1.3,1,0.3
317,0.3,0.1,-,0.1,-,0.3,0.2,-,0.2,0.3,0.1,0.2,0.4,0.2,0.9,0.6,0.3
318,1.2,0.1,-,0.1,-,1.2,0.7,-,0.5,1,0.5,0.5,0.8,0.8,1.3,0.6,0.7
319,0.8,-,-,-,-,0.8,0.5,0.1,0.2,1,0.5,0.5,0.6,0.6,0.7,0.2,0.5
320,0.4,0.1,0.1,-,-,0.4,0.1,0.1,0.2,1.6,0.8,0.8,1.1,0.7,1.4,0.5,0.8
321,0.3,-,-,-,-,0.3,-,-,0.3,0.3,-,0.3,-,-,0.7,0.3,0.3
322,0.4,-,-,-,-,0.4,0.1,-,0.2,1,0.6,0.3,1.1,1,0.9,0.2,0.7
323,0.6,-,-,-,-,0.6,0.5,-,0.2,2.3,1.1,1.1,1.3,1.1,1.1,0.3,0.8
324,0.2,-,-,-,-,0.2,0.1,-,0.1,0.5,0.2,0.3,0.3,0.5,1.5,0.8,0.7
325,0.5,0.1,-,-,0.1,0.5,0.3,-,0.3,0.9,0.5,0.4,0.9,0.7,1.5,0.7,0.8
326,0.7,-,-,-,-,0.7,0.7,-,-,1.2,0.5,0.6,0.8,0.5,2,1.5,0.5
327,0.1,-,-,-,-,0.1,-,-,0.1,0.1,-,0.1,0.2,0.2,1.5,0.6,0.9
328,0.3,-,-,-,-,0.3,0.1,0.1,0.1,0.7,0.2,0.6,0.3,0.2,2.3,0.8,1.5
329,1.4,0.2,-,0.1,0.1,1.4,0.7,0.1,0.6,1.4,0.6,0.8,1.1,1.5,1.1,0.3,0.8
330,0.5,-,-,-,-,0.5,0.3,-,0.2,0.6,0.5,0.1,0.7,0.3,1.2,0.7,0.5
331,0.1,-,-,-,-,0.1,-,-,0.1,0.6,0.3,0.3,0.5,0.5,0.6,0.2,0.5
332,0.4,-,-,-,-,0.4,0.2,0.1,0.1,0.5,0.4,0.1,1.2,0.5,2.6,1.3,1.3
333,0.8,0.1,-,0.1,-,0.8,0.2,0.1,0.5,0.8,0.5,0.3,0.9,0.7,2.2,1.3,0.9
334,0.2,-,-,-,-,0.2,-,-,0.1,0.9,0.4,0.5,0.6,0.4,0.2,0.2,-
335,0.3,0.1,-,0.1,-,0.3,-,0.1,0.2,0.3,0.2,0.2,0.3,0.2,2,1.1,0.9
336,0.1,-,-,-,-,0.1,0.1,-,0.1,0.5,0.4,0.2,0.6,0.3,1.7,0.9,0.7
337,0.5,0.1,0.1,-,-,0.5,-,0.1,0.4,1.2,0.5,0.7,1.3,0.5,2.1,1.2,0.9
338,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
339,0.2,-,-,-,-,0.2,-,-,0.2,0.3,0.1,0.2,0.3,0.1,2.5,1.8,0.8
340,0.8,0.2,0.1,0.1,-,0.8,0.1,0.2,0.5,0.5,0.3,0.2,1,1,3.8,1.3,2.5
341,1.1,0.1,-,0.1,-,1.1,0.4,0.1,0.6,2.1,1.3,0.8,1,0.5,0.4,0.1,0.3
342,1,0.1,-,0.1,-,1,0.1,0.1,0.7,0.3,0.2,0.1,0.7,0.3,3.7,2,1.7
343,0.5,0.2,0.1,0.1,-,0.5,0.1,0.2,0.3,0.6,0.5,0.2,0.3,0.4,0.2,0.2,-
344,0.7,-,-,-,-,0.7,0.2,-,0.4,0.5,0.4,0.1,0.6,0.2,1.4,0.6,0.8
345,0.4,-,-,-,-,0.4,0.2,0.1,0.1,1.9,1.3,0.6,0.7,0.7,1,0.4,0.6
346,1,-,-,-,-,1,-,-,1,-,-,-,-,-,3,3,-
347,0.2,-,-,-,-,0.2,0.1,-,0.1,0.2,0.1,0.1,0.4,0.3,0.9,0.3,0.6
348,0.6,0.1,-,0.1,-,0.6,0.2,0.1,0.3,0.8,0.3,0.5,0.9,0.4,2.3,1.2,1.1
349,0.3,0.1,0.1,-,-,0.3,-,0.1,0.2,0.7,0.4,0.3,0.5,0.2,0.9,0.5,0.5
350,0.1,-,-,-,-,0.1,0.1,-,-,0.3,0.3,-,0.7,0.9,0.3,0.1,0.1
351,0.7,-,-,-,-,0.7,0.3,-,0.3,2,1,1,0.9,0.9,1.2,0.7,0.6
352,-,-,-,-,-,-,-,-,-,1.6,1.1,0.4,1,1.1,1.1,0.6,0.6
353,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-
354,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,1.3,1.3
355,0.2,-,-,-,-,0.2,0.2,-,-,0.4,0.2,0.1,0.4,0.2,0.2,0.1,0.1
356,0.3,-,-,-,-,0.3,0.2,-,0.2,0.8,0.3,0.4,1,0.8,1.4,0.6,0.8
357,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.1,0.1,0.1,0.1,-
358,0.7,0.1,-,0.1,-,0.7,-,-,0.7,1.3,1,0.3,0.7,1.3,0.4,0.3,0.1
359,0.3,-,-,-,-,0.3,0.2,-,0.1,1.4,0.9,0.5,0.5,0.7,2.4,1,1.4
360,0.9,0.1,-,-,-,0.9,0.2,0.2,0.5,0.7,0.6,0.1,0.5,0.6,1.4,0.6,0.8
361,0.7,-,-,-,-,0.7,0.5,-,0.2,0.7,0.3,0.3,0.5,0.4,1.2,0.7,0.4
362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
363,1.5,0.1,-,0.1,-,1.5,0.7,0.1,0.8,1.1,0.7,0.5,1.1,0.7,0.5,0.2,0.3
364,1,-,-,-,-,1,1,-,-,-,-,-,-,-,1,1,-
365,1,-,-,-,-,1,-,0.5,0.5,0.5,0.5,-,0.5,0.5,2.5,1.5,1
366,1.2,0.1,0.1,-,-,1.2,0.3,0.2,0.7,2.3,1,1.2,2,1.2,1.9,1,0.9
367,1.2,0.2,0.1,0.1,-,1.2,0.1,0.2,0.9,1,0.9,0.1,1.7,1.3,2.2,1.2,1
368,0.7,-,-,-,-,0.7,0.4,-,0.3,1.6,0.8,0.8,0.9,0.6,0.8,0.4,0.3
369,0.5,0.3,-,0.3,-,0.5,-,-,0.5,-,-,-,1.8,0.5,1.3,0.5,0.8
370,0.8,0.1,-,0.1,-,0.8,-,0.1,0.6,0.9,0.5,0.4,0.8,0.4,1.2,0.5,0.8
371,0.5,-,-,-,-,0.5,0.4,-,0.1,1,0.8,0.3,0.5,0.8,0.9,0.3,0.6
372,0.4,-,-,-,-,0.4,0.3,-,0.1,0.9,0.6,0.4,1.2,1.5,1,0.6,0.4
373,1.5,0.2,-,0.1,-,1.5,0.1,0.1,1.2,0.6,0.5,0.1,1.2,0.9,3.9,1.3,2.6
374,0.3,-,-,-,-,0.3,0.2,-,0.1,0.1,0.1,-,-,0.2,0.2,0.1,0.1
375,1.2,0.2,0.1,0.1,-,1.2,0.2,0.2,0.8,0.6,0.4,0.2,1.8,0.7,4.1,1.6,2.5
376,1.2,-,-,-,-,1.2,0.4,0.1,0.7,2.9,1.8,1.1,0.9,1.4,1,0.6,0.4
377,0.1,-,-,-,-,0.1,-,0.1,0.1,0.5,0.3,0.2,0.5,0.2,2,1.3,0.7
378,0.6,0.1,-,0.1,-,0.6,0.2,-,0.4,0.6,0.4,0.3,0.5,0.6,0.4,0.3,0.1
379,0.3,-,-,-,-,0.3,-,-,0.2,0.5,0.4,0.1,1,0.5,0.7,0.2,0.5
380,0.4,-,-,-,-,0.4,0.1,-,0.3,1,0.8,0.3,0.9,0.4,0.9,0.6,0.3
381,1.3,-,-,-,-,1.3,0.2,0.1,1,1.7,1.2,0.5,1.3,1.1,1.2,0.4,0.7
382,-,-,-,-,-,-,-,-,-,1,1,-,1,-,0.3,0.3,-
383,0.5,-,-,-,-,0.5,0.2,0.2,0.1,0.1,-,0.1,0.2,-,1.7,1,0.7
384,0.7,-,-,-,-,0.7,0.3,0.3,-,-,-,-,0.7,-,0.3,0.3,-
385,0.5,-,-,-,-,0.5,0.3,-,0.2,0.2,0.1,0.1,0.9,0.5,1.1,0.6,0.5
386,0.7,0.1,0.1,-,-,0.7,0.1,0.1,0.5,1.3,0.9,0.4,0.9,0.6,0.9,0.2,0.6
387,0.5,0.1,-,0.1,-,0.5,0.2,-,0.3,1.4,0.9,0.5,0.7,0.4,0.5,0.1,0.3
388,0.2,-,-,-,-,0.2,-,-,0.2,0.2,0.2,-,0.4,-,0.4,0.2,0.2
389,1,-,-,-,-,1,1,-,-,2,1,1,1,-,1,-,1
390,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
391,0.3,-,-,-,-,0.3,-,-,0.3,0.3,-,0.3,0.3,-,1.7,1,0.7
392,0.4,-,-,-,-,0.4,0.3,-,0.1,0.1,0.1,-,0.3,-,1,0.3,0.7
393,0.1,-,-,-,-,0.1,-,0.1,-,0.5,-,0.5,0.4,0.3,2.2,1.2,1
394,0.8,-,-,-,-,0.8,0.4,0.1,0.3,0.4,0.3,0.1,0.6,0.5,0.6,0.3,0.4
395,0.4,0.1,-,0.1,-,0.4,0.1,0.1,0.3,1.5,0.9,0.5,0.5,0.8,0.9,0.4,0.6
396,0.1,-,-,-,-,0.1,-,-,0.1,0.4,0.1,0.4,0.5,0.1,1.4,0.8,0.6
397,0.6,0.1,0.1,-,-,0.6,0.3,0.3,0.1,1.4,1.1,0.3,0.9,0.3,0.6,0.3,0.4
398,1.1,-,-,-,-,1.1,0.5,-,0.6,0.8,0.5,0.3,0.9,0.5,0.3,0.1,0.2
399,0.8,0.1,-,0.1,-,0.8,0.5,-,0.3,0.7,0.5,0.2,0.6,0.6,0.7,0.2,0.5
400,1.3,0.1,-,0.1,-,1.3,0.3,0.3,0.7,0.8,0.5,0.3,1.5,0.7,2.7,1.1,1.5
401,-,-,-,-,-,-,-,-,-,0.5,-,0.5,-,0.5,-,-,-
402,0.4,0.1,0.1,-,-,0.4,-,0.2,0.2,1.4,1,0.4,0.8,0.2,0.2,0.1,0.1
403,1,-,-,-,-,1,0.2,0.2,0.6,1.9,1.2,0.7,1.3,0.7,1.5,0.6,0.9
404,0.2,-,-,-,-,0.2,0.1,-,0.1,1.3,0.8,0.4,1,0.6,1,0.3,0.7
405,0.8,0.2,-,0.2,-,0.8,-,-,0.8,0.3,0.2,0.2,1.1,0.4,0.7,0.3,0.3
406,0.3,0.1,-,0.1,-,0.3,0.1,-,0.2,0.3,0.1,0.1,0.4,0.3,0.6,0.2,0.4
407,0.4,-,-,-,-,0.4,0.1,-,0.3,0.9,0.5,0.4,1.5,0.4,1.3,0.5,0.8
408,-,-,-,-,-,-,-,-,-,0.5,0.3,0.3,1.3,0.3,0.5,0.5,-
409,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
410,0.3,-,-,-,-,0.3,-,0.1,0.3,0.2,0.1,0.1,0.3,0.3,2.6,1.3,1.3
411,0.4,-,-,-,-,0.4,0.3,-,0.1,0.8,0.3,0.5,0.9,0.4,0.5,0.2,0.3
412,0.9,-,-,-,-,0.9,0.5,-,0.5,2.2,1.3,0.9,1.3,0.4,1.5,0.3,1.2
413,0.2,0.1,0.1,-,-,0.2,-,0.1,0.1,0.3,0.1,0.1,0.3,0.3,0.9,0.3,0.6
414,1.9,-,-,-,-,1.9,0.6,0.1,1.2,0.6,0.2,0.3,2,0.9,7.3,3.2,4.1
415,-,-,-,-,-,-,-,-,-,1.8,0.8,1,0.3,-,-,-,-
416,0.3,0.1,-,0.1,-,0.3,0.1,-,0.2,0.1,0.1,0.1,0.3,0.2,0.5,0.2,0.3
417,1.2,-,-,-,-,1.2,0.8,-,0.5,0.8,0.6,0.2,0.8,0.9,1.1,0.4,0.8
418,0.5,-,-,-,-,0.5,0.5,-,-,1,1,-,-,1.5,-,-,-
419,-,-,-,-,-,-,-,-,-,1,-,1,-,-,2,1,1
420,0.3,-,-,-,-,0.3,0.2,-,0.1,0.4,0.1,0.3,0.6,0.3,0.5,0.2,0.3
421,0.5,-,-,-,-,0.5,0.3,-,0.3,0.8,0.8,-,0.5,-,0.8,0.5,0.3
422,-,-,-,-,-,-,-,-,-,0.8,0.5,0.3,0.6,0.8,0.4,0.3,0.1
423,1.1,-,-,-,-,1.1,0.4,-,0.7,1.9,1,0.9,1.4,0.5,0.6,0.1,0.5
424,0.8,-,-,-,-,0.8,-,-,0.8,0.5,0.3,0.3,0.5,0.5,1.3,0.8,0.5
425,0.6,-,-,-,-,0.6,0.6,-,-,1,0.6,0.4,0.5,1.1,1.2,0.6,0.6
426,0.1,-,-,-,-,0.1,-,-,0.1,1.3,1.1,0.3,0.6,0.7,1.3,0.7,0.6
427,0.8,0.1,-,0.1,-,0.8,0.1,0.1,0.5,2.5,1.4,1.1,1.4,0.8,1.4,0.1,1.3
428,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.7,0.7,-
429,0.1,-,-,-,-,0.1,0.1,-,-,0.7,0.3,0.4,0.7,0.6,0.6,0.2,0.5
430,0.8,0.2,-,0.2,-,0.8,0.2,-,0.6,0.8,0.7,0.1,0.6,0.6,1.9,0.6,1.3
431,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432,0.7,-,-,-,-,0.7,0.3,0.1,0.3,1.2,0.7,0.5,1.1,0.6,1.8,0.8,1
433,0.6,0.1,0.1,-,-,0.6,0.1,0.1,0.3,0.4,0.4,-,0.3,0.1,0.4,0.4,-
434,0.5,0.2,-,0.2,-,0.5,-,0.1,0.4,1.4,1,0.4,0.7,0.6,0.5,0.2,0.3
435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
437,0.3,-,-,-,-,0.3,-,-,0.3,1.3,0.5,0.8,0.5,1.5,-,-,-
438,0.3,-,-,-,-,0.3,0.1,-,0.1,0.3,0.1,0.1,0.1,0.1,1.9,1.1,0.8
439,0.3,0.1,0.1,-,-,0.3,0.1,0.1,-,-,-,-,0.1,0.4,0.5,0.3,0.3
440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
441,-,-,-,-,-,-,-,-,-,1,0.8,0.3,0.3,-,0.8,0.3,0.5
442,0.4,-,-,-,-,0.4,-,-,0.4,0.6,0.4,0.1,0.1,0.1,1.1,0.4,0.7
443,0.4,0.1,-,-,-,0.4,-,0.1,0.3,0.1,-,0.1,0.8,0.2,2.1,0.5,1.6
444,0.2,-,-,-,-,0.2,0.2,-,-,0.2,0.2,-,1.2,0.7,0.7,-,0.7
445,0.4,-,-,-,-,0.4,0.2,-,0.2,0.9,0.6,0.3,1.3,0.5,0.9,0.2,0.7
446,-,-,-,-,-,-,-,-,-,2,1,1,-,-,1,-,1
447,-,-,-,-,-,-,-,-,-,0.5,0.5,-,0.5,-,0.5,-,0.5
448,0.7,-,-,-,-,0.7,0.1,-,0.6,0.3,0.1,0.2,0.2,0.1,0.6,0.1,0.4
449,0.5,-,-,-,-,0.5,0.5,-,-,0.5,-,0.5,1,-,0.5,-,0.5
450,-,-,-,-,-,-,-,-,-,1,1,-,-,-,2,-,2
451,0.1,-,-,-,-,0.1,0.1,-,-,0.2,0.2,-,-,0.1,0.6,0.3,0.3
452,0.5,-,-,-,-,0.5,-,-,0.5,1.5,1.5,-,0.5,0.5,0.5,0.5,-
453,0.5,-,-,-,-,0.5,-,0.3,0.3,0.5,-,0.5,0.3,-,1.5,0.5,1
454,0.5,-,-,-,-,0.5,-,-,0.5,0.5,0.3,0.3,0.3,-,0.3,-,0.3
455,0.4,-,-,-,-,0.4,0.3,-,0.1,-,-,-,0.8,-,1,0.5,0.5
456,0.6,-,-,-,-,0.6,0.1,0.1,0.5,1,0.5,0.5,0.7,0.3,1,0.4,0.6
457,0.3,-,-,-,-,0.3,-,-,0.3,0.7,0.3,0.3,0.7,0.7,1.3,0.7,0.7
458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-
459,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-
460,0.4,-,-,-,-,0.4,-,-,0.4,0.8,0.7,0.1,0.8,0.3,2.1,1.4,0.7
461,0.8,0.1,-,0.1,-,0.8,0.3,0.1,0.5,3.2,2.3,0.8,1.6,1,0.6,0.2,0.4
462,0.3,-,-,-,-,0.3,0.3,-,0.1,0.2,0.1,0.2,0.2,0.1,0.6,0.2,0.4
463,-,-,-,-,-,-,-,-,-,0.6,0.5,0.2,0.4,0.2,0.6,0.3,0.4
464,0.5,-,-,-,-,0.5,0.2,0.1,0.2,0.6,0.2,0.5,0.5,0.3,0.5,0.2,0.3
465,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,0.3,0.7,0.7,-
466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
467,0.4,-,-,-,-,0.4,0.1,-,0.3,0.4,0.1,0.3,0.7,-,0.6,-,0.6
468,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.6,0.3,0.3
469,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-
470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
