,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-
55,0.8,0.1,0.1,-,-,0.8,0.2,0.2,0.4,0.5,0.4,0.2,0.8,0.2,3.1,1.9,1.2
56,1.3,0.2,0.1,0.1,-,1.3,-,0.2,1.1,1.4,1.1,0.3,1,0.4,2.9,2.1,0.8
57,0.4,-,-,-,-,0.4,0.1,0.1,0.2,0.5,0.3,0.2,0.8,0.2,2.2,1.4,0.8
58,0.6,-,-,-,-,0.6,-,-,0.6,0.1,0.1,-,0.3,-,4,2.6,1.5
59,0.6,-,-,-,-,0.6,0.2,-,0.4,1.1,0.6,0.4,1.1,0.6,2.3,1.5,0.8
60,0.6,-,-,-,-,0.6,0.1,0.1,0.4,0.1,-,0.1,0.5,0.1,4.5,3.5,1
61,0.7,-,-,-,-,0.7,0.5,-,0.2,0.6,0.4,0.2,0.7,0.3,2.2,1.1,1.1
62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
63,1.6,0.1,-,0.1,-,1.6,0.8,-,0.8,2.4,1.3,1,1.4,1.5,1,0.3,0.7
64,0.7,-,-,-,-,0.7,0.5,-,0.2,0.6,0.4,0.2,0.6,0.3,1.7,1,0.7
65,1.6,0.5,-,0.5,-,1.6,0.1,-,1.5,2.8,1.8,1.1,2.3,0.8,2.2,0.7,1.5
66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-
67,0.7,-,-,-,-,0.7,0.1,0.1,0.5,0.5,0.1,0.4,0.7,0.1,5.7,4,1.8
68,1.3,0.2,0.1,0.1,-,1.3,0.1,0.1,1.1,2.7,1.4,1.3,1.5,1.4,2.2,1,1.1
69,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,0.2,0.2,-
70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.4,-
71,0.5,-,-,-,-,0.5,-,-,0.5,-,-,-,0.5,-,3,3,-
72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
73,0.4,0.1,-,0.1,-,0.4,0.1,-,0.3,0.7,0.4,0.3,0.3,0.3,1,0.6,0.4
