,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
74,1.7,0.3,0.1,0.2,-,1.7,0.4,0.2,1.2,3.3,2,1.3,2.5,1.6,1.1,0.5,0.6
75,1.5,0.1,-,0.1,-,1.5,0.7,0.1,0.7,2.1,1.2,0.9,1.2,0.6,0.7,0.2,0.5
76,0.9,0.1,0.1,-,-,0.9,0.1,0.3,0.5,0.7,0.2,0.5,1.2,0.7,6.2,4.1,2.1
77,1.8,0.4,0.1,0.3,-,1.8,0.2,0.3,1.3,0.7,0.6,0.1,1.6,1.5,2.6,1.1,1.4
78,0.4,-,-,-,-,0.4,-,-,0.3,0.3,0.3,0.1,0.7,0.1,4.2,2.4,1.8
79,2,0.1,0.1,-,-,2,0.6,0.5,0.9,1.6,1,0.6,1.6,0.9,9.1,6,3.1
80,1.4,0.4,-,0.4,-,1.4,0.6,-,0.8,2.7,1.9,0.8,1.3,0.6,0.4,0.1,0.3
81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
83,1,0.1,-,0.1,-,1,0.1,-,0.9,4,2.7,1.3,1.9,1.2,0.9,0.3,0.6
84,0.5,-,-,-,-,0.5,0.1,-,0.4,1.5,0.9,0.7,0.9,0.3,1.5,0.8,0.7
85,0.6,0.1,-,0.1,-,0.6,0.2,-,0.4,0.7,0.4,0.3,0.7,0.3,1.6,0.9,0.8
86,0.5,-,-,-,-,0.5,0.3,-,0.1,0.8,0.4,0.4,0.7,0.5,1.6,0.6,1
87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-
88,0.2,-,-,-,-,0.2,-,-,0.2,0.1,0.1,-,0.3,0.2,6,3.8,2.2
89,1,0.1,-,0.1,-,1,0.6,0.1,0.4,1.9,0.8,1.1,0.8,0.6,1.6,0.8,0.8
90,2,-,-,-,-,2,2,-,-,1,1,-,1,-,1,-,1
91,1,0.1,-,0.1,-,1,0.2,-,0.8,0.2,0.1,0.2,0.7,0.2,4.7,2.6,2.1
92,1.7,0.1,-,-,-,1.7,0.5,0.2,1,2.2,1.5,0.7,1.5,0.6,4.3,2.4,1.9
93,0.4,-,-,-,-,0.4,0.1,-,0.3,0.5,0.3,0.1,0.5,0.3,4.3,2.3,2.1
94,0.9,-,-,-,-,0.9,0.7,-,0.2,0.8,0.2,0.6,0.7,0.4,1,0.3,0.7
95,0.8,-,-,-,-,0.8,0.5,-,0.3,0.9,0.6,0.2,0.8,0.5,1.2,0.7,0.4
96,0.5,-,-,-,-,0.5,0.2,-,0.3,0.6,0.4,0.2,0.9,0.5,2.2,1.2,1
97,3.9,0.3,-,0.2,0.1,3.9,1.5,0.2,2.2,1.8,1.3,0.5,2.3,1.1,6,2.5,3.5
98,0.3,-,-,-,-,0.3,0.3,-,-,0.5,0.3,0.2,0.4,0.2,2.1,1.3,0.9
99,0.4,-,-,-,-,0.4,-,0.2,0.2,0.1,-,-,0.3,0.2,5,2.8,2.2
100,0.8,0.1,-,0.1,-,0.8,0.5,-,0.3,0.8,0.4,0.3,1.2,0.8,2.1,0.9,1.2
101,0.5,0.1,-,-,-,0.5,-,0.1,0.4,0.3,0.2,0.1,0.1,-,3.9,2.4,1.5
102,0.9,-,-,-,-,0.9,0.2,-,0.6,0.5,0.2,0.3,0.4,0.3,2.3,1.3,1
103,0.8,-,-,-,-,0.8,-,0.1,0.7,0.2,0.1,0.1,0.7,0.4,5,3.3,1.8
104,1,0.1,-,0.1,-,1,0.8,-,0.2,0.2,-,0.2,0.3,0.1,0.6,0.4,0.2
105,0.3,-,-,-,-,0.3,0.1,-,0.2,0.5,0.3,0.3,0.3,0.1,3,1.3,1.6
106,0.5,-,-,-,-,0.5,-,0.1,0.4,0.2,-,0.1,0.4,0.1,4.7,3.3,1.4
107,1.3,-,-,-,-,1.3,0.5,0.3,0.5,2.2,0.8,1.3,0.5,0.7,1.8,1,0.8
108,1.3,0.1,-,-,0.1,1.3,0.7,-,0.6,1.5,1,0.4,1,0.6,0.8,0.4,0.4
109,0.3,-,-,-,-,0.3,0.1,0.1,0.1,0.4,0.2,0.2,0.3,0.3,3.6,2.7,1
110,0.1,-,-,-,-,0.1,-,-,0.1,0.3,-,0.3,0.2,0.3,3.2,2.1,1.1
