,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,OOBSh,SYBSh,PASh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
231,0.4,-,-,-,-,0.4,0.1,-,0.3,0.6,0.4,0.2,0.8,0.3,0.6,0.2,0.4
232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
233,0.9,-,-,-,-,0.9,0.3,-,0.6,1.4,0.8,0.6,1.1,0.8,1.1,0.5,0.6
234,0.2,-,-,-,-,0.2,-,-,0.2,0.2,-,0.2,0.2,-,2,1.5,0.5
235,0.6,-,-,-,-,0.6,0.1,0.1,0.4,0.6,0.3,0.3,0.4,-,2.9,2,0.9
236,0.5,0.1,-,-,-,0.5,0.3,0.1,0.2,1.1,0.7,0.4,0.8,0.3,1.2,0.6,0.7
237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
238,1.2,0.2,-,0.1,0.1,1.2,0.1,0.2,0.9,1.3,0.8,0.5,0.8,0.8,1.6,0.5,1.1
239,1.4,0.1,-,-,0.1,1.4,0.6,-,0.8,1.3,0.8,0.5,1.8,1.7,3.6,1.5,2
240,1.1,0.1,-,0.1,-,1.1,0.3,0.1,0.6,0.6,0.2,0.4,0.8,1.1,0.9,0.5,0.4
241,0.3,-,-,-,-,0.3,-,0.1,0.2,-,-,-,0.1,0.2,1.4,1,0.4
242,1.3,0.3,-,0.1,0.2,1.3,0.1,0.2,1,0.6,0.4,0.2,1.5,0.8,4.2,2.2,2
243,0.5,-,-,-,-,0.5,0.3,0.1,0.2,0.2,0.2,-,0.6,0.3,1.2,0.9,0.3
244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
245,1.1,0.2,-,0.1,0.1,1.1,0.2,0.1,0.8,1.1,0.6,0.6,1.1,0.4,0.8,0.2,0.6
246,0.2,-,-,-,-,0.2,0.2,-,-,0.5,0.3,0.2,0.3,-,0.8,0.4,0.4
247,0.9,0.1,-,-,0.1,0.9,0.6,0.1,0.3,0.8,0.5,0.4,0.8,0.6,1.8,0.8,1.1
248,0.2,-,-,-,-,0.2,-,0.2,-,0.3,0.2,0.2,1.8,0.2,0.7,0.5,0.2
249,0.4,0.1,-,0.1,-,0.4,-,0.2,0.3,0.1,0.1,0.1,0.4,0.1,4.8,2.9,1.9
250,1.7,0.2,-,0.1,0.1,1.7,0.1,0.3,1.3,0.7,0.4,0.3,1,0.4,3.1,1.6,1.6
251,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,0.5,0.5,-
252,0.3,-,-,-,-,0.3,0.2,-,-,0.9,0.4,0.4,0.9,0.5,0.3,0.1,0.2
253,0.9,0.2,0.1,0.1,0.1,0.9,0.3,0.3,0.3,0.6,0.1,0.5,0.3,0.5,0.6,0.4,0.3
254,0.7,-,-,-,-,0.7,0.1,0.1,0.4,0.3,0.2,0.1,0.3,0.2,3,2,1
255,0.8,0.1,-,-,0.1,0.8,0.2,0.1,0.5,0.9,0.6,0.3,1,0.4,3.5,1.9,1.6
256,0.5,-,-,-,-,0.5,0.3,-,0.2,1.2,0.8,0.4,1.2,0.5,1.9,1.1,0.8
257,0.8,0.3,-,0.3,-,0.8,-,0.4,0.4,0.9,0.8,0.1,0.5,0.6,2.2,0.8,1.4
258,0.1,-,-,-,-,0.1,-,-,0.1,0.6,0.3,0.3,0.5,0.4,2.2,0.7,1.5
259,1,0.3,-,-,0.3,1,-,-,1,0.9,0.6,0.3,1.1,0.6,0.8,0.4,0.4
260,0.4,-,-,-,-,0.4,0.3,-,0.1,1.4,0.9,0.5,0.9,0.4,0.9,0.2,0.7
261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
262,1,-,-,-,-,1,-,-,1,2,2,-,-,-,1,1,-
263,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,0.1,0.1,-
264,1.2,0.2,-,-,0.2,1.2,0.2,0.1,0.9,0.8,0.5,0.3,0.8,0.7,1.8,0.6,1.2
265,1.7,0.1,-,-,0.1,1.7,0.6,0.2,0.9,2.6,1.8,0.8,0.5,0.3,0.8,0.3,0.4
266,0.5,-,-,-,-,0.5,0.2,-,0.3,0.4,0.3,0.1,0.5,0.3,1,0.6,0.4
267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-
268,0.9,0.1,-,-,0.1,0.9,0.1,-,0.8,1.3,0.6,0.6,1.1,1.1,2.4,1,1.4
269,0.6,0.1,-,-,0.1,0.6,0.1,-,0.6,0.5,0.4,0.1,0.8,0.1,1.5,0.9,0.6
270,0.4,-,-,-,-,0.4,0.1,0.1,0.2,0.9,0.5,0.4,0.9,0.2,2.3,1.3,1
271,0.5,-,-,-,-,0.5,0.3,-,0.3,2.2,1.1,1.1,1.3,1.6,2.2,0.8,1.3
272,2.3,0.2,-,-,0.1,2.3,0.6,0.1,1.6,2.5,1.7,0.7,1.6,1.3,0.8,0.1,0.7
273,0.7,0.1,-,-,-,0.7,0.4,-,0.3,1.9,1.5,0.4,1.2,0.8,0.9,0.3,0.6
274,1.4,0.2,-,0.1,-,1.4,-,0.4,1,1.1,0.8,0.3,2,1.5,6.2,3.8,2.4
275,0.5,-,-,-,-,0.5,0.2,-,0.3,1.8,0.9,0.8,0.8,0.7,0.6,0.3,0.3
276,0.3,-,-,-,-,0.3,-,0.1,0.2,0.1,-,0.1,0.4,0.3,2.3,1.3,1
277,0.9,-,-,-,-,0.9,0.3,0.1,0.5,1.5,0.9,0.6,1.1,0.9,0.8,0.5,0.3
278,1.3,0.1,-,-,0.1,1.3,0.7,-,0.6,4.2,2.6,1.7,2.5,2,1.1,0.3,0.8
279,1.9,0.3,-,-,0.3,1.9,0.4,-,1.4,2.7,2.1,0.6,1.4,1,0.4,0.1,0.3
280,1,0.3,-,0.1,0.2,1,-,0.1,0.9,0.3,0.3,0.1,0.9,0.3,4.9,2.1,2.8
281,0.4,-,-,-,-,0.4,-,0.1,0.4,0.7,0.4,0.4,0.8,0.6,2.6,1.5,1.1
282,1.1,0.3,-,0.1,0.2,1.1,0.3,0.1,0.7,1.1,0.8,0.3,0.7,0.7,0.6,0.1,0.4
283,1,0.1,-,-,-,1,0.4,-,0.5,3.6,2,1.5,1.4,1.9,1,0.3,0.7
284,-,-,-,-,-,-,-,-,-,0.2,0.2,-,0.2,-,2,1.6,0.4
285,0.7,-,-,-,-,0.7,0.5,-,0.2,0.4,0.3,0.1,0.7,0.9,1.1,0.6,0.6
286,0.8,-,-,-,-,0.8,0.3,-,0.5,1.5,1.2,0.3,1.3,0.5,0.7,0.3,0.4
287,0.8,0.1,-,-,-,0.8,0.5,-,0.3,1.6,0.6,1,1.2,1.1,1.3,0.7,0.6
288,0.9,0.1,-,0.1,0.1,0.9,0.3,0.1,0.5,3.1,2,1.2,1.3,1.2,0.8,0.3,0.5
289,0.5,0.2,0.1,-,0.1,0.5,0.2,-,0.2,2.1,1.4,0.7,0.7,0.3,1.1,0.1,1
290,0.4,-,-,-,-,0.4,0.1,-,0.2,0.8,0.5,0.3,0.7,0.7,0.7,0.2,0.5
291,1.1,0.1,-,-,0.1,1.1,0.3,-,0.8,0.7,0.3,0.4,0.7,0.2,0.7,0.3,0.4
292,-,-,-,-,-,-,-,-,-,-,-,-,0.2,-,0.5,0.5,-
293,1.2,0.2,0.1,0.1,-,1.2,0.5,0.3,0.4,1.8,1.3,0.5,1.1,1,0.8,0.5,0.3
294,1.1,-,-,-,-,1.1,0.6,-,0.5,1.7,1.4,0.3,1.2,1,0.7,0.2,0.5
295,0.6,-,-,-,-,0.6,0.1,-,0.5,0.2,0.1,0.1,0.2,-,2.7,1.5,1.2
296,1.1,0.1,-,0.1,-,1.1,0.3,0.3,0.5,1.7,1,0.7,0.5,0.3,0.8,0.3,0.6
297,0.8,0.1,-,-,0.1,0.8,0.2,-,0.6,1.5,0.8,0.7,0.5,0.8,0.4,0.1,0.4
298,0.6,-,-,-,-,0.6,0.2,-,0.3,2.7,1.6,1,1,1.2,1,0.3,0.7
299,0.7,-,-,-,-,0.7,0.3,-,0.4,1.5,0.7,0.9,1.6,0.8,0.7,0.3,0.4
300,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-
301,0.8,-,-,-,-,0.8,0.5,-,0.2,0.6,0.4,0.1,0.6,0.6,0.9,0.3,0.6
302,0.1,0.1,-,-,0.1,0.1,-,-,0.1,1.4,0.7,0.7,0.5,0.5,0.7,0.4,0.4
303,0.8,0.1,-,-,0.1,0.8,0.2,0.1,0.5,1.2,0.8,0.4,0.9,0.4,1.8,0.8,1
304,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,0.4,0.3,-
305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-
307,0.1,-,-,-,-,0.1,0.1,-,-,0.1,0.1,-,0.5,0.1,1.5,0.6,0.9
308,1,0.2,-,-,0.1,1,0.3,0.1,0.7,2.1,1.3,0.8,2,1.2,3.6,1.4,2.2
309,0.3,0.3,-,0.3,-,0.3,-,0.3,-,0.3,0.3,-,0.3,-,0.3,0.3,-
310,0.2,-,-,-,-,0.2,0.2,-,-,0.3,0.3,-,0.3,0.2,1.8,1.2,0.7
311,0.3,0.2,-,0.2,-,0.3,0.2,0.2,-,0.2,-,0.2,0.2,0.5,1.2,0.8,0.3
312,1.6,0.4,0.1,-,0.3,1.6,0.3,0.1,1.2,0.7,0.6,0.2,0.8,0.8,2,1,1.1
313,0.3,-,-,-,-,0.3,-,0.3,-,1.3,0.7,0.7,0.3,0.3,2.3,1.7,0.7
314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.6,-
315,0.4,-,-,-,-,0.4,0.1,0.3,-,0.8,0.1,0.7,0.2,0.2,1.9,0.8,1.1
316,0.3,-,-,-,-,0.3,0.3,-,0.1,0.2,0.2,-,0.4,0.2,0.4,0.1,0.3
317,0.4,0.1,-,0.1,-,0.4,0.1,0.2,0.1,1,0.7,0.4,1.1,0.8,1.8,1,0.9
318,0.5,-,-,-,-,0.5,0.3,0.2,0.1,0.1,-,0.1,0.2,0.3,2.8,1.2,1.6
319,0.2,-,-,-,-,0.2,-,-,0.1,0.6,0.3,0.3,0.3,0.3,2,1,1
320,0.1,-,-,-,-,0.1,-,-,0.1,1.1,0.5,0.6,0.1,0.5,0.8,0.6,0.2
321,0.4,0.1,-,-,-,0.4,0.3,-,0.1,0.9,0.6,0.3,0.9,0.5,0.5,0.2,0.3
322,-,-,-,-,-,-,-,-,-,0.2,-,0.2,-,-,0.4,0.4,-
323,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6,2,4
324,1.2,-,-,-,-,1.2,0.4,0.1,0.7,2.5,1.5,1,1.5,1.1,0.7,0.3,0.4
325,0.2,0.2,-,0.2,-,0.2,-,0.2,-,0.2,-,0.2,0.2,-,1.3,0.7,0.5
326,0.4,-,-,-,-,0.4,0.3,-,0.1,1.7,0.8,1,0.8,0.5,1.3,0.5,0.8
327,0.5,-,-,-,-,0.5,0.5,-,-,1,0.5,0.5,-,-,-,-,-
328,1,-,-,-,-,1,0.2,-,0.7,2.4,1.7,0.8,1.6,1.3,1,0.1,0.9
329,0.5,-,-,-,-,0.5,0.3,-,0.3,0.7,0.3,0.4,0.8,0.8,0.5,0.3,0.2
330,0.9,0.1,-,-,-,0.9,0.2,0.2,0.6,1,0.6,0.4,0.7,0.6,1.4,0.6,0.8
331,0.1,-,-,-,-,0.1,-,-,0.1,-,-,-,0.3,-,2,1.2,0.8
332,0.3,-,-,-,-,0.3,0.3,-,0.1,0.8,0.3,0.4,0.4,0.3,0.7,0.4,0.3
333,1,0.1,-,-,0.1,1,0.3,0.1,0.7,4,2.5,1.5,1.7,1,1.3,0.3,1
334,0.4,-,-,-,-,0.4,0.4,-,-,1.2,0.7,0.6,1,0.5,2,1.1,0.8
335,0.6,0.1,-,-,0.1,0.6,0.1,0.1,0.4,1.5,0.9,0.6,0.8,0.5,1.6,0.9,0.7
336,0.1,-,-,-,-,0.1,-,-,0.1,0.2,0.1,0.1,0.4,0.2,1.2,0.5,0.7
337,0.5,-,-,-,-,0.5,0.1,-,0.4,0.3,0.2,0.1,0.7,0.4,1,0.6,0.4
338,0.4,-,-,-,-,0.4,-,0.1,0.2,0.2,-,0.1,0.5,0.2,2.6,1.5,1.1
339,0.3,-,-,-,-,0.3,0.2,-,0.1,1.2,0.6,0.6,0.6,0.9,1,0.7,0.3
340,0.3,-,-,-,-,0.3,0.3,-,-,0.7,0.3,0.4,0.5,0.3,1.3,0.5,0.8
341,0.5,-,-,-,-,0.5,0.1,-,0.3,-,-,-,0.3,0.1,3.3,2,1.3
342,0.7,0.1,-,0.1,-,0.7,0.1,0.1,0.6,2.1,1.4,0.7,1.1,0.8,0.7,0.2,0.5
343,0.2,-,-,-,-,0.2,0.2,-,-,0.1,-,0.1,0.2,-,0.9,0.5,0.4
344,0.2,-,-,-,-,0.2,-,-,0.2,0.2,-,0.2,0.1,-,2.6,1.5,1.1
345,0.2,-,-,-,-,0.2,0.2,-,0.1,0.5,0.4,0.1,0.8,0.2,0.8,0.4,0.4
346,0.7,-,-,-,-,0.7,0.1,0.1,0.4,0.1,-,0.1,0.4,0.2,2.8,1.7,1.2
347,0.8,0.1,-,-,0.1,0.8,0.3,-,0.5,0.6,0.3,0.3,0.8,0.6,0.6,0.3,0.4
348,0.3,-,-,-,-,0.3,0.1,-,0.2,1,0.6,0.4,0.5,0.3,1.3,0.5,0.7
349,0.2,-,-,-,-,0.2,-,-,0.2,0.1,0.1,-,0.1,0.1,2.6,1.4,1.3
350,0.3,-,-,-,-,0.3,-,-,0.3,1.7,0.3,1.3,0.3,0.3,0.7,0.3,0.3
351,0.9,0.1,-,-,0.1,0.9,0.3,-,0.5,1.3,0.9,0.3,1.1,0.4,0.6,0.3,0.4
352,0.5,-,-,-,-,0.5,0.2,-,0.3,1.4,0.6,0.8,0.7,0.6,0.8,0.2,0.5
353,1.7,-,-,-,-,1.7,1.1,-,0.6,1.8,0.9,0.8,0.6,0.8,0.9,0.5,0.4
354,0.2,0.1,-,0.1,-,0.2,0.1,0.1,0.1,-,-,-,0.6,0.1,2.5,1.3,1.2
355,0.6,0.1,-,-,0.1,0.6,0.2,-,0.4,2,1,1,1.1,0.7,0.6,0.1,0.6
356,1,-,-,-,-,1,-,-,1,1,-,1,-,-,-,-,-
357,1.4,0.1,-,-,0.1,1.4,0.3,0.4,0.6,1.9,1.3,0.6,2.5,1.4,2.8,1.2,1.6
358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-
359,0.3,-,-,-,-,0.3,-,-,0.3,0.8,0.3,0.5,1.3,0.3,2,1,1
360,0.2,-,-,-,-,0.2,-,0.2,-,1.4,0.6,0.8,0.2,0.6,-,-,-
361,0.1,-,-,-,-,0.1,-,-,0.1,0.7,0.4,0.3,0.5,0.3,1.2,0.6,0.6
362,0.6,-,-,-,-,0.6,0.1,0.1,0.4,0.6,0.4,0.2,0.6,0.1,0.9,0.5,0.4
363,0.5,-,-,-,-,0.5,0.5,-,-,1,0.5,0.5,1.5,2,1,1,-
364,1.3,-,-,-,-,1.3,0.2,-,1.2,0.8,0.5,0.3,1.3,1.2,2.2,1.5,0.7
365,0.4,-,-,-,-,0.4,0.4,-,0.1,0.2,0.1,0.1,0.1,0.3,0.8,0.4,0.4
366,0.4,-,-,-,-,0.4,0.2,-,0.2,0.8,0.4,0.4,0.8,0.6,0.4,0.3,0.2
367,0.5,-,-,-,-,0.5,0.5,-,-,0.5,0.4,0.1,0.6,0.4,0.6,0.4,0.3
368,1,0.1,-,-,0.1,1,0.3,0.1,0.7,1.8,1.1,0.7,1.3,0.4,0.3,0.2,0.1
369,0.3,-,-,-,-,0.3,-,-,0.3,0.1,0.1,-,0.5,0.1,3.6,2.1,1.4
370,0.1,-,-,-,-,0.1,-,-,0.1,-,-,-,0.3,0.1,0.8,0.2,0.6
371,0.2,-,-,-,-,0.2,-,-,0.2,-,-,-,0.2,-,1.3,1,0.3
372,0.4,-,-,-,-,0.4,0.3,0.1,-,0.6,0.4,0.3,0.9,0.1,2.3,0.9,1.4
373,0.1,-,-,-,-,0.1,-,-,0.1,0.3,0.1,0.3,0.1,-,1.2,0.7,0.5
374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
375,0.2,-,-,-,-,0.2,0.2,-,-,0.7,0.2,0.5,1,-,0.3,-,0.3
376,0.4,-,-,-,-,0.4,0.2,-,0.2,1.1,0.3,0.8,0.4,0.4,1.3,0.7,0.6
377,0.4,-,-,-,-,0.4,-,-,0.4,0.8,0.2,0.6,0.2,-,0.6,-,0.6
378,0.8,-,-,-,-,0.8,0.4,0.1,0.3,1.4,0.9,0.5,0.6,0.1,0.1,-,0.1
379,0.3,-,-,-,-,0.3,0.3,-,-,0.8,0.5,0.3,0.3,0.3,1,0.5,0.5
380,0.3,-,-,-,-,0.3,-,0.1,0.2,0.2,0.1,0.1,0.1,0.1,1.4,0.6,0.8
381,0.9,0.3,-,0.1,0.2,0.9,0.2,0.2,0.6,0.5,0.3,0.2,0.3,0.1,0.3,0.1,0.3
382,0.3,-,-,-,-,0.3,0.3,-,0.1,1.3,0.7,0.5,0.7,1.2,0.7,0.5,0.2
383,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-
384,0.3,-,-,-,-,0.3,0.3,-,-,1,0.7,0.3,0.3,-,1,-,1
385,0.9,0.1,-,-,0.1,0.9,0.1,0.1,0.6,1.1,0.8,0.3,1.3,0.9,2.4,0.7,1.7
386,-,-,-,-,-,-,-,-,-,0.7,0.7,-,0.3,-,-,-,-
387,0.3,0.1,-,-,0.1,0.3,0.1,0.1,0.2,0.5,0.3,0.2,0.5,0.4,1.8,1.1,0.7
388,1.1,0.2,0.1,-,0.2,1.1,0.2,0.2,0.8,0.6,0.4,0.2,1.3,0.9,0.9,0.3,0.6
389,0.2,-,-,-,-,0.2,-,0.1,0.1,0.1,-,-,0.4,0.1,1.6,1,0.6
390,0.2,-,-,-,-,0.2,0.1,-,0.1,0.3,0.1,0.2,0.1,0.1,1.2,0.6,0.5
391,0.3,-,-,-,-,0.3,0.2,-,-,1.7,0.6,1,0.8,0.8,1,0.7,0.3
392,0.1,-,-,-,-,0.1,0.1,-,-,0.5,0.3,0.3,0.8,1,1.5,0.8,0.8
393,0.1,-,-,-,-,0.1,-,0.1,-,0.4,0.3,0.1,0.1,-,1,0.5,0.5
394,-,-,-,-,-,-,-,-,-,1.4,1.2,0.2,0.8,0.4,1.4,0.2,1.2
395,0.9,0.1,-,-,0.1,0.9,0.1,0.1,0.7,0.5,0.2,0.3,0.4,0.4,1.2,0.5,0.7
396,0.4,-,-,-,-,0.4,0.2,-,0.3,1.1,0.5,0.6,0.8,0.3,0.1,-,0.1
397,0.2,-,-,-,-,0.2,0.1,-,0.2,0.6,0.4,0.2,0.6,0.1,1.7,0.8,0.9
398,0.6,-,-,-,-,0.6,0.3,-,0.3,0.5,0.3,0.1,0.5,0.6,0.5,0.1,0.4
399,0.8,-,-,-,-,0.8,0.2,-,0.5,1.7,1,0.7,0.8,1,0.3,0.1,0.2
400,0.6,0.1,-,-,0.1,0.6,0.3,-,0.4,0.7,0.2,0.5,0.3,0.3,0.8,0.3,0.5
401,0.3,-,-,-,-,0.3,-,-,0.3,-,-,-,-,0.3,0.3,0.3,-
402,0.9,-,-,-,-,0.9,0.4,-,0.4,0.7,0.4,0.3,0.4,0.5,0.8,0.4,0.4
403,-,-,-,-,-,-,-,-,-,0.3,-,0.3,0.1,0.1,0.9,0.6,0.3
404,1,-,-,-,-,1,-,-,1,0.5,-,0.5,-,-,1,0.5,0.5
405,0.4,-,-,-,-,0.4,0.2,-,0.2,0.6,0.4,0.2,0.6,0.8,1,0.5,0.5
406,0.2,0.1,-,-,0.1,0.2,0.1,-,0.2,0.6,0.4,0.2,0.8,0.4,1.1,0.3,0.8
407,-,-,-,-,-,-,-,-,-,0.2,-,0.2,0.2,-,0.2,0.2,-
408,1.4,-,-,-,-,1.4,0.3,0.1,1,0.8,0.4,0.4,1.2,0.6,1.9,0.7,1.2
409,0.3,-,-,-,-,0.3,0.1,-,0.2,0.4,0.3,0.1,0.5,0.3,1.8,1.1,0.8
410,0.2,-,-,-,-,0.2,-,-,0.2,0.3,-,0.3,0.2,-,1.5,1,0.5
411,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
412,0.2,-,-,-,-,0.2,-,0.2,-,0.6,0.2,0.3,0.4,0.1,2.1,1.2,0.9
413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.4,-
414,0.4,-,-,-,-,0.4,0.1,-,0.3,0.7,0.3,0.4,0.1,-,0.9,0.4,0.4
415,0.3,-,-,-,-,0.3,0.3,-,-,0.4,0.2,0.2,0.6,0.1,1.1,0.6,0.5
416,0.5,-,-,-,-,0.5,0.3,-,0.2,0.4,0.2,0.2,0.3,0.5,0.8,0.4,0.4
417,0.8,-,-,-,-,0.8,0.1,-,0.7,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0.1
418,-,-,-,-,-,-,-,-,-,2,1,1,2,-,-,-,-
419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-
420,0.6,0.1,-,0.1,0.1,0.6,0.2,0.2,0.3,0.7,0.6,0.1,0.7,0.4,0.4,0.1,0.3
421,0.3,-,-,-,-,0.3,-,-,0.3,0.3,0.3,-,0.3,-,2.8,1.5,1.3
422,-,-,-,-,-,-,-,-,-,1,0.3,0.8,0.3,-,-,-,-
423,0.3,0.1,-,-,0.1,0.3,0.2,-,0.1,0.6,0.4,0.2,0.2,0.2,0.6,0.2,0.4
424,0.3,-,-,-,-,0.3,0.2,-,0.1,0.6,0.3,0.3,0.4,0.3,1.1,0.9,0.3
425,0.3,-,-,-,-,0.3,-,-,0.2,0.3,0.2,0.1,0.4,0.3,0.7,0.4,0.3
426,0.3,-,-,-,-,0.3,-,0.1,0.3,0.3,0.3,0.1,0.1,-,2.1,1.4,0.7
427,0.3,-,-,-,-,0.3,-,0.2,0.1,0.3,0.1,0.2,0.3,0.2,0.9,0.7,0.2
428,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,2.1,1,1.1
429,1.2,0.1,0.1,0.1,-,1.2,0.3,0.2,0.7,0.7,0.6,0.1,1,0.8,2.8,1.4,1.4
430,0.1,-,-,-,-,0.1,-,-,0.1,0.4,0.2,0.2,0.1,0.3,0.1,-,0.1
431,0.3,-,-,-,-,0.3,0.2,-,0.2,1.2,0.3,0.8,0.2,-,0.3,0.2,0.2
432,0.5,-,-,-,-,0.5,0.1,-,0.4,1.1,0.7,0.4,1.1,0.8,0.5,0.1,0.4
433,0.8,0.1,-,-,0.1,0.8,0.3,-,0.4,0.4,0.2,0.2,0.6,0.2,0.7,0.1,0.6
434,-,-,-,-,-,-,-,-,-,0.8,0.5,0.3,1,-,0.3,0.2,0.2
435,0.4,-,-,-,-,0.4,-,-,0.4,0.3,0.1,0.2,0.2,0.2,1.7,0.9,0.8
436,1,-,-,-,-,1,1,-,-,-,-,-,-,1,2,2,-
437,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
438,0.6,-,-,-,-,0.6,0.1,-,0.5,1,0.9,0.1,0.7,0.5,1.8,0.7,1.1
439,0.4,0.1,-,-,0.1,0.4,0.1,0.1,0.3,0.2,0.1,0.1,0.8,0.4,2,1.3,0.7
440,0.2,-,-,-,-,0.2,-,-,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2
441,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-
442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
443,0.9,0.1,-,-,0.1,0.9,0.1,0.1,0.7,1,0.7,0.3,2.1,1,3.5,0.7,2.8
444,0.6,-,-,-,-,0.6,0.4,-,0.1,0.7,0.4,0.3,1.3,0.6,1.6,0.4,1.2
445,0.4,-,-,-,-,0.4,0.1,-,0.3,1.8,0.9,0.9,1.2,1.3,3.2,1.4,1.8
446,0.8,0.1,-,-,0.1,0.8,0.4,-,0.3,0.8,0.6,0.2,1.4,0.6,0.6,0.2,0.4
447,0.3,0.1,-,-,0.1,0.3,-,-,0.3,0.2,0.2,-,0.5,0.1,0.9,0.5,0.5
448,0.4,-,-,-,-,0.4,-,0.2,0.2,0.2,-,0.2,0.1,0.2,2.2,1.1,1.1
449,0.4,-,-,-,-,0.4,0.1,-,0.3,1.3,0.8,0.5,0.9,0.7,1.6,0.4,1.2
450,0.1,-,-,-,-,0.1,-,-,0.1,1,0.1,0.9,0.4,0.1,0.6,0.1,0.5
451,0.3,-,-,-,-,0.3,0.1,0.1,0.1,1.3,0.8,0.5,0.5,1.3,0.4,0.2,0.3
452,0.2,-,-,-,-,0.2,0.1,-,0.1,0.9,0.5,0.4,0.7,0.4,0.3,0.1,0.1
453,0.9,-,-,-,-,0.9,0.3,0.2,0.4,2.4,1.5,0.9,1.3,1.2,0.6,0.3,0.3
454,0.4,-,-,-,-,0.4,0.2,-,0.3,0.7,0.4,0.3,0.6,0.1,0.5,0.2,0.3
455,0.1,-,-,-,-,0.1,-,-,0.1,0.1,0.1,-,0.3,0.3,1.1,0.6,0.5
456,0.8,-,-,-,-,0.8,0.3,-,0.5,0.8,0.3,0.5,1.3,0.8,2,0.8,1.2
457,0.1,-,-,-,-,0.1,0.1,-,-,0.3,0.2,0.1,0.7,0.6,0.6,0.1,0.4
458,0.1,-,-,-,-,0.1,0.1,-,-,0.5,0.1,0.4,0.3,-,0.5,0.1,0.4
459,0.4,0.1,-,-,0.1,0.4,0.3,-,0.1,0.2,0.1,0.1,0.7,0.1,0.7,0.1,0.7
460,0.3,-,-,-,-,0.3,0.3,-,-,-,-,-,-,-,0.3,0.3,-
461,0.1,-,-,-,-,0.1,-,-,0.1,1.1,0.7,0.4,0.4,1,0.9,0.3,0.6
462,0.3,-,-,-,-,0.3,0.3,-,-,2.6,1.9,0.7,1.4,0.9,0.9,-,0.9
463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-
464,0.4,-,-,-,-,0.4,0.3,-,0.1,1.6,1.4,0.1,0.9,0.6,0.7,0.1,0.6
465,1.3,0.1,-,-,0.1,1.3,0.3,0.1,0.9,0.7,0.4,0.3,0.6,0.9,0.7,0.3,0.5
466,-,-,-,-,-,-,-,-,-,0.4,0.2,0.2,0.3,0.4,0.7,0.4,0.3
467,0.4,-,-,-,-,0.4,0.4,-,-,0.1,-,0.1,0.1,0.3,0.2,0.1,0.1
468,-,-,-,-,-,-,-,-,-,0.4,0.2,0.2,0.2,-,0.2,-,0.2
469,-,-,-,-,-,-,-,-,-,0.5,0.5,-,0.5,-,-,-,-
470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
471,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
472,0.6,-,-,-,-,0.6,0.4,-,0.2,0.2,0.2,0.1,0.3,0.2,0.5,0.3,0.2
473,0.5,0.1,-,-,0.1,0.5,0.2,-,0.3,0.2,0.1,0.1,0.4,0.5,1,0.3,0.7
474,0.3,0.1,0.1,-,0.1,0.3,0.1,-,0.2,0.7,0.6,0.1,0.7,0.5,0.6,0.2,0.5
475,0.5,-,-,-,-,0.5,-,-,0.5,0.5,0.5,-,1.5,-,1.5,1.5,-
476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
477,0.4,-,-,-,-,0.4,0.3,-,0.1,0.4,0.2,0.2,0.4,0.2,0.3,-,0.3
