,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
471,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-
472,0.2,-,-,-,-,0.2,0.1,-,0.1,0.9,0.5,0.4,0.7,0.4,0.5,0.2,0.2
473,1.2,-,-,-,-,1.2,0.2,0.1,0.9,1.2,0.9,0.3,2.4,0.8,4,1,3.1
474,-,-,-,-,-,-,-,-,-,0.5,-,0.5,0.5,1,1.5,1,0.5
475,0.5,-,-,-,-,0.5,-,-,0.5,0.4,0.3,0.1,2.1,0.8,5.4,3.3,2.1
476,0.7,-,-,-,-,0.7,0.7,-,-,1,0.7,0.3,1,1,2.3,1,1.3
477,0.5,-,-,-,-,0.5,0.2,-,0.3,0.6,0.4,0.2,0.6,0.5,0.7,0.3,0.4
478,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,-
479,-,-,-,-,-,-,-,-,-,2,1.7,0.3,1,0.5,1.3,-,1.3
480,-,-,-,-,-,-,-,-,-,0.2,-,0.2,-,-,0.2,0.2,-
481,0.7,-,-,-,-,0.7,0.4,0.1,0.3,0.9,0.7,0.1,1.2,0.8,1.6,0.6,1
482,0.3,-,-,-,-,0.3,0.1,-,0.2,1.1,0.5,0.6,0.4,0.3,0.8,0.3,0.5
483,0.5,0.1,-,0.1,-,0.5,-,0.1,0.4,0.9,0.7,0.2,1.3,0.5,2,0.7,1.3
484,0.1,-,-,-,-,0.1,-,-,-,0.3,0.1,0.2,0.2,-,0.7,0.3,0.4
485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3
486,0.4,-,-,-,-,0.4,0.4,-,-,2.4,1.6,0.8,2,0.6,0.8,0.2,0.6
487,0.5,-,-,-,-,0.5,-,-,0.5,1,1,-,-,-,-,-,-
488,0.5,-,-,-,-,0.5,0.3,-,0.3,0.3,-,0.3,0.5,-,4,1.5,2.5
489,0.2,-,-,-,-,0.2,-,0.1,0.1,0.1,0.1,0.1,0.1,0.2,2.2,1.1,1.1
490,0.8,-,-,-,-,0.8,0.3,-,0.5,1.8,1.4,0.4,1.1,0.6,1.6,0.3,1.4
491,0.9,0.1,-,0.1,-,0.9,0.3,0.1,0.6,0.4,0.3,0.2,0.4,0.1,0.5,0.3,0.2
492,-,-,-,-,-,-,-,-,-,0.2,0.1,0.1,0.4,0.1,1.6,0.5,1.1
493,0.5,-,-,-,-,0.5,-,-,0.4,1.2,0.8,0.5,0.9,0.5,0.8,0.2,0.6
494,0.3,-,-,-,-,0.3,-,0.2,0.2,0.3,-,0.3,0.5,0.1,1.5,0.9,0.6
495,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
496,0.3,-,-,-,-,0.3,-,-,0.3,0.8,0.8,-,0.3,-,0.3,-,0.3
497,0.4,-,-,-,-,0.4,0.2,-,0.2,0.5,0.4,0.1,0.5,0.3,0.7,0.2,0.5
498,0.7,-,-,-,-,0.7,0.3,-,0.4,1.3,0.6,0.7,2,0.9,2.9,1.3,1.6
499,0.5,-,-,-,-,0.5,0.3,-,0.3,1.3,0.8,0.5,1,0.3,1,0.5,0.5
500,0.5,-,-,-,-,0.5,-,-,0.5,1.2,0.8,0.4,1,0.3,0.5,0.1,0.4
501,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-
502,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1
503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-
504,1.3,-,-,-,-,1.3,0.8,-,0.5,2.3,1.5,0.8,0.3,0.8,0.5,-,0.5
505,0.3,-,-,-,-,0.3,0.2,-,0.2,0.5,0.3,0.2,0.8,1.2,1,0.3,0.7
506,0.6,-,-,-,-,0.6,0.3,-,0.3,0.8,0.8,0.1,0.8,0.3,0.8,0.3,0.5
507,0.6,0.1,-,0.1,-,0.6,-,-,0.5,0.1,0.1,-,0.7,0.5,2.1,0.8,1.4
508,0.2,-,-,-,-,0.2,0.2,-,-,0.2,0.1,0.1,0.3,0.3,0.8,0.4,0.3
509,0.6,-,-,-,-,0.6,0.5,-,0.1,0.5,0.2,0.3,0.6,0.3,0.3,0.2,0.1
510,0.4,-,-,-,-,0.4,0.2,-,0.1,0.1,-,0.1,0.5,0.1,1.8,1,0.8
511,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,0.3,1
512,0.3,0.1,0.1,-,-,0.3,0.1,0.1,0.1,0.8,0.5,0.3,0.6,0.7,0.4,0.2,0.2
513,0.5,0.1,-,0.1,-,0.5,-,0.1,0.5,0.8,0.7,0.1,0.6,0.3,1.9,1.3,0.7
514,0.4,-,-,-,-,0.4,0.2,-,0.2,0.4,0.3,0.1,0.3,0.3,0.3,0.1,0.2
515,0.5,-,-,-,-,0.5,0.3,-,0.2,0.3,0.2,0.2,0.4,0.4,0.7,0.2,0.5
516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
517,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
518,0.3,-,-,-,-,0.3,-,-,0.3,1,0.5,0.5,0.3,0.8,0.8,-,0.8
519,0.4,0.1,-,0.1,-,0.4,0.1,0.1,0.3,0.4,0.3,0.1,0.6,0.2,0.8,0.4,0.4
520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
521,1,-,-,-,-,1,1,-,-,-,-,-,1,2,1,1,-
522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1
523,0.2,-,-,-,-,0.2,0.1,-,0.1,0.5,0.5,0.1,0.5,0.2,0.5,0.3,0.2
524,0.5,-,-,-,-,0.5,0.1,-,0.4,1.6,1,0.6,2.1,1,0.8,0.1,0.6
525,-,-,-,-,-,-,-,-,-,1,0.5,0.5,1,-,-,-,-
526,0.5,-,-,-,-,0.5,-,-,0.4,0.2,0.1,0.2,0.5,0.1,1.6,0.7,0.9
527,0.4,-,-,-,-,0.4,0.3,-,0.1,0.2,0.1,0.1,0.3,0.2,1.2,0.6,0.6
528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
529,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
530,-,-,-,-,-,-,-,-,-,2.3,1.3,1,0.3,1,0.3,-,0.3
531,0.4,-,-,-,-,0.4,0.3,-,0.1,1,0.6,0.4,0.6,0.1,0.4,0.1,0.3
532,0.3,-,-,-,-,0.3,0.2,-,0.1,0.3,0.2,0.2,0.9,0.3,0.8,-,0.8
533,0.8,-,-,-,-,0.8,0.1,0.2,0.5,0.1,0.1,-,0.6,0.3,1.1,0.4,0.8
534,0.1,-,-,-,-,0.1,-,-,0.1,1.5,0.8,0.8,0.8,0.6,0.8,0.1,0.6
535,-,-,-,-,-,-,-,-,-,1.5,1,0.5,-,-,-,-,-
536,1,-,-,-,-,1,0.5,-,0.5,-,-,-,0.5,-,0.5,0.5,-
537,1,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-
538,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,-,0.3,0.3,-
539,0.4,-,-,-,-,0.4,0.1,0.1,0.3,0.3,0.2,0.1,0.5,0.2,1.3,0.7,0.6
540,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.4,-,0.5,-,0.3,0.1,0.2
541,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,-
542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
543,1,-,-,-,-,1,0.1,-,0.9,0.4,0.2,0.2,1.1,0.4,1.1,0.2,0.9
544,-,-,-,-,-,-,-,-,-,0.4,-,0.4,0.4,0.4,0.8,0.6,0.2
545,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,0.3,-,0.3
546,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-
547,1,-,-,-,-,1,1,-,-,1,-,1,-,2,1,-,1
548,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.4,0.3,1.7,1.2,0.5
549,0.7,-,-,-,-,0.7,0.7,-,-,-,-,-,0.3,-,0.3,0.3,-
550,-,-,-,-,-,-,-,-,-,-,-,-,1.5,0.5,0.5,0.5,-
551,0.3,-,-,-,-,0.3,0.2,-,0.1,0.5,0.3,0.2,0.6,0.8,0.7,0.5,0.3
552,1,-,-,-,-,1,-,-,1,1,1,-,2,-,1,1,-
553,-,-,-,-,-,-,-,-,-,2,2,-,2,-,1,-,1
554,0.7,0.1,-,0.1,-,0.7,0.3,-,0.4,0.5,0.3,0.2,0.5,0.3,0.7,-,0.7
555,-,-,-,-,-,-,-,-,-,0.7,0.7,-,1,0.3,0.3,-,0.3
556,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,2,5
557,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
558,-,-,-,-,-,-,-,-,-,0.5,0.5,-,1,0.5,-,-,-
559,-,-,-,-,-,-,-,-,-,0.5,0.5,-,0.5,-,0.5,-,0.5
560,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
562,0.6,-,-,-,-,0.6,0.4,-,0.2,0.4,0.2,0.2,0.2,-,1,0.6,0.4
563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,0.5
564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
565,-,-,-,-,-,-,-,-,-,-,-,-,1.7,-,1,0.7,0.3
566,0.4,-,-,-,-,0.4,0.1,-,0.3,0.6,0.5,0.1,0.2,0.2,0.5,-,0.5
567,2,-,-,-,-,2,-,-,2,-,-,-,-,-,1,-,1
568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
569,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1
570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2
571,0.1,-,-,-,-,0.1,-,-,0.1,0.1,-,0.1,-,0.1,2,0.9,1.1
572,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
574,-,-,-,-,-,-,-,-,-,2,2,-,1,-,-,-,-
575,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
576,0.5,-,-,-,-,0.5,-,0.5,-,0.5,0.5,-,-,0.5,-,-,-
577,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-
578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
579,1,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-
580,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
581,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,2
582,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
583,-,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-,-
584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,0.3
585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
586,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
