,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,OOBSh,SYBSh,PASh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
227,0.1,-,-,-,-,0.1,-,-,-,0.2,-,0.2,0.3,-,1.7,0.7,1
228,0.8,-,-,-,-,0.8,0.1,0.2,0.4,2.3,1.6,0.8,1,0.2,1,0.7,0.3
229,0.6,-,-,-,-,0.6,0.3,-,0.2,0.4,0.2,0.3,0.2,0.3,2,1.1,0.9
230,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.3,0.3,-
231,0.8,0.2,0.1,-,0.1,0.8,0.2,-,0.6,1.1,0.6,0.6,1,0.8,0.6,0.3,0.2
232,0.4,-,-,-,-,0.4,0.1,0.1,0.2,0.2,-,0.2,0.4,0.1,2.2,1.5,0.7
233,1.3,-,-,-,-,1.3,1.1,-,0.2,0.9,0.5,0.4,1.1,0.4,1.5,0.7,0.8
234,0.1,-,-,-,-,0.1,0.1,-,-,0.5,0.2,0.2,0.3,0.3,3.1,1.5,1.6
235,1.9,0.2,-,0.1,0.1,1.9,0.3,0.4,1.3,1,0.5,0.5,2,0.5,3.4,1.5,1.8
236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-
237,1.3,0.1,-,-,-,1.3,0.3,0.2,0.8,1.4,0.9,0.6,1.5,1,2.7,1.4,1.3
238,1.1,0.1,-,-,0.1,1.1,0.2,0.1,0.8,1.1,0.6,0.5,1.4,0.7,4.2,2.5,1.8
239,0.9,0.1,-,-,0.1,0.9,0.1,0.1,0.7,0.8,0.6,0.2,1,1.2,3.2,1.5,1.7
240,0.9,-,-,-,-,0.9,0.2,0.1,0.6,0.4,0.3,0.2,0.6,0.7,1.5,0.6,0.9
241,1.3,0.1,-,0.1,0.1,1.3,0.3,0.1,0.9,1.4,0.9,0.5,0.6,0.6,1.4,0.5,0.9
242,0.8,0.1,0.1,-,-,0.8,0.4,-,0.3,0.3,0.2,0.1,0.6,0.1,0.8,0.3,0.5
243,0.3,-,-,-,-,0.3,-,-,0.3,0.2,0.1,0.1,0.5,0.1,1.8,1,0.8
244,0.6,0.1,-,0.1,0.1,0.6,-,0.2,0.4,0.1,0.1,-,0.1,0.1,4.1,2.5,1.6
245,-,-,-,-,-,-,-,-,-,0.3,0.1,0.3,0.5,0.1,2,1.3,0.7
246,0.2,-,-,-,-,0.2,-,-,0.2,1.5,1,0.5,0.9,0.5,1.3,0.5,0.7
247,0.4,-,-,-,-,0.4,0.3,-,0.1,1.9,1,0.9,0.8,0.5,0.8,0.4,0.4
248,1.1,0.1,-,-,0.1,1.1,0.2,0.1,0.8,1.7,0.9,0.8,1.1,0.4,2.4,1.1,1.3
249,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.3,0.3,-
250,0.5,0.1,-,-,0.1,0.5,-,0.1,0.3,0.1,0.1,-,0.3,0.2,2.5,1.5,1
251,0.2,-,-,-,-,0.2,-,0.1,0.1,0.3,0.1,0.2,0.3,0.2,2,1.2,0.8
252,0.4,0.1,-,-,0.1,0.4,0.3,-,0.1,0.6,0.3,0.4,0.7,0.6,0.9,0.4,0.5
253,1.1,0.1,-,-,0.1,1.1,0.5,-,0.6,0.9,0.4,0.5,1,0.7,1.8,0.7,1.2
254,0.2,-,-,-,-,0.2,0.1,0.1,0.1,0.2,-,0.2,0.5,0.5,2.3,1.5,0.8
255,0.5,-,-,-,-,0.5,0.4,-,0.1,2.1,1.3,0.8,1.3,0.7,1.3,0.5,0.8
256,0.8,0.1,0.1,-,-,0.8,0.6,-,0.2,0.3,0.2,0.1,0.4,0.2,0.3,0.1,0.2
257,0.4,0.1,0.1,-,-,0.4,0.4,-,0.1,0.1,0.1,-,0.3,0.2,1.2,0.2,0.9
258,0.3,-,-,-,-,0.3,-,0.1,0.2,0.2,0.1,0.2,0.2,0.2,2.7,1.2,1.5
259,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.2,0.2,-
260,0.3,-,-,-,-,0.3,-,-,0.3,0.1,-,0.1,0.2,0.1,2.5,1.5,0.9
261,0.4,-,-,-,-,0.4,0.1,0.1,0.2,0.6,0.3,0.3,0.6,0.2,0.8,0.5,0.3
262,1,-,-,-,-,1,1,-,-,-,-,-,2,-,11,7,4
263,0.2,-,-,-,-,0.2,0.1,-,0.1,0.8,0.4,0.3,0.9,0.3,1.8,0.7,1.1
264,1.2,0.2,0.1,-,0.1,1.2,0.3,-,0.9,0.5,0.3,0.3,0.8,0.2,2.8,1.6,1.3
265,1,-,-,-,-,1,0.6,-,0.3,0.9,0.5,0.4,1,0.6,0.8,0.2,0.6
266,0.5,0.1,-,0.1,-,0.5,0.1,0.2,0.3,0.3,0.2,0.1,0.3,0.1,1.9,0.8,1.1
267,0.3,-,-,-,-,0.3,-,-,0.3,0.8,0.5,0.3,1.3,0.5,2.9,1.2,1.7
268,0.3,-,-,-,-,0.3,-,0.1,0.2,0.4,0.3,0.1,1,0.1,2.5,1.5,1.1
269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270,0.7,-,-,-,-,0.7,0.4,-,0.3,0.9,0.5,0.4,0.8,0.6,2.2,1,1.2
271,0.8,0.2,0.1,-,0.1,0.8,0.4,-,0.4,1.9,1.2,0.7,1.5,0.7,1,0.5,0.5
272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,-
273,0.6,-,-,-,-,0.6,0.2,-,0.4,1.2,0.8,0.3,1.1,0.8,1.7,0.9,0.8
274,1.1,-,-,-,-,1.1,0.7,-,0.4,0.8,0.6,0.2,1.5,0.4,1.1,0.4,0.7
275,0.6,0.1,-,0.1,-,0.6,0.2,0.2,0.2,0.4,0.4,-,0.8,0.5,1.3,0.6,0.7
276,0.9,0.1,-,-,-,0.9,0.3,-,0.5,1.1,0.6,0.5,1.2,0.8,2.8,1.1,1.7
277,1.4,0.2,0.1,0.1,0.1,1.4,0.2,0.2,0.9,2.3,1.5,0.8,1.1,0.6,0.3,0.1,0.2
278,0.7,-,-,-,-,0.7,0.2,-,0.5,0.3,0.1,0.1,0.4,0.4,2.1,1.3,0.7
279,0.1,-,-,-,-,0.1,0.1,-,0.1,0.8,0.4,0.4,0.7,0.1,0.8,0.4,0.4
280,1.1,-,-,-,-,1.1,0.4,-,0.7,1.6,0.9,0.7,1.1,0.6,2.1,1.3,0.9
281,0.7,-,-,-,-,0.7,0.3,0.2,0.3,1,0.6,0.4,0.9,0.6,1.2,0.3,0.9
282,0.5,0.1,-,-,0.1,0.5,-,-,0.5,1.7,1,0.6,0.9,0.5,0.9,0.4,0.5
283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-
284,0.6,-,-,-,-,0.6,0.3,-,0.3,1.7,1,0.7,1.3,0.5,0.9,0.3,0.6
285,0.1,-,-,-,-,0.1,-,-,0.1,0.1,0.1,-,0.3,0.1,2,1,1
286,0.4,0.1,-,-,0.1,0.4,0.1,0.1,0.2,0.1,0.1,-,0.6,0.2,3.6,1.4,2.2
287,0.6,-,-,-,-,0.6,0.3,-,0.4,0.7,0.4,0.4,0.6,0.4,2.5,1.4,1.1
288,0.4,-,-,-,-,0.4,0.2,-,0.3,0.4,0.3,0.2,0.3,0.1,2.5,1.4,1.1
289,1.1,0.1,-,0.1,0.1,1.1,0.1,0.2,0.8,0.3,0.1,0.1,0.7,0.4,1.6,0.7,0.9
290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
291,0.2,-,-,-,-,0.2,0.1,-,0.1,0.3,0.1,0.2,1,0.1,1.9,0.9,1
292,0.5,0.3,-,-,0.3,0.5,-,-,0.5,0.7,0.2,0.5,0.5,0.8,1,0.3,0.7
293,1.2,0.2,-,-,0.2,1.2,0.3,-,0.8,1.8,1.2,0.6,0.8,0.8,0.7,0.4,0.3
294,0.4,-,-,-,-,0.4,0.3,-,0.1,1.5,0.8,0.6,0.6,0.4,0.6,0.2,0.5
295,0.3,-,-,-,-,0.3,0.1,0.1,0.1,1,0.7,0.3,0.7,0.5,1.3,0.5,0.8
296,1.4,0.1,-,-,0.1,1.4,0.1,0.1,1.3,0.6,0.4,0.2,1.2,0.5,3.9,2.1,1.8
297,1.1,-,-,-,-,1.1,0.5,-,0.5,1.3,0.9,0.4,1.3,1,1.3,0.5,0.8
298,0.4,0.1,-,-,0.1,0.4,0.1,-,0.4,0.1,-,0.1,0.3,0.1,3.2,1.8,1.4
299,1.3,-,-,-,-,1.3,0.1,0.2,0.9,0.7,0.3,0.4,1.3,0.9,4.5,2.4,2.1
300,1.4,0.2,-,-,0.2,1.4,0.5,0.1,0.9,2.8,1.9,0.9,3.2,2,1.7,0.4,1.3
301,0.7,-,-,-,-,0.7,0.4,-,0.4,1.1,0.7,0.4,0.6,0.3,1,0.3,0.7
302,0.7,-,-,-,-,0.7,0.3,0.1,0.3,0.5,0.3,0.2,0.9,0.5,1.3,0.8,0.6
303,0.3,-,-,-,-,0.3,0.2,-,0.1,1.6,1,0.6,0.7,0.4,0.4,0.1,0.4
304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,0.5,1
305,0.1,-,-,-,-,0.1,-,-,0.1,1.2,0.9,0.3,0.7,0.2,1.1,0.5,0.6
306,1.3,0.1,-,-,0.1,1.3,0.2,0.1,1,1.1,0.7,0.4,1,0.3,1.6,0.7,0.9
307,0.3,-,-,-,-,0.3,0.2,-,0.2,0.7,0.4,0.3,0.6,0.1,1.2,0.5,0.7
308,1,-,-,-,-,1,0.4,0.1,0.5,0.3,0.1,0.2,0.7,0.3,1.5,0.6,0.9
309,1.3,0.2,-,-,0.2,1.3,0.1,-,1.1,0.4,0.2,0.2,1.3,0.4,2.4,1.5,0.9
310,1.1,0.1,-,-,0.1,1.1,0.5,-,0.6,0.5,0.1,0.4,0.5,0.4,0.9,0.4,0.5
311,0.9,0.1,-,-,0.1,0.9,0.3,-,0.6,0.3,0.1,0.2,0.6,0.1,0.4,-,0.4
312,0.9,0.1,-,-,0.1,0.9,0.3,-,0.6,2,1.1,0.9,1.4,1.3,1.1,0.4,0.6
313,1.6,0.1,0.1,-,-,1.6,0.9,-,0.7,3,1.9,1.1,1.6,1,1.1,0.4,0.7
314,1,-,-,-,-,1,-,-,1,-,-,-,-,-,2,1,1
315,0.2,-,-,-,-,0.2,-,-,0.2,1,0.4,0.6,0.1,-,1.1,0.4,0.7
316,0.6,-,-,-,-,0.6,0.6,-,-,0.4,0.2,0.1,0.6,-,1.1,0.5,0.6
317,1.1,0.1,-,-,-,1.1,0.7,-,0.4,0.2,0.2,-,0.5,-,0.8,0.3,0.5
318,1.1,0.3,-,0.3,0.1,1.1,0.2,0.3,0.6,0.7,0.4,0.3,1.1,0.5,1.3,0.6,0.7
319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,0.1
320,0.9,0.2,-,-,0.2,0.9,0.1,-,0.7,1.4,0.9,0.5,1.5,1.4,0.9,0.2,0.6
321,0.8,0.1,-,-,0.1,0.8,0.2,-,0.7,0.4,0.2,0.2,0.7,0.5,3.3,1.6,1.7
322,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.3,0.3,-
323,0.1,-,-,-,-,0.1,-,-,0.1,0.9,0.6,0.3,0.6,0.4,1.1,0.5,0.6
324,1.3,0.1,-,-,0.1,1.3,0.8,-,0.5,0.8,0.4,0.3,1.2,0.5,1.4,0.3,1.1
325,0.6,-,-,-,-,0.6,0.4,-,0.2,0.2,0.1,0.1,0.4,0.4,1.6,0.6,1
326,1.3,-,-,-,-,1.3,0.4,-,0.9,1.5,0.8,0.8,0.5,0.8,0.1,0.1,-
327,0.3,-,-,-,-,0.3,-,-,0.2,0.3,0.1,0.2,0.8,0.3,2.9,1.5,1.4
328,1.4,0.1,-,-,0.1,1.4,0.3,0.2,0.9,0.7,0.4,0.3,2,1.1,4.3,1.1,3.2
329,0.1,-,-,-,-,0.1,-,-,0.1,-,-,-,0.5,0.2,3.1,1.9,1.2
330,0.6,-,-,-,-,0.6,0.3,0.1,0.3,0.9,0.5,0.4,0.8,0.3,2.1,1,1.1
331,0.2,0.1,0.1,-,0.1,0.2,0.1,-,0.1,0.5,0.2,0.3,0.6,0.5,0.9,0.5,0.4
332,0.8,0.1,-,0.1,-,0.8,-,0.1,0.6,0.5,0.1,0.4,1,0.5,0.3,-,0.3
333,0.6,-,-,-,-,0.6,-,-,0.5,-,-,-,0.3,0.1,2.7,1.4,1.2
334,1.1,0.2,-,0.1,0.1,1.1,0.2,0.1,0.8,1.1,0.6,0.5,2.7,0.6,3.8,1.6,2.2
335,0.5,0.1,-,-,0.1,0.5,0.1,-,0.4,0.4,0.2,0.2,0.5,0.3,3.7,1.5,2.3
336,0.6,0.1,-,-,0.1,0.6,0.4,-,0.2,1.1,0.5,0.6,0.9,1,1.3,0.6,0.6
337,0.1,-,-,-,-,0.1,-,-,0.1,0.6,0.2,0.4,0.7,0.2,1.8,1,0.7
338,0.8,0.1,-,-,0.1,0.8,0.1,0.1,0.7,0.3,0.3,-,0.4,0.1,3.6,1.7,1.9
339,0.3,0.1,-,-,0.1,0.3,0.1,-,0.2,0.6,0.2,0.4,0.9,0.6,1.1,0.3,0.8
340,0.1,-,-,-,-,0.1,-,-,0.1,0.5,0.3,0.2,0.7,0.5,1,0.3,0.7
341,0.2,-,-,-,-,0.2,0.1,-,0.1,0.1,-,0.1,0.2,-,2.3,0.8,1.5
342,1.5,0.3,-,-,0.2,1.5,0.2,0.2,1.1,1.7,1.3,0.4,3,1.3,4.7,2,2.7
343,2,-,-,-,-,2,0.5,-,1.5,1.5,1.5,-,1,0.5,1,0.5,0.5
344,0.7,0.1,-,-,0.1,0.7,0.4,-,0.3,0.6,0.2,0.4,0.7,0.1,2.3,1.3,0.9
345,0.8,0.3,-,0.2,0.1,0.8,0.2,0.2,0.4,0.8,0.5,0.3,1.1,0.4,2.2,0.8,1.4
346,0.3,-,-,-,-,0.3,0.3,-,-,0.4,-,0.4,0.1,0.1,1.9,0.4,1.4
347,0.1,0.1,-,-,0.1,0.1,-,-,0.1,0.5,0.2,0.3,0.3,0.3,0.5,0.2,0.3
348,0.7,-,-,-,-,0.7,0.3,0.2,0.3,0.4,0.3,0.2,0.1,-,1.4,1,0.4
349,0.1,-,-,-,-,0.1,-,-,0.1,-,-,-,0.3,-,4.7,2.7,2
350,0.8,0.1,0.1,-,-,0.8,0.6,-,0.2,0.2,0.2,0.1,0.3,0.2,0.8,0.4,0.5
351,0.3,-,-,-,-,0.3,0.3,-,-,0.5,0.3,0.2,0.8,0.3,2,0.8,1.2
352,1.4,0.1,-,-,-,1.4,0.2,0.2,1,1.2,0.8,0.5,2.2,0.9,6.3,2.1,4.2
353,0.4,-,-,-,-,0.4,0.3,0.1,-,0.1,-,0.1,0.2,0.1,0.8,0.4,0.4
354,0.7,-,-,-,-,0.7,0.2,-,0.5,2.3,1.6,0.7,2.6,1.2,3,0.9,2.1
355,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.2,0.2,-
356,1,-,-,-,-,1,-,-,1,0.5,-,0.5,-,1,0.5,-,0.5
357,0.3,-,-,-,-,0.3,0.1,-,0.2,0.8,0.6,0.2,1.2,0.2,4.1,1.9,2.2
358,2,0.1,-,-,0.1,2,0.4,-,1.6,2.3,2.1,0.1,1.9,1.3,3.4,1.7,1.7
359,0.9,0.1,-,0.1,-,0.9,0.1,0.2,0.6,0.2,0.1,0.1,0.6,0.1,1.4,0.9,0.4
360,0.2,-,-,-,-,0.2,0.1,-,0.1,0.5,0.2,0.4,0.5,0.1,0.8,0.5,0.4
361,0.7,-,-,-,-,0.7,0.5,-,0.2,0.6,0.3,0.2,0.8,0.3,0.4,0.2,0.3
362,0.4,-,-,-,-,0.4,0.3,-,0.1,0.4,0.1,0.3,0.8,0.3,1.3,0.4,0.9
363,0.1,-,-,-,-,0.1,-,0.1,-,-,-,-,0.1,0.1,3.1,1.8,1.3
364,1,-,-,-,-,1,-,1,-,0.5,-,0.5,1,1,2,1,1
365,0.4,-,-,-,-,0.4,0.2,-,0.2,0.8,0.6,0.2,0.4,0.2,1,0.4,0.6
366,0.5,-,-,-,-,0.5,0.2,-,0.3,0.3,0.3,-,0.6,0.1,1.9,0.8,1.1
367,0.4,0.3,-,-,0.3,0.4,-,-,0.4,0.7,0.4,0.3,1.4,0.1,1.4,0.3,1.1
368,1,0.1,-,0.1,-,1,0.3,0.1,0.6,0.7,0.5,0.3,0.5,0.3,1.6,0.3,1.4
369,0.6,0.1,-,-,0.1,0.6,-,0.2,0.4,0.3,0.3,0.1,0.7,0.5,1.8,1.3,0.6
370,1,-,-,-,-,1,-,0.1,0.9,0.3,0.3,0.1,1.1,0.9,3.3,1.4,1.8
371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-
372,0.5,-,-,-,-,0.5,0.3,0.1,0.1,0.4,0.3,0.1,0.4,-,0.1,-,0.1
373,1.5,-,-,-,-,1.5,1,-,0.5,0.5,0.5,-,0.5,0.5,0.5,-,0.5
374,0.2,-,-,-,-,0.2,0.2,-,-,0.3,0.2,0.1,0.6,0.4,2.6,1.4,1.2
375,0.2,-,-,-,-,0.2,-,-,0.1,0.2,0.2,-,0.5,0.1,1.3,0.4,0.9
376,0.4,-,-,-,-,0.4,0.3,-,0.1,0.6,0.1,0.5,0.1,0.4,1.3,0.5,0.8
377,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,-,2,1.7,0.3
378,0.3,-,-,-,-,0.3,0.3,-,-,0.5,0.3,0.3,0.2,0.6,0.1,-,0.1
379,1.1,0.1,-,-,0.1,1.1,0.2,0.1,0.8,1.3,0.9,0.4,1.2,0.9,1.5,0.6,0.9
380,0.5,-,-,-,-,0.5,0.3,-,0.3,0.5,0.3,0.3,0.6,0.1,0.1,-,0.1
381,0.3,-,-,-,-,0.3,0.2,-,-,0.6,0.3,0.3,0.5,0.2,0.7,0.3,0.4
382,1,0.1,-,-,0.1,1,0.5,-,0.5,-,-,-,0.8,0.1,0.8,0.1,0.6
383,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-
384,0.2,-,-,-,-,0.2,0.2,-,-,-,-,-,0.3,-,1.5,0.8,0.7
385,0.4,-,-,-,-,0.4,0.3,-,0.1,0.9,0.6,0.2,0.4,0.4,0.4,0.2,0.1
386,0.4,0.1,-,-,0.1,0.4,0.1,-,0.3,0.5,0.4,0.2,0.6,0.8,1.5,0.6,0.9
387,0.7,-,-,-,-,0.7,0.3,0.1,0.3,0.7,0.4,0.3,1.1,0.7,1.5,0.4,1.1
388,1.6,-,-,-,-,1.6,0.4,-,1.2,0.2,-,0.2,1.2,0.6,5.4,2,3.4
389,0.3,0.1,-,-,0.1,0.3,0.1,-,0.2,1.5,0.9,0.6,0.8,0.2,0.6,0.2,0.5
390,-,-,-,-,-,-,-,-,-,0.4,0.1,0.3,1,0.3,1.7,0.6,1.1
391,0.7,-,-,-,-,0.7,-,-,0.7,1,0.3,0.7,0.3,0.3,0.2,-,0.2
392,0.5,-,-,-,-,0.5,0.2,0.1,0.3,0.7,0.5,0.2,0.5,0.3,0.3,0.1,0.2
393,0.5,-,-,-,-,0.5,0.2,-,0.4,0.7,0.3,0.4,0.8,0.5,0.9,0.3,0.7
394,1.2,0.2,-,-,0.2,1.2,0.3,-,0.8,2.2,1.7,0.5,0.3,0.5,0.2,-,0.2
395,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-
396,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,1.1,0.9,0.3
397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
398,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
399,0.8,0.2,-,0.1,0.1,0.8,0.2,0.2,0.5,0.5,0.3,0.2,1.2,0.5,3.2,0.7,2.5
400,0.8,0.2,-,-,0.2,0.8,0.4,-,0.4,1.2,0.8,0.4,1.2,-,0.4,-,0.4
401,0.4,-,-,-,-,0.4,-,-,0.4,0.1,0.1,0.1,0.1,0.1,1.1,0.9,0.2
402,0.9,-,-,-,-,0.9,0.7,-,0.1,1,0.1,0.9,0.9,0.3,0.1,-,0.1
403,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.1,0.3,0.4,0.1,0.8,0.2,0.5
404,0.3,-,-,-,-,0.3,0.2,-,0.1,0.8,0.3,0.4,0.8,0.1,0.1,-,0.1
405,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,1.7,1.3,0.3
406,0.8,0.1,-,-,0.1,0.8,0.2,-,0.6,0.3,0.1,0.2,1.3,0.6,1.6,0.7,0.9
407,0.1,-,-,-,-,0.1,-,-,0.1,-,-,-,0.1,-,0.4,0.3,0.1
408,0.3,-,-,-,-,0.3,0.3,-,-,0.3,-,0.3,0.8,0.5,1,-,1
409,1.2,-,-,-,-,1.2,0.3,0.1,0.8,1.6,1.2,0.4,2,1,2.4,1,1.4
410,-,-,-,-,-,-,-,-,-,0.8,0.8,-,-,-,1.8,0.5,1.3
411,-,-,-,-,-,-,-,-,-,0.5,0.5,-,1,1,2,0.5,1.5
412,-,-,-,-,-,-,-,-,-,0.6,0.4,0.2,0.6,0.3,0.4,0.2,0.3
413,0.5,-,-,-,-,0.5,0.3,0.1,0.2,0.8,0.7,0.2,0.5,0.3,0.8,0.2,0.7
414,0.2,0.1,-,-,0.1,0.2,0.1,-,0.1,0.3,0.2,0.1,0.5,0.1,1.3,0.3,1
415,0.3,-,-,-,-,0.3,0.2,-,0.1,2.8,1.6,1.2,0.6,1.5,0.2,-,0.2
416,-,-,-,-,-,-,-,-,-,0.1,0.1,-,-,-,0.4,0.4,-
417,0.5,-,-,-,-,0.5,0.1,-,0.4,0.5,0.3,0.2,0.7,0.3,1.1,0.5,0.6
418,0.6,0.1,-,-,0.1,0.6,0.2,0.1,0.3,1.1,0.7,0.4,1.5,0.1,0.9,0.3,0.6
419,0.3,-,-,-,-,0.3,0.1,0.1,0.1,0.4,0.3,0.2,0.5,0.6,0.4,0.1,0.3
420,0.9,0.1,-,-,0.1,0.9,0.1,-,0.7,0.7,0.4,0.2,0.7,0.2,1.1,0.5,0.6
421,0.2,0.2,0.2,-,-,0.2,0.2,-,-,0.6,0.4,0.2,0.2,0.2,0.8,0.4,0.4
422,3,-,-,-,-,3,1,2,-,1,1,-,-,-,1,1,-
423,0.4,0.1,-,-,0.1,0.4,0.1,-,0.3,0.2,0.2,-,0.2,-,0.1,-,0.1
424,0.1,-,-,-,-,0.1,-,-,0.1,0.3,0.1,0.2,0.5,0.3,0.8,0.4,0.3
425,1.2,-,-,-,-,1.2,0.1,0.2,0.9,0.3,0.2,0.1,0.9,0.3,2.9,1.4,1.5
426,0.1,-,-,-,-,0.1,-,-,-,0.2,0.2,-,0.3,0.1,1,0.5,0.5
427,0.2,0.1,-,-,0.1,0.2,-,0.1,0.1,0.2,0.1,0.1,0.3,0.4,1.6,0.7,0.9
428,0.5,0.1,-,0.1,-,0.5,-,0.1,0.4,0.1,0.1,-,0.5,0.1,1.6,0.7,0.9
429,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
430,1,0.1,-,-,-,1,0.4,-,0.6,1.1,0.8,0.3,1.4,0.6,0.7,0.1,0.6
431,1.5,-,-,-,-,1.5,-,-,1.5,-,-,-,1,1.5,0.5,-,0.5
432,0.8,-,-,-,-,0.8,-,0.3,0.5,-,-,-,1.6,0.4,5.9,2.1,3.8
433,0.7,-,-,-,-,0.7,0.4,-,0.2,0.7,0.3,0.3,0.6,-,2.3,1.3,1
434,1.1,-,-,-,-,1.1,0.6,0.1,0.4,1.5,0.8,0.8,1.4,0.9,1,0.4,0.6
435,-,-,-,-,-,-,-,-,-,2,2,-,1,-,1,-,1
436,0.2,-,-,-,-,0.2,0.2,-,-,0.8,0.7,0.2,0.8,0.5,0.7,0.2,0.5
437,0.6,-,-,-,-,0.6,0.3,-,0.4,-,-,-,0.1,-,0.8,0.1,0.6
438,0.3,-,-,-,-,0.3,0.3,-,-,-,-,-,0.4,0.6,1.8,0.3,1.5
439,0.3,-,-,-,-,0.3,0.2,-,0.1,0.4,0.2,0.2,0.4,0.4,0.3,0.1,0.2
440,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
441,0.3,-,-,-,-,0.3,-,-,0.3,1,0.7,0.3,1,-,-,-,-
442,0.3,-,-,-,-,0.3,-,-,0.3,1.1,0.9,0.3,0.6,0.1,0.4,0.1,0.3
443,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,0.7,0.7,-
444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,1,-
446,0.9,0.1,-,0.1,-,0.9,0.3,0.1,0.5,1,0.6,0.4,1,0.4,1,0.1,0.9
447,1.3,-,-,-,-,1.3,0.6,0.3,0.4,1.1,0.3,0.9,1,0.3,1.3,0.3,1
448,0.3,-,-,-,-,0.3,0.1,-,0.1,0.4,0.3,0.1,0.3,0.1,0.6,0.3,0.3
449,0.2,-,-,-,-,0.2,-,-,0.2,0.2,0.1,0.1,0.4,0.6,1.1,0.4,0.7
450,0.3,-,-,-,-,0.3,-,0.1,0.2,0.6,0.5,0.2,-,0.2,0.5,0.1,0.5
451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
452,0.7,-,-,-,-,0.7,0.2,0.1,0.4,0.3,0.2,0.1,0.7,0.5,1.2,0.3,0.8
453,-,-,-,-,-,-,-,-,-,0.4,0.2,0.2,0.2,0.2,0.8,0.2,0.6
454,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.4,0.9,-,0.9
455,0.3,-,-,-,-,0.3,0.2,-,0.1,0.4,0.3,0.1,0.7,0.2,0.5,0.1,0.4
456,0.5,-,-,-,-,0.5,-,-,0.5,-,-,-,-,-,0.5,-,0.5
457,0.8,-,-,-,-,0.8,0.8,-,-,1.8,1.4,0.4,1,0.6,0.4,-,0.4
458,0.4,-,-,-,-,0.4,0.2,-,0.2,0.8,0.6,0.2,0.6,-,0.6,0.2,0.4
459,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,0.6,-,0.6
460,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,0.5
461,1,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-
462,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
463,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.8,-,0.5,-,0.5
464,0.5,-,-,-,-,0.5,-,-,0.5,0.3,0.2,0.2,0.8,0.3,1.7,0.5,1.2
465,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
467,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
468,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
469,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
470,0.8,-,-,-,-,0.8,0.2,0.1,0.5,0.1,0.1,-,0.4,-,1.4,0.2,1.2
471,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
472,-,-,-,-,-,-,-,-,-,0.4,0.2,0.2,-,0.6,1,0.4,0.6
473,-,-,-,-,-,-,-,-,-,0.2,-,0.2,0.4,-,0.6,0.2,0.4
474,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,3.5,1.3,2.3
475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,0.5
476,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.7,0.7,0.3,0.3
477,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-
